1회,2회,3회,4회,5회,6회,7회,8회,상영관,상영일자,좌석수
"10:30,  말모이(디지털),  7,000원","13:15,  말모이(디지털),  10,000원","16:00,  말모이(디지털),  10,000원","18:45,  말모이(디지털),  10,000원","21:30,  말모이(디지털),  6,000원",,,,01관,2019-01-15,148
"10:00,  내안의 그놈(디지털),  7,000원","12:30,  극장판 공룡메카드: 타이니소어의 섬(디지털),  6,000원","14:20,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  10,000원","16:45,  주먹왕 랄프 2: 인터넷 속으로(디지털),  10,000원","19:10,  주먹왕 랄프 2: 인터넷 속으로(디지털),  10,000원",,,,02관,2019-01-15,104
"09:30,  스윙키즈(디지털),  6,000원","12:40,  내안의 그놈(디지털),  7,000원","15:20,  내안의 그놈(디지털),  10,000원","18:00,  내안의 그놈(디지털),  10,000원","20:40,  내안의 그놈(디지털),  10,000원","23:20,  내안의 그놈(디지털),  9,000원",,,03관,2019-01-15,115
"10:10,  극장판 공룡메카드: 타이니소어의 섬(디지털),  7,000원","11:50,  말모이(디지털),  9,000원","14:35,  말모이(디지털),  10,000원","17:20,  말모이(디지털),  10,000원","20:05,  말모이(디지털),  10,000원","22:50,  말모이(디지털),  10,000원",,,04관,2019-01-15,94
,"12:05,  보헤미안 랩소디(디지털),  9,000원","14:50,  범블비(디지털),  10,000원","17:15,  보헤미안 랩소디(디지털),  10,000원","20:00,  범블비(디지털),  10,000원","22:25,  보헤미안 랩소디(디지털),  10,000원",,,05관,2019-01-15,104
"09:30,  스윙키즈(디지털),  6,000원","13:35,  아쿠아맨(디지털),  8,000원","16:30,  아쿠아맨(디지털),  10,000원","19:25,  아쿠아맨(디지털),  10,000원","22:20,  아쿠아맨(디지털),  10,000원",,,,06관,2019-01-15,112
"09:30,  보헤미안 랩소디(디지털),  7,000원","12:15,  미래의 미라이(디지털더빙),  9,000원","14:25,  언더독(디지털),  8,000원","16:40,  보헤미안 랩소디(디지털)","19:20,  보헤미안 랩소디(디지털),  10,000원","22:05,  보헤미안 랩소디(디지털),  10,000원",,,01관,2019-01-16,148
"10:30,  말모이(디지털),  7,000원","13:15,  말모이(디지털),  10,000원","16:00,  말모이(디지털),  10,000원","18:45,  말모이(디지털),  10,000원","21:30,  말모이(디지털),  10,000원",,,,02관,2019-01-16,104
"10:00,  내안의 그놈(디지털),  7,000원","12:35,  내안의 그놈(디지털),  9,000원","15:10,  내안의 그놈(디지털),  10,000원","17:45,  내안의 그놈(디지털),  10,000원","20:20,  내안의 그놈(디지털),  10,000원","22:55,  내안의 그놈(디지털),  10,000원",,,03관,2019-01-16,115
"09:50,  언더독(디지털),  7,000원","12:15,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  9,000원","14:30,  말모이(디지털),  8,000원","17:15,  말모이(디지털),  10,000원","20:05,  말모이(디지털),  10,000원","22:55,  말모이(디지털),  10,000원",,,04관,2019-01-16,94
"10:20,  그대 이름은 장미(디지털)","13:05,  그대 이름은 장미(디지털),  10,000원","15:50,  그대 이름은 장미(디지털),  6,000원","18:35,  그대 이름은 장미(디지털),  10,000원","21:20,  그대 이름은 장미(디지털),  10,000원",,,,05관,2019-01-16,104
"10:50,  아쿠아맨(디지털),  7,000원","13:45,  아쿠아맨(디지털),  6,000원","16:40,  아쿠아맨(디지털),  10,000원","19:35,  아쿠아맨(디지털),  10,000원","22:30,  아쿠아맨(디지털),  10,000원",,,,06관,2019-01-16,112
"09:30,  글래스(디지털),  7,000원","12:10,  글래스(디지털),  9,000원","14:50,  글래스(디지털),  10,000원","17:30,  글래스(디지털),  10,000원","20:10,  글래스(디지털),  10,000원","22:50,  글래스(디지털),  10,000원",,,01관,2019-01-17,148
"10:40,  말모이(디지털),  7,000원","13:30,  말모이(디지털),  10,000원","16:20,  말모이(디지털),  10,000원","19:10,  말모이(디지털),  10,000원","22:00,  말모이(디지털),  10,000원",,,,02관,2019-01-17,104
"10:00,  내안의 그놈(디지털),  7,000원","12:35,  내안의 그놈(디지털),  9,000원","15:10,  내안의 그놈(디지털),  10,000원","17:45,  내안의 그놈(디지털),  10,000원","20:20,  내안의 그놈(디지털),  10,000원","22:55,  내안의 그놈(디지털),  10,000원",,,03관,2019-01-17,115
"09:45,  언더독(디지털),  7,000원","12:00,  구스 베이비(디지털더빙),  9,000원","14:00,  미래의 미라이(디지털더빙),  10,000원","16:10,  글래스(디지털),  10,000원","18:50,  글래스(디지털),  10,000원","21:30,  글래스(디지털),  10,000원",,,04관,2019-01-17,94
"10:20,  그대 이름은 장미(디지털),  7,000원","13:00,  그대 이름은 장미(디지털),  10,000원","15:40,  그대 이름은 장미(디지털),  6,000원","18:20,  그대 이름은 장미(디지털),  10,000원","21:00,  그대 이름은 장미(디지털),  10,000원","23:40,  그대 이름은 장미(디지털)",,,05관,2019-01-17,104
"10:50,  극장판 공룡메카드: 타이니소어의 섬(디지털),  9,000원","12:30,  아쿠아맨(디지털),  9,000원","15:25,  언더독(디지털),  10,000원","17:40,  아쿠아맨(디지털),  10,000원","20:35,  말모이(디지털),  10,000원","23:20,  말모이(디지털),  9,000원",,,06관,2019-01-17,112
"09:30,  글래스(디지털),  8,000원","12:10,  글래스(디지털),  12,000원","14:50,  글래스(디지털),  12,000원","17:30,  글래스(디지털),  12,000원","20:10,  글래스(디지털),  12,000원","22:50,  글래스(디지털),  12,000원",,,01관,2019-01-18,148
"10:40,  말모이(디지털),  8,000원","13:30,  말모이(디지털),  12,000원","16:20,  말모이(디지털),  12,000원","19:10,  말모이(디지털),  12,000원","22:00,  말모이(디지털),  12,000원",,,,02관,2019-01-18,104
"10:00,  내안의 그놈(디지털),  8,000원","12:35,  내안의 그놈(디지털),  9,000원","15:10,  내안의 그놈(디지털),  12,000원","17:45,  내안의 그놈(디지털),  12,000원","20:20,  내안의 그놈(디지털),  12,000원","22:55,  내안의 그놈(디지털),  12,000원",,,03관,2019-01-18,115
"09:45,  언더독(디지털),  8,000원","12:00,  구스 베이비(디지털더빙),  11,000원","14:00,  미래의 미라이(디지털더빙),  12,000원","16:10,  글래스(디지털),  12,000원","18:50,  글래스(디지털),  12,000원","21:30,  글래스(디지털),  12,000원",,,04관,2019-01-18,94
"10:20,  그대 이름은 장미(디지털)","13:00,  그대 이름은 장미(디지털),  12,000원","15:40,  그대 이름은 장미(디지털),  12,000원","18:20,  그대 이름은 장미(디지털),  10,000원","21:00,  그대 이름은 장미(디지털),  12,000원","23:40,  그대 이름은 장미(디지털),  10,000원",,,05관,2019-01-18,104
"10:50,  극장판 공룡메카드: 타이니소어의 섬(디지털),  8,000원","12:30,  아쿠아맨(디지털),  11,000원","15:25,  언더독(디지털),  6,500원","17:40,  아쿠아맨(디지털),  12,000원","20:35,  말모이(디지털),  12,000원","23:20,  말모이(디지털),  10,000원",,,06관,2019-01-18,112
"09:30,  글래스(디지털),  8,000원","12:10,  글래스(디지털),  12,000원","14:50,  글래스(디지털),  12,000원","17:30,  글래스(디지털),  12,000원","20:10,  글래스(디지털),  12,000원","22:50,  글래스(디지털),  12,000원",,,01관,2019-01-19,148
"10:40,  말모이(디지털),  8,000원","13:30,  말모이(디지털),  12,000원","16:20,  말모이(디지털),  12,000원","19:10,  말모이(디지털),  12,000원","22:00,  말모이(디지털),  12,000원",,,,02관,2019-01-19,104
"10:00,  내안의 그놈(디지털),  8,000원","12:35,  내안의 그놈(디지털),  11,000원","15:10,  내안의 그놈(디지털),  12,000원","17:45,  내안의 그놈(디지털),  12,000원","20:20,  내안의 그놈(디지털),  12,000원","22:55,  내안의 그놈(디지털),  12,000원",,,03관,2019-01-19,115
"09:45,  언더독(디지털),  9,000원","12:00,  구스 베이비(디지털더빙),  11,000원","14:00,  미래의 미라이(디지털더빙),  12,000원","16:10,  글래스(디지털),  12,000원","18:50,  글래스(디지털),  12,000원","21:30,  글래스(디지털),  12,000원",,,04관,2019-01-19,94
"10:20,  그대 이름은 장미(디지털),  7,000원","13:00,  그대 이름은 장미(디지털),  5,000원","15:40,  그대 이름은 장미(디지털),  12,000원","18:20,  그대 이름은 장미(디지털),  12,000원","21:00,  그대 이름은 장미(디지털),  12,000원","23:40,  그대 이름은 장미(디지털),  10,000원",,,05관,2019-01-19,104
"10:50,  극장판 공룡메카드: 타이니소어의 섬(디지털),  8,000원","12:50,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  11,000원","15:20,  언더독(디지털),  12,000원","17:40,  말모이(디지털),  12,000원","20:35,  말모이(디지털),  12,000원","23:20,  말모이(디지털),  10,000원",,,06관,2019-01-19,112
"09:30,  글래스(디지털),  8,000원","12:10,  글래스(디지털),  12,000원","14:50,  글래스(디지털),  12,000원","17:30,  글래스(디지털),  12,000원","20:10,  글래스(디지털),  12,000원","22:50,  글래스(디지털),  10,000원",,,01관,2019-01-20,148
"10:40,  말모이(디지털),  8,000원","13:30,  말모이(디지털),  12,000원","16:20,  말모이(디지털),  12,000원","19:10,  말모이(디지털),  12,000원","22:00,  말모이(디지털),  12,000원",,,,02관,2019-01-20,104
"10:00,  내안의 그놈(디지털),  8,000원","12:35,  내안의 그놈(디지털),  11,000원","15:10,  내안의 그놈(디지털),  12,000원","17:45,  내안의 그놈(디지털),  12,000원","20:20,  내안의 그놈(디지털),  12,000원","22:55,  내안의 그놈(디지털),  12,000원",,,03관,2019-01-20,115
"09:45,  언더독(디지털),  8,000원","12:00,  구스 베이비(디지털더빙),  11,000원","14:00,  미래의 미라이(디지털더빙),  10,000원","16:10,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  6,000원","18:50,  글래스(디지털),  12,000원","21:30,  글래스(디지털),  12,000원",,,04관,2019-01-20,94
"10:20,  그대 이름은 장미(디지털)","13:00,  극장판 공룡메카드: 타이니소어의 섬(디지털),  12,000원","14:50,  말모이(디지털),  12,000원","18:20,  그대 이름은 장미(디지털),  8,000원","21:00,  그대 이름은 장미(디지털),  10,000원","23:40,  그대 이름은 장미(디지털)",,,05관,2019-01-20,104
"10:50,  극장판 공룡메카드: 타이니소어의 섬(디지털),  9,000원","12:50,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  11,000원","15:20,  언더독(디지털),  12,000원","17:40,  말모이(디지털),  12,000원","20:35,  말모이(디지털),  12,000원","23:20,  말모이(디지털),  10,000원",,,06관,2019-01-20,112
"09:30,  글래스(디지털),  7,000원","12:10,  글래스(디지털),  5,000원","14:50,  글래스(디지털),  10,000원","17:30,  글래스(디지털),  10,000원","20:10,  글래스(디지털),  10,000원","22:50,  글래스(디지털)",,,01관,2019-01-21,148
"10:40,  말모이(디지털),  7,000원","13:30,  말모이(디지털),  10,000원","16:20,  말모이(디지털),  10,000원","19:10,  말모이(디지털),  10,000원","22:00,  말모이(디지털),  10,000원",,,,02관,2019-01-21,104
"10:00,  내안의 그놈(디지털),  7,000원","12:35,  내안의 그놈(디지털),  9,000원","15:10,  내안의 그놈(디지털),  10,000원","17:45,  내안의 그놈(디지털),  10,000원","20:20,  내안의 그놈(디지털),  10,000원","22:55,  내안의 그놈(디지털),  10,000원",,,03관,2019-01-21,115
"09:45,  언더독(디지털),  7,000원","12:00,  구스 베이비(디지털더빙),  9,000원","14:00,  미래의 미라이(디지털더빙),  10,000원","16:10,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  10,000원","18:35,  아쿠아맨(디지털),  10,000원","21:30,  글래스(디지털),  10,000원",,,04관,2019-01-21,94
"10:20,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  7,000원","12:45,  그대 이름은 장미(디지털),  10,000원","15:25,  아쿠아맨(디지털),  10,000원","18:20,  그대 이름은 장미(디지털),  10,000원","21:35,  내안의 그놈(디지털),  10,000원",,,,05관,2019-01-21,104
"09:40,  극장판 공룡메카드: 타이니소어의 섬(디지털),  7,000원","12:05,  말모이(디지털),  8,000원","14:55,  말모이(디지털),  10,000원","17:45,  말모이(디지털),  10,000원","20:35,  말모이(디지털),  10,000원","23:20,  말모이(디지털),  9,000원",,,06관,2019-01-21,112
"09:30,  글래스(디지털),  7,000원","12:10,  글래스(디지털),  9,000원","14:50,  글래스(디지털),  10,000원","17:30,  글래스(디지털),  10,000원","20:10,  글래스(디지털),  10,000원","22:50,  글래스(디지털),  10,000원",,,01관,2019-01-22,148
"10:40,  말모이(디지털),  8,000원","13:30,  말모이(디지털),  8,000원","16:20,  말모이(디지털),  10,000원","19:10,  말모이(디지털),  10,000원","22:00,  말모이(디지털),  10,000원",,,,02관,2019-01-22,104
"10:00,  내안의 그놈(디지털),  7,000원","12:35,  내안의 그놈(디지털),  9,000원","15:10,  내안의 그놈(디지털),  10,000원","17:45,  내안의 그놈(디지털),  10,000원","20:20,  내안의 그놈(디지털),  10,000원","22:55,  내안의 그놈(디지털),  10,000원",,,03관,2019-01-22,115
"09:45,  언더독(디지털),  9,000원","12:00,  구스 베이비(디지털더빙)","14:00,  미래의 미라이(디지털더빙),  10,000원","16:10,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  10,000원","18:55,  내안의 그놈(디지털)","21:30,  글래스(디지털),  10,000원",,,04관,2019-01-22,94
"10:20,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  7,000원","12:45,  그대 이름은 장미(디지털),  10,000원","15:25,  아쿠아맨(디지털),  8,000원","18:20,  그대 이름은 장미(디지털),  10,000원","21:35,  내안의 그놈(디지털),  10,000원",,,,05관,2019-01-22,104
"09:40,  극장판 공룡메카드: 타이니소어의 섬(디지털),  7,000원","12:05,  말모이(디지털),  9,000원","14:55,  말모이(디지털),  10,000원","17:45,  말모이(디지털),  10,000원","20:35,  말모이(디지털),  10,000원","23:20,  말모이(디지털),  9,000원",,,06관,2019-01-22,112
"09:30,  극한직업(디지털),  7,000원","11:55,  극한직업(디지털),  9,000원","14:20,  극한직업(디지털),  10,000원","16:45,  극한직업(디지털),  10,000원","19:10,  극한직업(디지털),  10,000원","21:35,  극한직업(디지털),  10,000원","24:00,  극한직업(디지털),  9,000원",,01관,2019-01-23,148
"09:40,  내안의 그놈(디지털),  6,000원","12:15,  내안의 그놈(디지털),  5,000원","14:50,  내안의 그놈(디지털),  0원","17:25,  내안의 그놈(디지털),  10,000원","20:00,  내안의 그놈(디지털),  10,000원","22:35,  내안의 그놈(디지털),  10,000원",,,02관,2019-01-23,104
"10:20,  글래스(디지털),  7,000원",,"15:40,  글래스(디지털),  10,000원","18:20,  글래스(디지털),  10,000원","21:00,  글래스(디지털),  10,000원","23:40,  글래스(디지털),  6,000원",,,03관,2019-01-23,115
"09:50,  언더독(디지털),  7,000원","12:00,  몬스터 파크(디지털),  9,000원","14:05,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  10,000원","17:40,  말모이(디지털),  10,000원","20:25,  말모이(디지털),  10,000원","23:10,  말모이(디지털),  7,000원",,,04관,2019-01-23,94
"10:50,  말모이(디지털),  7,000원","13:35,  말모이(디지털),  10,000원","16:20,  말모이(디지털),  5,000원","19:05,  말모이(디지털),  10,000원","21:50,  말모이(디지털),  10,000원",,,,05관,2019-01-23,104
"10:40,  극한직업(디지털),  7,000원","13:05,  극한직업(디지털),  10,000원","15:30,  극한직업(디지털),  10,000원","17:55,  극한직업(디지털),  10,000원","20:20,  극한직업(디지털),  10,000원","22:45,  극한직업(디지털),  10,000원",,,06관,2019-01-23,112
"09:30,  극한직업(디지털),  7,000원","11:55,  극한직업(디지털),  9,000원","14:20,  극한직업(디지털),  10,000원","16:45,  극한직업(디지털),  10,000원","19:10,  극한직업(디지털),  10,000원","21:35,  극한직업(디지털),  10,000원","24:00,  극한직업(디지털),  9,000원",,01관,2019-01-24,148
"09:40,  내안의 그놈(디지털),  5,000원","12:15,  내안의 그놈(디지털),  9,000원","14:55,  극한직업(디지털),  10,000원","17:15,  내안의 그놈(디지털)","19:45,  극한직업(디지털),  10,000원","22:35,  내안의 그놈(디지털)",,,02관,2019-01-24,104
