상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,좌석수
2015-02-01,02관,"10:50,  강남 1970(디지털)","13:05,  님아, 그 강을 건너지 마오(디지털),  8,000원","14:35,  강남 1970(디지털),  8,000원","16:50,  강남 1970(디지털),  8,000원","19:05,  강남 1970(디지털),  8,000원","21:20,  강남 1970(디지털)",,,,,,108
2015-02-02,01관,"11:00,  개를 훔치는 완벽한 방법(디지털),  8,000원","13:10,  다이빙벨(디지털)","14:40,  개를 훔치는 완벽한 방법(디지털),  8,000원","16:45,  국제시장(디지털),  8,000원","18:55,  개를 훔치는 완벽한 방법(디지털),  8,000원","21:10,  개를 훔치는 완벽한 방법(디지털)",,,,,,137
2015-02-02,02관,"11:00,  국제시장(디지털)","13:05,  님아, 그 강을 건너지 마오(디지털),  8,000원","14:35,  국제시장(디지털),  8,000원","16:50,  강남 1970(디지털),  8,000원","19:05,  강남 1970(디지털),  8,000원","21:20,  강남 1970(디지털)",,,,,,108
2015-02-03,01관,"11:00,  개를 훔치는 완벽한 방법(디지털)","13:10,  다이빙벨(디지털)","14:40,  개를 훔치는 완벽한 방법(디지털),  8,000원","16:45,  국제시장(디지털)","18:55,  개를 훔치는 완벽한 방법(디지털),  8,000원","21:10,  개를 훔치는 완벽한 방법(디지털)",,,,,,137
2015-02-03,02관,"11:00,  국제시장(디지털),  8,000원","13:05,  님아, 그 강을 건너지 마오(디지털),  8,000원","14:35,  국제시장(디지털),  8,000원","16:50,  강남 1970(디지털)","19:05,  강남 1970(디지털)","21:20,  강남 1970(디지털),  8,000원",,,,,,108
2015-02-04,01관,"11:00,  개를 훔치는 완벽한 방법(디지털)","13:10,  다이빙벨(디지털)","14:40,  개를 훔치는 완벽한 방법(디지털),  8,000원","16:45,  국제시장(디지털)","18:55,  개를 훔치는 완벽한 방법(디지털),  8,000원","21:10,  개를 훔치는 완벽한 방법(디지털)",,,,,,137
2015-02-04,02관,"11:00,  국제시장(디지털)","13:05,  님아, 그 강을 건너지 마오(디지털)","14:35,  국제시장(디지털)","16:50,  강남 1970(디지털)","19:05,  강남 1970(디지털)","21:05,  엔드 오브 디 어스(디지털)",,,,,,108
2015-02-05,01관,"11:00,  개를 훔치는 완벽한 방법(디지털)","13:10,  엔드 오브 디 어스(디지털)","14:40,  개를 훔치는 완벽한 방법(디지털),  8,000원","16:50,  개를 훔치는 완벽한 방법(디지털)","19:00,  개를 훔치는 완벽한 방법(디지털)","21:10,  개를 훔치는 완벽한 방법(디지털)",,,,,,137
2015-02-05,02관,"11:00,  님아, 그 강을 건너지 마오(디지털)","14:00,  강남 1970(디지털)","14:00,  강남 1970(디지털)","16:50,  국제시장(디지털),  8,000원","19:00,  강남 1970(디지털)","21:20,  강남 1970(디지털)",,,,,,108
2015-02-06,01관,"11:00,  개를 훔치는 완벽한 방법(디지털)","13:10,  엔드 오브 디 어스(디지털)","14:40,  개를 훔치는 완벽한 방법(디지털),  8,000원","16:50,  개를 훔치는 완벽한 방법(디지털),  8,000원","19:00,  개를 훔치는 완벽한 방법(디지털)","21:10,  개를 훔치는 완벽한 방법(디지털),  8,000원",,,,,,137
2015-02-06,02관,"11:00,  국제시장(디지털)","13:10,  님아, 그 강을 건너지 마오(디지털)","14:40,  국제시장(디지털),  8,000원","16:50,  국제시장(디지털)","19:00,  강남 1970(디지털),  8,000원","21:20,  강남 1970(디지털),  8,000원",,,,,,108
2015-02-07,01관,"11:00,  개를 훔치는 완벽한 방법(디지털),  8,000원","13:10,  엔드 오브 디 어스(디지털)","14:40,  개를 훔치는 완벽한 방법(디지털),  8,000원","16:50,  개를 훔치는 완벽한 방법(디지털),  8,000원","19:00,  개를 훔치는 완벽한 방법(디지털),  8,000원","21:10,  개를 훔치는 완벽한 방법(디지털)",,,,,,137
2015-02-07,02관,"11:00,  국제시장(디지털),  8,000원","13:10,  님아, 그 강을 건너지 마오(디지털),  8,000원","14:40,  국제시장(디지털),  8,000원","16:50,  국제시장(디지털),  8,000원","19:00,  강남 1970(디지털),  8,000원","21:20,  강남 1970(디지털)",,,,,,108
2015-02-08,01관,"11:00,  개를 훔치는 완벽한 방법(디지털),  8,000원","13:10,  엔드 오브 디 어스(디지털)","14:40,  개를 훔치는 완벽한 방법(디지털),  8,000원","16:50,  개를 훔치는 완벽한 방법(디지털),  8,000원","19:00,  개를 훔치는 완벽한 방법(디지털),  8,000원","21:10,  개를 훔치는 완벽한 방법(디지털),  8,000원",,,,,,137
2015-02-08,02관,"11:00,  국제시장(디지털),  8,000원","13:10,  님아, 그 강을 건너지 마오(디지털),  8,000원","14:40,  국제시장(디지털),  8,000원","16:50,  국제시장(디지털),  8,000원","19:00,  강남 1970(디지털),  8,000원","21:20,  강남 1970(디지털)",,,,,,108
2015-02-09,01관,"11:00,  개를 훔치는 완벽한 방법(디지털)","13:10,  엔드 오브 디 어스(디지털)","14:40,  개를 훔치는 완벽한 방법(디지털)","16:50,  개를 훔치는 완벽한 방법(디지털),  8,000원","19:00,  개를 훔치는 완벽한 방법(디지털)","21:10,  개를 훔치는 완벽한 방법(디지털)",,,,,,137
2015-02-09,02관,"11:00,  국제시장(디지털)","13:10,  님아, 그 강을 건너지 마오(디지털)","14:40,  국제시장(디지털)","16:50,  국제시장(디지털),  8,000원","19:00,  강남 1970(디지털),  8,000원","21:20,  강남 1970(디지털)",,,,,,108
2015-02-10,01관,"11:00,  개를 훔치는 완벽한 방법(디지털)","13:10,  엔드 오브 디 어스(디지털)","14:40,  개를 훔치는 완벽한 방법(디지털),  8,000원","16:50,  개를 훔치는 완벽한 방법(디지털)","19:00,  개를 훔치는 완벽한 방법(디지털),  8,000원","21:10,  개를 훔치는 완벽한 방법(디지털)",,,,,,137
2015-02-10,02관,"11:00,  국제시장(디지털),  8,000원","13:10,  님아, 그 강을 건너지 마오(디지털),  8,000원","14:40,  국제시장(디지털),  8,000원","16:50,  국제시장(디지털),  8,000원","19:00,  강남 1970(디지털),  8,000원","21:20,  강남 1970(디지털)","09:00,  어우동: 주인 없는 꽃(디지털),  5,000원",,,,,108
2015-02-11,01관,"10:50,  조선명탐정 : 사라진 놉의 딸(디지털)","12:55,  조선명탐정 : 사라진 놉의 딸(디지털)","15:00,  조선명탐정 : 사라진 놉의 딸(디지털)","17:05,  조선명탐정 : 사라진 놉의 딸(디지털)","19:10,  조선명탐정 : 사라진 놉의 딸(디지털),  8,000원","21:15,  조선명탐정 : 사라진 놉의 딸(디지털)",,,,,,137
2015-02-11,02관,"10:55,  워터 디바이너(디지털)","13:10,  님아, 그 강을 건너지 마오(디지털)","15:00,  개를 훔치는 완벽한 방법(디지털),  8,000원","17:05,  국제시장(디지털)","19:00,  강남 1970(디지털),  8,000원","21:15,  강남 1970(디지털)",,,,,,108
2015-02-12,01관,"10:50,  조선명탐정 : 사라진 놉의 딸(디지털)","12:55,  조선명탐정 : 사라진 놉의 딸(디지털)","15:00,  조선명탐정 : 사라진 놉의 딸(디지털)","17:05,  조선명탐정 : 사라진 놉의 딸(디지털),  8,000원","19:10,  조선명탐정 : 사라진 놉의 딸(디지털),  8,000원","21:15,  조선명탐정 : 사라진 놉의 딸(디지털)","09:00,  노엘의 선물(디지털),  5,000원",,,,,137
