상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,좌석수
2019-05-16,01관,"09:50,  배심원들(디지털),  6,000원","12:00,  걸캅스(디지털),  6,000원","14:10,  배심원들(디지털),  6,000원","16:25,  악인전(디지털),  6,000원","18:40,  걸캅스(디지털),  6,000원","21:00,  악인전(디지털),  6,000원",,,,,,58
2019-05-16,02관,"10:10,  명탐정 피카츄(디지털더빙)","12:15,  걸캅스(디지털),  6,000원","14:20,  배심원들(디지털)","16:40,  명탐정 피카츄(디지털)","19:00,  걸캅스(디지털),  6,000원","21:20,  악인전(디지털),  6,000원",,,,,,38
2019-05-17,01관,"09:50,  배심원들(디지털)","12:00,  걸캅스(디지털),  5,000원","14:15,  악인전(디지털),  6,000원","16:25,  배심원들(디지털),  6,000원","18:40,  어벤져스: 엔드게임(디지털),  6,000원","22:00,  악인전(디지털),  6,000원",,,,,,58
2019-05-17,02관,"10:10,  명탐정 피카츄(디지털더빙)","12:15,  배심원들(디지털)","14:35,  명탐정 피카츄(디지털)","16:40,  걸캅스(디지털),  6,000원","18:50,  걸캅스(디지털),  6,000원","21:00,  악인전(디지털),  6,000원",,,,,,38
2019-05-18,01관,"10:10,  걸캅스(디지털),  6,000원","12:30,  배심원들(디지털),  6,000원","14:45,  악인전(디지털),  6,000원","16:55,  배심원들(디지털),  6,000원","19:10,  걸캅스(디지털),  6,000원","21:20,  악인전(디지털),  6,000원",,,,,,58
2019-05-18,02관,"09:50,  명탐정 피카츄(디지털더빙),  6,000원","12:10,  걸캅스(디지털),  6,000원","14:15,  명탐정 피카츄(디지털),  6,000원","16:20,  악인전(디지털),  6,000원","18:30,  배심원들(디지털),  6,000원","20:45,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,38
2019-05-19,01관,"10:10,  걸캅스(디지털),  6,000원","12:30,  배심원들(디지털),  6,000원","14:45,  악인전(디지털),  6,000원","16:55,  배심원들(디지털),  6,000원","19:10,  걸캅스(디지털),  6,000원","21:20,  악인전(디지털),  6,000원",,,,,,58
2019-05-19,02관,"09:50,  명탐정 피카츄(디지털더빙),  6,000원","12:10,  걸캅스(디지털),  6,000원","14:15,  명탐정 피카츄(디지털),  6,000원","16:20,  악인전(디지털),  6,000원","18:30,  배심원들(디지털),  6,000원","20:45,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,38
2019-05-20,01관,"09:40,  걸캅스(디지털)","11:45,  악인전(디지털),  6,000원","13:55,  배심원들(디지털),  6,000원","16:05,  악인전(디지털),  6,000원","18:15,  걸캅스(디지털),  6,000원","20:30,  악인전(디지털),  6,000원",,,,,,58
2019-05-20,02관,"09:45,  악인전(디지털),  6,000원","11:55,  배심원들(디지털)","14:00,  악인전(디지털),  6,000원","16:00,  명탐정 피카츄(디지털),  6,000원","18:00,  악인전(디지털),  6,000원","20:20,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,38
2019-05-21,01관,"10:00,  걸캅스(디지털)","12:05,  악인전(디지털),  6,000원","14:15,  걸캅스(디지털),  6,000원","16:20,  악인전(디지털),  6,000원","18:40,  걸캅스(디지털),  6,000원","20:50,  악인전(디지털),  6,000원",,,,,,58
2019-05-21,02관,"09:30,  배심원들(디지털),  6,000원","11:55,  명탐정 피카츄(디지털더빙)","14:00,  배심원들(디지털)","16:10,  걸캅스(디지털)","18:20,  악인전(디지털),  6,000원","20:35,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,38
2019-05-22,01관,"10:00,  배심원들(디지털),  6,000원","12:15,  악인전(디지털),  6,000원","14:25,  어린 의뢰인(디지털),  6,000원","16:40,  악인전(디지털),  6,000원","18:50,  걸캅스(디지털),  6,000원","21:00,  악인전(디지털),  6,000원",,,,,,58
