10회,11회,1회,2회,3회,4회,5회,6회,7회,8회,9회,상영관,상영일자,좌석수
,,"10:00,  이차크의 행복한 바이올린(디지털),  6,000원","11:50,  일일시호일(디지털),  7,000원","13:50,  더 서치(디지털),  7,000원","16:30,  일일시호일(디지털),  7,000원","18:30,  인생 후르츠(디지털),  7,000원","20:20,  일일시호일(디지털),  7,000원",,,,시네마테크관,2019-01-27,212
,,"09:30,  미래의 미라이(디지털),  6,000원","11:30,  가버나움(디지털),  7,000원","14:00,  가버나움(디지털),  7,000원","16:30,  단, 비 : 제20회 부산독립영화제 씨네보배 배급선정작 순회상영회(디지털),  7,000원","19:00,  파이널리스트(디지털),  7,000원","20:50,  쿠르스크(디지털),  7,000원",,,,소극장,2019-01-27,212
,,"09:50,  극한직업(디지털),  6,000원","12:10,  언더독(디지털),  7,000원","14:20,  극한직업(디지털),  7,000원","16:40,  말모이(디지털),  7,000원","19:20,  그대 이름은 장미(디지털),  7,000원",,,,,중극장,2019-01-27,413
,,"11:30,  메이트(디지털),  7,000원","13:30,  얼굴들(디지털),  7,000원","16:00,  창간호(디지털),  7,000원","18:20,  버블 패밀리(디지털),  7,000원",,,,,,인디플러스 영화의 전당,2019-01-27,36
,,,"12:20,  스윙키즈(디지털 가치봄),  3,000원","14:50,  도어락(디지털 가치봄),  3,000원","17:00,  스윙키즈(디지털 가치봄),  3,000원","19:40,  스윙키즈(디지털 가치봄),  3,000원",,,,,시네마테크관,2019-01-28,212
,,"09:30,  그린 북(디지털),  5,000원","12:00,  가버나움(디지털),  7,000원","14:30,  쿠르스크(디지털),  7,000원","16:50,  파이널리스트(디지털),  7,000원","18:40,  미래의 미라이(디지털),  7,000원","20:40,  그린 북(디지털),  7,000원",,,,소극장,2019-01-28,212
,,"09:50,  극한직업(디지털),  6,000원","12:10,  그대 이름은 장미(디지털),  7,000원","14:40,  극한직업(디지털),  7,000원","17:00,  말모이(디지털),  7,000원","19:40,  극한직업(디지털),  7,000원",,,,,중극장,2019-01-28,413
,,"11:30,  창간호(디지털),  5,000원","13:50,  어른이 되면(디지털),  7,000원","15:50,  얼굴들(디지털),  7,000원","18:20,  메이트(디지털),  7,000원","20:20,  김새벽 배우 특별전(인디스데이)(디지털),  7,000원",,,,,인디플러스 영화의 전당,2019-01-28,36
,,"10:30,  인생 후르츠(디지털),  5,000원","12:20,  일일시호일(디지털),  7,000원","14:20,  쉰들러 리스트(디지털),  7,000원","18:00,  더 서치(디지털),  6,000원","20:40,  일일시호일(디지털),  7,000원",,,,,시네마테크관,2019-01-29,212
,,"10:00,  미래의 미라이(디지털),  5,000원","12:00,  파이널리스트(디지털),  7,000원","13:50,  가버나움(디지털),  7,000원","16:20,  쿠르스크(디지털),  7,000원","18:40,  미래의 미라이(디지털),  7,000원","20:40,  가버나움(디지털),  7,000원",,,,소극장,2019-01-29,212
,,"09:50,  극한직업(디지털),  5,000원","12:10,  말모이(디지털),  7,000원","14:50,  그대 이름은 장미(디지털),  7,000원","17:20,  극한직업(디지털),  7,000원","19:50,  보헤미안 랩소디(디지털),  7,000원",,,,,중극장,2019-01-29,413
,,,,"16:00,  버블 패밀리(디지털),  7,000원","17:40,  메이트(디지털),  5,000원",,,,,,인디플러스 영화의 전당,2019-01-29,36
,,"10:40,  이차크의 행복한 바이올린(디지털),  3,500원","12:30,  인생 후르츠(디지털),  3,500원","14:20,  일일시호일(디지털),  3,500원","16:20,  쉰들러 리스트(디지털),  3,500원","20:00,  더 서치(디지털),  3,500원",,,,,시네마테크관,2019-01-30,212
,,"10:10,  그린 북(디지털),  3,500원","12:40,  로마(디지털),  3,500원","15:20,  가버나움(디지털),  3,500원","17:50,  그린 북(디지털),  3,500원","20:20,  로마(디지털),  3,500원",,,,,소극장,2019-01-30,212
,,"09:50,  뺑반(디지털),  5,000원","12:40,  극한직업(디지털),  7,000원","15:10,  뺑반(디지털),  7,000원",,"20:20,  뺑반(디지털),  6,000원",,,,,중극장,2019-01-30,413
,,"12:30,  메이트(디지털),  3,500원",,"16:20,  김새벽 배우 특별전(인디스데이)(디지털),  3,500원","18:20,  이월(디지털),  3,500원","20:30,  얼굴들(디지털),  3,500원",,,,,인디플러스 영화의 전당,2019-01-30,36
,,"10:40,  일일시호일(디지털),  7,000원","12:40,  이차크의 행복한 바이올린(디지털),  7,000원","14:30,  인생 후르츠(디지털),  7,000원","16:20,  더 서치(디지털),  7,000원","19:00,  쉰들러 리스트(디지털),  7,000원",,,,,시네마테크관,2019-01-31,212
,,"10:00,  쿠르스크(디지털),  5,000원","12:20,  우리가족: 라멘샵(디지털),  7,000원","14:10,  가버나움(디지털),  7,000원","16:40,  파이널리스트(디지털),  7,000원","18:30,  우리가족: 라멘샵(디지털),  7,000원","20:20,  일일시호일(디지털),  7,000원",,,,소극장,2019-01-31,212
,,"09:40,  극한직업(디지털),  5,000원","12:00,  뺑반(디지털),  7,000원","14:40,  극한직업(디지털),  7,000원","17:00,  뺑반(디지털),  7,000원","19:40,  극한직업(디지털),  7,000원",,,,,중극장,2019-01-31,413
,,"12:00,  이월(디지털),  7,000원","14:10,  창간호(디지털),  7,000원","16:30,  버블 패밀리(디지털),  7,000원",,"20:40,  메이트(디지털),  5,000원",,,,,인디플러스 영화의 전당,2019-01-31,36
,,"10:00,  인생 후르츠(디지털),  5,000원","11:50,  일일시호일(디지털),  7,000원","13:50,  더 서치(디지털),  7,000원",,"16:30,  토니 에드만(디지털),  6,000원","20:00,  도둑(디지털),  6,000원",,,,시네마테크관,2019-02-01,212
,,"09:30,  파이널리스트(디지털),  5,000원","11:20,  로마(디지털),  7,000원","14:00,  가버나움(디지털),  7,000원","16:30,  우리가족: 라멘샵(디지털),  7,000원","18:20,  그린 북(디지털),  7,000원","20:50,  일일시호일(디지털),  7,000원",,,,소극장,2019-02-01,212
,,"09:40,  뺑반(디지털),  5,000원","12:20,  극한직업(디지털),  7,000원","14:40,  뺑반(디지털),  7,000원","17:20,  극한직업(디지털),  7,000원","19:40,  뺑반(디지털),  7,000원",,,,,중극장,2019-02-01,413
,,"11:30,  메이트(디지털),  7,000원","13:30,  어른이 되면(디지털),  7,000원","15:30,  얼굴들(디지털),  7,000원","18:00,  창간호(디지털),  7,000원","20:20,  이월(디지털),  7,000원",,,,,인디플러스 영화의 전당,2019-02-01,36
,,"10:20,  일일시호일(디지털),  6,000원","12:20,  인생 후르츠(디지털),  7,000원","14:10,  쉰들러 리스트(디지털),  7,000원",,"17:50,  저자세(필름),  6,000원","20:00,  베스턴(디지털),  6,000원",,,,시네마테크관,2019-02-02,212
,,"10:40,  파이널리스트(디지털),  7,000원","12:30,  우리가족: 라멘샵(디지털),  7,000원","14:20,  일일시호일(디지털),  7,000원","16:20,  우리가족: 라멘샵(디지털),  7,000원","18:10,  가버나움(디지털),  7,000원","20:40,  쿠르스크(디지털),  7,000원",,,,소극장,2019-02-02,212
,,"09:40,  극한직업(디지털),  5,000원","12:00,  극한직업(디지털),  7,000원","14:20,  극한직업(디지털),  7,000원","16:40,  뺑반(디지털),  7,000원","19:20,  극한직업(디지털),  7,000원",,,,,중극장,2019-02-02,413
,,"10:25,  뺑반(디지털),  5,000원","13:00,  언더독(디지털),  7,000원","15:05,  뺑반(디지털),  7,000원",,"17:40,  레미제라블(디지털),  7,000원",,,,,하늘연극장,2019-02-02,841
,,"11:30,  버블 패밀리(디지털),  7,000원","13:10,  메이트(디지털),  7,000원","15:10,  이월(디지털),  7,000원","17:20,  얼굴들(디지털),  7,000원","19:50,  어른이 되면(디지털),  7,000원",,,,,인디플러스 영화의 전당,2019-02-02,36
,,"09:20,  일일시호일(디지털),  5,000원","11:20,  인생 후르츠(디지털),  7,000원","13:10,  일일시호일(디지털),  7,000원","15:10,  더 서치(디지털),  6,000원","17:50,  마르세이유(디지털),  6,000원","20:00,  인 마이 룸(디지털),  6,000원",,,,시네마테크관,2019-02-03,212
,,"10:20,  그린 북(디지털),  5,000원","12:50,  가버나움(디지털),  7,000원","15:20,  로마(디지털),  7,000원","18:00,  그린 북(디지털),  7,000원","20:30,  가버나움(디지털),  7,000원",,,,,소극장,2019-02-03,212
,,"09:40,  극한직업(디지털),  5,000원","12:00,  극한직업(디지털),  7,000원","14:20,  극한직업(디지털),  7,000원","16:40,  극한직업(디지털),  7,000원","19:00,  뺑반(디지털),  7,000원",,,,,중극장,2019-02-03,413
,,"10:25,  뺑반(디지털),  5,000원","13:00,  언더독(디지털),  7,000원","15:05,  뺑반(디지털),  7,000원",,"17:40,  보헤미안 랩소디(디지털),  7,000원",,,,,하늘연극장,2019-02-03,841
,,"11:30,  메이트(디지털),  6,000원","13:30,  이월(디지털),  7,000원","15:40,  얼굴들(디지털),  7,000원","18:10,  어른이 되면(디지털),  7,000원",,"20:10,  창간호(디지털),  7,000원",,,,인디플러스 영화의 전당,2019-02-03,36
,,,"12:00,  하녀(디지털),  0원",,"17:30,  죽음의 다섯 손가락(디지털),  0원","19:30,  돼지가 우물에 빠진 날(디지털),  0원",,,,,시네마테크관,2019-02-04,212
,,"10:10,  우리가족: 라멘샵(디지털),  5,000원","12:00,  일일시호일(디지털),  7,000원","14:00,  가버나움(디지털),  7,000원","16:30,  쿠르스크(디지털),  7,000원","18:50,  파이널리스트(디지털),  7,000원","20:40,  우리가족: 라멘샵(디지털),  7,000원",,,,소극장,2019-02-04,212
,,"09:40,  극한직업(디지털),  6,000원","12:00,  뺑반(디지털),  7,000원","14:40,  극한직업(디지털),  7,000원","17:00,  뺑반(디지털),  7,000원","19:40,  극한직업(디지털),  7,000원",,,,,중극장,2019-02-04,413
,,"10:30,  아이스(디지털),  5,000원","12:20,  보헤미안 랩소디(디지털),  7,000원","15:00,  스타 이즈 본(디지털),  7,000원","17:40,  지상에서 영원으로(디지털),  7,000원",,,,,,하늘연극장,2019-02-04,841
,,"11:30,  어른이 되면(디지털),  7,000원","13:30,  얼굴들(디지털),  5,000원",,"18:00,  이월(디지털),  7,000원","20:10,  버블 패밀리(디지털),  7,000원",,,,,인디플러스 영화의 전당,2019-02-04,36
,,"09:50,  쉰들러 리스트(디지털),  5,000원","13:30,  인생 후르츠(디지털),  7,000원",,"15:20,  도둑(디지털),  6,000원","17:40,  오후(디지털),  6,000원","20:00,  꿈길(디지털),  6,000원",,,,시네마테크관,2019-02-05,212
,,"10:50,  그린 북(디지털),  7,000원","13:20,  로마(디지털),  7,000원","16:00,  가버나움(디지털),  7,000원","18:30,  일일시호일(디지털),  7,000원","20:30,  그린 북(디지털),  7,000원",,,,,소극장,2019-02-05,212
,,"09:40,  뺑반(디지털),  5,000원","12:20,  극한직업(디지털),  7,000원","14:40,  뺑반(디지털),  7,000원","17:20,  극한직업(디지털),  7,000원","19:40,  뺑반(디지털),  7,000원",,,,,중극장,2019-02-05,413
,,"10:30,  비긴 어게인(디지털),  5,000원","12:35,  라라랜드(디지털),  7,000원","15:05,  보헤미안 랩소디(디지털),  7,000원","17:40,  레미제라블(디지털),  7,000원",,,,,,하늘연극장,2019-02-05,841
,,,,"15:40,  시인 할매(디지털),  7,000원","17:30,  얼굴들(디지털),  7,000원",,,,,,인디플러스 영화의 전당,2019-02-05,36
,,"10:30,  인생 후르츠(디지털),  5,000원","12:20,  일일시호일(디지털),  7,000원",,"14:20,  토니 에드만(디지털),  6,000원","17:40,  통행증(디지털),  6,000원","20:00,  저자세(필름),  6,000원",,,,시네마테크관,2019-02-06,212
,,"10:00,  파이널리스트(디지털),  5,000원","11:50,  우리가족: 라멘샵(디지털),  7,000원","13:40,  가버나움(디지털),  7,000원","16:10,  일일시호일(디지털),  7,000원","18:10,  쿠르스크(디지털),  7,000원","20:30,  그린 북(디지털),  7,000원",,,,소극장,2019-02-06,212
,,"09:40,  극한직업(디지털),  5,000원","12:00,  뺑반(디지털),  7,000원","14:40,  극한직업(디지털),  7,000원","17:00,  뺑반(디지털),  7,000원","19:40,  극한직업(디지털),  7,000원",,,,,중극장,2019-02-06,413
,,"10:30,  라라랜드(디지털),  5,000원","13:00,  아이스(디지털),  7,000원","14:50,  지상에서 영원으로(디지털),  7,000원","17:40,  스타 이즈 본(디지털),  7,000원",,,,,,하늘연극장,2019-02-06,841
,,"11:00,  얼굴들(디지털),  7,000원","13:30,  이월(디지털),  7,000원","15:40,  메이트(디지털),  7,000원","17:40,  시인 할매(디지털),  7,000원","19:30,  [작은영화영화제]부산독립영화제2018, 톺아보다(디지털),  1,000원",,,,,인디플러스 영화의 전당,2019-02-06,36
,,"10:10,  일일시호일(디지털),  5,000원","12:10,  인생 후르츠(디지털),  7,000원","14:00,  더 서치(디지털),  7,000원",,"16:40,  베스턴(디지털),  6,000원","20:00,  인 마이 룸(디지털),  6,000원",,,,시네마테크관,2019-02-07,212
,,"10:00,  우리가족: 라멘샵(디지털),  5,000원","11:50,  콜드 워(디지털),  7,000원","13:40,  가버나움(디지털),  7,000원","16:10,  챔피언스(디지털),  7,000원","18:30,  콜드 워(디지털),  7,000원","20:20,  가버나움(디지털),  7,000원",,,,소극장,2019-02-07,212
,,"09:40,  뺑반(디지털),  5,000원","12:20,  극한직업(디지털),  7,000원","14:40,  뺑반(디지털),  7,000원","17:20,  극한직업(디지털),  7,000원","19:40,  뺑반(디지털),  7,000원",,,,,중극장,2019-02-07,413
,,"10:30,  스타 이즈 본(디지털),  5,000원","13:05,  비긴 어게인(디지털),  7,000원","15:10,  라라랜드(디지털),  7,000원","17:40,  보헤미안 랩소디(디지털),  7,000원",,,,,,하늘연극장,2019-02-07,841
,,"12:00,  시인 할매(디지털),  7,000원","13:50,  메이트(디지털),  6,000원","15:50,  얼굴들(디지털),  6,000원","18:20,  이월(디지털),  7,000원","20:30,  어른이 되면(디지털),  6,000원",,,,,인디플러스 영화의 전당,2019-02-07,36
,,"10:20,  인생 후르츠(디지털),  6,000원","12:10,  일일시호일(디지털),  7,000원","14:10,  쉰들러 리스트(디지털),  7,000원",,"17:50,  꿈길(디지털),  6,000원","20:00,  마르세이유(디지털),  6,000원",,,,시네마테크관,2019-02-08,212
,,"10:40,  그린 북(디지털),  7,000원","13:10,  가버나움(디지털),  7,000원","15:40,  로마(디지털),  7,000원","18:20,  콜드 워(디지털),  7,000원","20:10,  그린 북(디지털),  7,000원",,,,,소극장,2019-02-08,212
,,"09:40,  극한직업(디지털),  5,000원","12:00,  뺑반(디지털),  7,000원","14:40,  극한직업(디지털),  7,000원","17:00,  뺑반(디지털),  7,000원","19:40,  극한직업(디지털),  7,000원",,,,,중극장,2019-02-08,413
,,"10:30,  지상에서 영원으로(디지털),  6,000원","13:15,  스타 이즈 본(디지털),  7,000원","15:50,  아이스(디지털),  7,000원",,"17:40,  비긴 어게인(디지털),  7,000원",,,,,하늘연극장,2019-02-08,841
,,"10:00,  언더독(디지털),  5,000원","12:00,  버블 패밀리(디지털),  0원","13:40,  이월(디지털),  5,000원","15:50,  메이트(디지털),  0원","17:50,  얼굴들(디지털),  7,000원","20:20,  시인 할매(디지털),  7,000원",,,,인디플러스 영화의 전당,2019-02-08,36
,,"10:20,  인생 후르츠(디지털),  5,000원","12:10,  일일시호일(디지털),  7,000원",,"14:10,  통행증(디지털),  6,000원","16:30,  토니 에드만(디지털),  6,000원","20:00,  도둑(디지털),  6,000원",,,,시네마테크관,2019-02-09,212
,,"09:50,  가버나움(디지털),  5,000원","12:20,  챔피언스(디지털),  7,000원","14:40,  콜드 워(디지털),  7,000원","16:30,  가버나움(디지털),  7,000원","19:00,  우리가족: 라멘샵(디지털),  7,000원","20:50,  콜드 워(디지털),  7,000원",,,,소극장,2019-02-09,212
,,"09:40,  뺑반(디지털),  5,000원","12:20,  극한직업(디지털),  7,000원","14:40,  뺑반(디지털),  7,000원","17:20,  극한직업(디지털),  7,000원","19:40,  극한직업(디지털),  7,000원",,,,,중극장,2019-02-09,413
,,"10:30,  아이스(디지털),  5,000원","12:30,  지상에서 영원으로(디지털),  7,000원",,"16:05,  증인(디지털),  7,000원",,,,,,하늘연극장,2019-02-09,841
