순위,영화명,개봉일,매출액 ,매출액점유율,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
102,서울역,2016.8.17,"1,162,471,562",0.1%,"1,162,471,562","147,031","147,031",440,"8,054",한국,한국,"주식회사 다다쇼,(주)화인컷",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,애니메이션,연상호,"류승룡,심은경,이준,연상호,연상호,연상호,연상호,오윤석,이건우,이동하,이상희,이상희,최길수,서호철"
103,은밀한 유혹,2015.6.4,"1,137,666,247",0.1%,"1,137,666,247","145,547","145,547",394,"14,968",한국,한국,"(주)영화사비단길,(주)수필름",씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,범죄",윤재구,"임수정,유연석,이경영,박철민,진경,민도희,조희성,최민우,이광수,홍정표,민혜경,이동훈,곽민호,조규완,이마붑,전소니,이양희,조윤우,배진웅"
104,자백,2016.10.13,"1,128,388,200",0.1%,"1,128,388,200","143,648","143,648",152,"6,071",한국,한국,한국탐사저널리즘센터,(주)엣나인필름,15세이상관람가,다큐멘터리,최승호,최승호
105,화장,2015.4.9,"1,073,557,100",0.1%,"1,074,486,100","142,472","142,609",327,"13,824",한국,한국,(주)명필름,(주)리틀빅픽쳐스,청소년관람불가,드라마,임권택,"안성기,김규리,김호정,박혜미,윤종호,이소정,이은경,안석환,연우진,김병춘,주현"
106,극장판 꼬마버스 타요의 에이스 구출작전,2016.1.21,"905,899,900",0.1%,"905,899,900","135,398","135,398",200,"5,395",한국,한국,"(주)아이코닉스,(주)스튜디오게일",(주)아이코닉스,전체관람가,애니메이션,류정우,
107,나의 절친 악당들,2015.6.25,"1,054,470,664",0.1%,"1,054,470,664","133,553","133,553",384,"9,830",한국,한국,"휠므빠말주식회사,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아(주),청소년관람불가,"범죄,액션,드라마",임상수,"류승범,고준희,류현경,샘 오취리,김응수,정원중,양익준,김주혁,이정배,임상수,정인호,최보람,안상완,윤여정,이래규,한효준,홍성훈,이상미,홍의정,이상화,김태영,김형규"
108,죽여주는 여자,2016.10.6,"884,865,300",0.0%,"884,865,300","121,444","121,444",317,"8,350",한국,한국,"한국영화아카데미,주식회사 뭉클픽쳐스",CGV아트하우스,청소년관람불가,드라마,이재용,"윤여정,김한나,전무송,윤계상,박성진,윤효진,예수정,서현우,김혜윤"
109,퇴마: 무녀굴,2015.8.20,"951,843,500",0.1%,"951,843,500","120,802","120,802",331,"6,463",한국,한국,"(주)케이프로덕션,플로우식스(주),버티고필름",씨네그루(주)다우기술,15세이상관람가,"공포(호러),스릴러",김휘,"김성균,유선,천호진,차예련,김혜성,박수민,박시영,임화영,유성훈,윤지민,이상희,이승희,신나리,김소진,이주실,양지웅,한창현"
110,최강전사 미니특공대: 영웅의 탄생,2016.2.4,"877,875,200",0.0%,"877,875,200","117,170","117,170",349,"4,863",한국,한국,(주)삼지애니메이션,(주)삼지애니메이션,전체관람가,애니메이션,이영준,"엄상현,양정화,전태열"
111,상의원,2014.12.24,"910,405,400",0.1%,"6,204,129,964","113,738","790,370",264,"3,315",한국,한국,"(주)영화사비단길,상의원문화산업전문(유)","(주)쇼박스,(주)와우픽쳐스",15세이상관람가,"사극,드라마",이원석,"홍수민,한석규,고수,박신혜,유연석,김수웅,김주훈,김지현,김현정,박병은,박소담,배성우,한지은,김재화,이유비,최희진,신소율,김종언,전소니,조달환,허성태,주예지"
112,돌연변이,2015.10.22,"748,936,684",0.0%,"748,936,684","100,543","100,543",399,"6,828",한국,한국,영화사 우상,필라멘트픽쳐스,12세이상관람가,"드라마,코미디",권오광,"이광수,이천희,박보영,장광,이병준,김희원,강봉성,권오광,추민철,장원석,우문기,김수정,김태환,박성일,박시영,박준수,박지연,이세랑,강진아,임성미,이창훈,장준휘,손성찬,정인기"
113,무서운 이야기 3 : 화성에서 온 소녀,2016.6.1,"784,148,500",0.0%,"784,148,500","97,804","97,804",317,"6,407",한국,한국,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,공포(호러),"백승빈,김선,김곡,민규동","임슬옹,경수진,박정민,홍은희,차지연,김수안,정용진,이재인,민무제,이대연"
114,걷기왕,2016.10.20,"710,905,075",0.0%,"710,905,075","95,542","95,542",462,"10,476",한국,한국,㈜인디스토리,CGV아트하우스,12세이상관람가,드라마,백승화,"심은경,박주희,김새벽,허정도,윤지원,안승균,김광규,김정영,이재진,이준용,박민준,장현진,방범석,정규환,오은비,조주형,이규진,이동혁,이수아,최봉석,황수진,김신동,이주영,안재홍"
115,일사각오,2016.3.17,"682,581,500",0.0%,"682,581,500","94,767","94,767",66,"2,702",한국,한국,KBS,파이오니아21,12세이상관람가,드라마,"권혁만,고문안","이지형,설지윤,서광재"
116,슈퍼 프렌즈,2016.8.10,"663,075,600",0.0%,"663,075,600","89,615","89,615",255,"2,483",한국,한국,㈜디지아트프로덕션,씨네그루(주)키다리이엔티,전체관람가,애니메이션,"이경호,이원재","변현우,김지혜,박조호,서지연,남도형,홍진욱,김승태,오인성,유지현,이세은"
117,다이노X 탐험대,2016.5.4,"642,526,900",0.0%,"642,526,900","83,319","83,319",348,"3,126",한국,한국,(주)MBC,(주)이수C&E,전체관람가,"애니메이션,다큐멘터리",이동희,"정준하,하동훈"
118,최악의 하루,2016.8.25,"639,959,190",0.0%,"639,959,190","80,754","80,754",199,"5,606",한국,한국,㈜인디스토리,CGV아트하우스,15세이상관람가,멜로/로맨스,김종관,"한예리,이와세 료,권율,이희준,이승연,강 숙,최유화,이승연"
119,지금은맞고그때는틀리다,2015.9.24,"664,322,100",0.0%,"664,322,100","80,649","80,649",70,"5,124",한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)넥스트엔터테인먼트월드(NEW)",청소년관람불가,드라마,홍상수,"정재영,김민희,윤여정,기주봉,최화정,유준상,서영화,고아성"
120,쓰리 썸머 나잇,2015.7.15,"616,132,846",0.0%,"616,132,846","77,621","77,621",297,"5,391",한국,한국,"더램프(주),㈜감독의집","(주)리틀빅픽쳐스,(주)인벤트스톤",청소년관람불가,코미디,김상진,"김동욱,임원희,손호준,윤제문,류현경,심은진,이채영,전은진,정승민,박현수,홍광석,김승필,이신범,연송하,장지건,허성태,양주호"
121,엽기적인 그녀 2,2016.5.12,"594,260,900",0.0%,"594,260,900","77,124","77,124",387,"6,132",한국,한국,(주)신씨네,(주)리틀빅픽쳐스,15세이상관람가,"멜로/로맨스,코미디",조근식,"차태현,빅토리아,후지이 미나,배성우,최진호,송옥숙,박재민,장봉영,정수련,정종준,양원석,조예경,윤서영,이상진,이성국,이은경,황창기,김병용,김우주,김근영,목규리,손영순"
122,번개맨,2016.2.11,"517,127,000",0.0%,"517,127,000","69,363","69,363",393,"4,644",한국,한국,"(주)드림써치C&C,한국교육방송공사 EBS",씨네그루(주)키다리이엔티,전체관람가,"판타지,가족",조근현,"정현진,루나"
123,올레,2016.8.25,"522,938,900",0.0%,"522,938,900","66,883","66,883",338,"5,126",한국,한국,(주)어바웃필름,"(주)대명문화공장,(주)리틀빅픽쳐스",15세이상관람가,"드라마,코미디",채두병,"신하균,박희순,오만석,유다인,이형섭,변준석,양희선,장성범,전배수"
124,두 남자,2016.11.30,"459,566,121",0.0%,"459,566,121","60,365","60,365",397,"7,199",한국,한국,(주)엠씨엠씨,씨네그루(주)키다리이엔티,청소년관람불가,"범죄,액션",이성태,"마동석,최민호,김기현,김형주,양희정,이유진,박호산,박성일,서호철,서리나,현봉식,한성천"
125,극장판 프랭키와 친구들: 생명의 나무,2016.4.13,"410,560,600",0.0%,"410,560,600","56,842","56,842",258,"2,763",한국,한국,프랭키영화문화산업전문(주),예지림엔터테인먼트,전체관람가,애니메이션,박정오,"박정오,이소은"
126,그물,2016.10.6,"426,185,300",0.0%,"426,185,300","56,541","56,541",381,"6,278",한국,한국,(주)김기덕 필름,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,드라마,김기덕,"류승범,이원근,김영민,최귀화,박준형,정지은,안지혜,이상현,이승현,이나라,김순모,이상진,김동영,오륭,양현민,김수안"
127,고녀석 맛나겠다2 : 함께라서 행복해,2015.7.29,"386,122,000",0.0%,"386,122,000","55,922","55,922",142,"1,782",한국,한국,(주)미디어캐슬,(주)리틀빅픽쳐스,전체관람가,"애니메이션,가족,어드벤처","최경석,노나카 카즈미","엄상현,시영준,안장혁,정주원,안효민,이경태,이경태"
128,빅뱅 메이드,2016.6.30,"466,486,700",0.0%,"466,486,700","55,582","55,582",56,"1,794",한국,한국,(주)와이지엔터테인먼트,씨제이 씨지브이(CJ CGV)(주),12세이상관람가,다큐멘터리,변진호,"권지용,태양,최승현,대성,승리"
129,잡아야 산다,2016.1.7,"415,009,400",0.0%,"415,009,400","55,011","55,011",219,"3,189",한국,한국,더퀸디앤엠 주식회사,오퍼스픽쳐스(유),15세이상관람가,"코미디,액션",오인천,"김승우,김정태,한상혁,신강우,김민규,문용석,오만석,최호중,이해준,조창근,윤다영,서범식,이한위,안길강,장현기,장훈남,박혜미,정구영,서경배,정인혜,손지훈,정혜연,조권수,강현우,윤진영,이동진,이민경,이상헌,이선미,이승연,김욱,김영"
130,순종,2016.11.17,"384,957,200",0.0%,"384,957,200","54,456","54,456",104,"2,122",한국,한국,(재)CBS,"(재)CBS,(주)영화사 안다미로",전체관람가,다큐멘터리,"김동민,이주훈","최강희,최수종,김은혜,김영화"
131,미안해 사랑해 고마워,2015.10.28,"359,247,800",0.0%,"359,247,800","51,207","51,207",344,"6,541",한국,한국,타임박스엔터테인먼트(주),(주)쇼박스,15세이상관람가,드라마,전윤수,"지진희,김성균,성유리,김영철,이계인,곽지혜,서강준,강민지,강민호,장홍준,김상훈,김선경,이재구,이유하,이성훈,유예지,김동철,오예슬,김수연,김용진,김원진,김윤영,김지수,김필수,나현,박상민,박재영,박지연,박현수,유혜인,김재화,정은표,이주연,이정은,임현성,김대영,박성연"
132,비밀,2015.10.15,"369,339,300",0.0%,"369,339,300","50,196","50,196",305,"5,180",한국,한국,"영화사 도로시(주),(주)에스에이치기획",CGV아트하우스,15세이상관람가,"미스터리,드라마","박은경,이동하","성동일,김유정,손호준,임형준,서예지,진경,김동현,김동현,김요한,김우희,김원준,김은정,송호연,박세은,박재영,남일우"
133,우리들,2016.6.16,"356,563,960",0.0%,"356,563,960","47,969","47,969",76,"3,470",한국,한국,(주)아토,(주)엣나인필름,전체관람가,드라마,윤가은,"최수인,설혜인,이서연,박혜진,안정우,전석민,주재윤,최승혁,장혜진,손석배"
134,목숨 건 연애,2016.12.14,"361,668,800",0.0%,"361,668,800","47,805","47,805",393,"5,786",한국,"한국,대만,중국",(주)비에이엔터테인먼트,오퍼스픽쳐스(유),15세이상관람가,"멜로/로맨스,코미디",송민규,"하지원,천정명,진백림,윤소희,오정세,송민정,정다원,정다원,이동욱,이병희,이상미,지동주,최주형,홍주만,권지훈,김용학,김유이,조병규"
135,약장수,2015.4.23,"314,542,400",0.0%,"314,542,400","44,214","44,214",282,"4,312",한국,한국,(주)26컴퍼니,"(주)대명문화공장,(주)나이너스엔터테인먼트",15세이상관람가,드라마,조치언,"김인권,박철민,이주실,임석진,강일수,박지윤,박혜진,최민혁,윤준혁,이은주,김형범,장소연,조민기,이찬호,김기연"
136,성실한 나라의 앨리스,2015.8.13,"350,183,500",0.0%,"350,183,500","44,066","44,066",69,"3,285",한국,한국,한국영화아카데미,CGV아트하우스,청소년관람불가,드라마,안국진,"이정현,이해영,서영화,명계남,오광록,이준혁,이대연,전홍석,박은영,정혜지,최경옥,최성현,안소영,윤희경,이상현,배제기,손범수,지대한,이용녀,정애화"
137,범죄의 여왕,2016.8.25,"343,663,400",0.0%,"343,663,400","43,823","43,823",270,"3,942",한국,한국,광화문시네마,"(주)콘텐츠판다,TCO(주)더콘텐츠온",15세이상관람가,"스릴러,코미디","이요섭,김태곤","박지영,조복래,김대현,허정도,이학수,부은주,손영신,전고운,우문기,우문기,우상기,이윤호,진동훈,최고야,홍윤희,김태곤,이솜,안재홍,황승언,백수장,강진아,배유람,이성욱,우상기,전국향,강봉성,박호산,정민성,곽진무"
138,타이밍,2015.12.10,"291,240,500",0.0%,"291,240,500","38,629","38,629",196,"2,835",한국,한국,"(주)효인엔터테인먼트,베데코리아",(주)스톰픽쳐스코리아,15세이상관람가,애니메이션,"민경조,박대열","엄상현,박지윤,성완경"
139,4등,2016.4.13,"286,355,700",0.0%,"286,355,700","38,611","38,611",213,"4,726",한국,한국,"국가인권위원회,정지우 필름","(주)프레인글로벌,CGV아트하우스",15세이상관람가,드라마,정지우,"박해준,이항나,유재상,최무성,정가람,유재명,남문철,이혁찬,임유진,이상혁,이승준,최은미,권세정,오대환,권은수,강애심"
140,트릭,2016.7.13,"297,957,300",0.0%,"297,957,300","38,262","38,262",390,"5,939",한국,한국,엘씨오픽쳐스,"(주)스톰픽쳐스코리아,(주)이수C&E",15세이상관람가,"스릴러,드라마",이창열,"이정진,강예원,선동혁,이희진,장윤정,박정환,조호성,주민구,이상철,이수진,한성식,홍장현,주문수,김태훈"
141,한여름의 판타지아,2015.6.11,"284,767,458",0.0%,"285,388,958","36,654","36,754",59,"2,870",한국,"한국,일본",(주)모쿠슈라,㈜인디스토리,전체관람가,드라마,장건재,"김새벽,이와세 료,임형국"
142,에스엠타운 더 스테이지,2015.8.13,"284,650,500",0.0%,"284,650,500","35,857","35,857",65,652,한국,한국,(주)에스엠 컬처앤콘텐츠,주식회사 디에스이이디,전체관람가,다큐멘터리,배성상,
143,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,2016.8.17,"270,014,820",0.0%,"270,014,820","35,569","35,569",170,"1,774",한국,한국,(주)삼지애니메이션,(주)삼지애니메이션,전체관람가,애니메이션,이영준,"엄상현,전태열,정혜원,정영웅,신용우,배진홍,남도형,이민규,홍소영,이민규"
144,더 테너 리리코 스핀토,2014.12.31,"260,190,241",0.0%,"391,554,441","32,644","50,514",176,"2,180",한국,한국,(주)모인그룹,"(주)박수엔터테인먼트,(주)모인그룹",12세이상관람가,드라마,김상만,"유지태,차예련,이세야 유스케,김기현"
145,대결,2016.9.22,"251,176,500",0.0%,"251,176,500","32,278","32,278",366,"5,409",한국,한국,"휴메니테라픽쳐스(주),컴퍼니에이이엔티(주)","(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",15세이상관람가,액션,신동엽,"이주승,오지호,이정진,신정근,손은서,임효우,박주혜,박준범,전혜인,이규희,이대겸,조훈휘,홍민혜,황진호,김철구,이세랑,주석태,강신철"
146,극장판 프리파라 모두 모여라! 프리즘☆투어즈,2016.10.13,"263,405,900",0.0%,"263,405,900","31,843","31,843",157,"1,796",한국,한국,동우에이앤이(주),(주)박수엔터테인먼트,전체관람가,애니메이션,히시다 마사카즈,
147,그랜드파더,2016.8.31,"233,692,400",0.0%,"233,692,400","31,640","31,640",288,"3,933",한국,한국,(주)한이야기,"(주)인벤트스톤,(주)디스테이션",청소년관람불가,"액션,드라마",이서,"박근형,고보결,정진영,박진아,박초연,정재구,이상철,이승연,이예은,우기홍,이정현,김해나"
148,파울볼,2015.4.2,"235,292,500",0.0%,"235,292,500","31,137","31,137",231,"3,859",한국,한국,(주)티피에스컴퍼니,오퍼스픽쳐스(유),전체관람가,다큐멘터리,"조정래,김보경","김성근,조진웅,박지은,박진영,설재훈,이경태,이동현,이상훈,이상훈,이성진,이승엽,이승재,이승주"
149,춘희막이,2015.9.30,"205,606,965",0.0%,"205,606,965","29,543","29,543",268,"3,941",한국,한국,(주)하이하버픽쳐스,"메가박스중앙(주)플러스엠,(주)엣나인필름",12세이상관람가,다큐멘터리,박혁지,"김춘희,최막이"
150,인천상륙작전 : 익스텐디드 에디션(확장판),2016.9.13,"220,051,200",0.0%,"220,051,200","27,070","27,070",122,"1,522",한국,한국,(주)태원엔터테인먼트,씨제이이앤엠(주),15세이상관람가,"전쟁,드라마",이재한,"김정철,이정재,이범수,리암 니슨,진세연,정준호,박철민,김병옥,김선아,김영애,박성웅,추성훈,곽순우,홍기준"
151,뽀로로 극장판 눈요정 마을 대모험,,"129,379,900",0.0%,"1,289,929,200","27,034","258,909",66,896,한국,한국,(주)오콘,,전체관람가,애니메이션,김현호,"이선,함수정,홍소영,이미자,정미숙,김환진"
152,카이: 거울 호수의 전설,2016.8.17,"182,873,800",0.0%,"182,873,800","24,675","24,675",172,"1,555",한국,한국,"주식회사 다다쇼,(주)영화사레드피터",메가박스중앙(주)플러스엠,전체관람가,애니메이션,이성강,"김영은,박고운,강진아,이창규,임무권,이건우,채민지"
153,연애담,2016.11.17,"182,696,100",0.0%,"182,696,100","22,380","22,380",38,"1,398",한국,한국,한국영화아카데미,(주)인디플러그,청소년관람불가,멜로/로맨스,이현주,"이상희,류아벨,박근록,임성미,김종수,유우람,이성용,이성용,이지수,장병기,차승호"
154,히야,2016.3.10,"173,844,100",0.0%,"173,844,100","21,687","21,687",124,"1,444",한국,한국,"(주)메이저타운,(주)더재미팩토리,(주)알지엔터웍스",(주)라이크 콘텐츠,12세이상관람가,드라마,김지연,"안보현,호야,박철민,강성미,강민아,최대철,정경호,기주봉,서정우,지청룡,이남희,이승재,이승준,이요한,이우탁,김경오,서현우,김호창"
155,나쁜 나라,2015.12.3,"143,922,400",0.0%,"143,922,400","21,441","21,441",23,"1,033",한국,한국,4.16 세월호 참사 시민기록위원회,"배급위원회,(주)시네마달",12세이상관람가,다큐멘터리,"김진열,이수정,정일건","최경덕,박지민"
156,그 사람 그 사랑 그 세상,2014.11.20,"149,653,500",0.0%,"302,739,000","21,377","42,245",28,717,한국,한국,KBS,"THE 픽쳐스,(주)팝엔터테인먼트",전체관람가,다큐멘터리,권혁만,"강석우,최강희,이광기"
157,섬. 사라진 사람들,2016.3.3,"162,450,200",0.0%,"162,450,200","20,163","20,163",206,"2,452",한국,한국,시네마팩토리,(주)콘텐츠판다,15세이상관람가,스릴러,이지승,"박효주,배성우,이현욱,류준열,최일화,마동석,가심현,가심현,윤지영,이보림,권유진,박호산,공민정,이성욱,배유람,손영순,홍기준"
158,커터,2016.3.30,"151,165,500",0.0%,"151,165,500","19,405","19,405",199,"3,093",한국,한국,(주)엘픽쳐스,(주)스톰픽쳐스코리아,청소년관람불가,"범죄,드라마",정희성,"최태준,김시후,문가영,편보승,박진수,조장현,이승연,이승환,한정화,황유진,도유승,문창준,이승연"
159,마돈나,2015.7.2,"142,120,400",0.0%,"142,120,400","18,276","18,276",65,"1,475",한국,한국,준필름,(주)리틀빅픽쳐스,청소년관람불가,드라마,신수원,"서영희,권소현,김영민,변요한,박지영,조정문,최성대,최윤,탁도연,오성택,윤보라,김세미,이상희,이선영,박남혁,유순철,노수산나,최희진,박현영,정애화,탁도연,진용욱,김영성"
160,당신자신과 당신의 것,2016.11.10,"145,562,200",0.0%,"145,562,200","17,884","17,884",151,"2,430",한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)콘텐츠판다",청소년관람불가,드라마,홍상수,"김주혁,이유영,김의성,권해효,유준상,공민정,백현진"
161,태양을 쏴라,2015.3.19,"126,046,400",0.0%,"126,046,400","17,444","17,444",156,"1,983",한국,한국,필름라인,(유)조이앤시네마,청소년관람불가,멜로/로맨스,김태식,"강지환,윤진서,박정민,안석환,윤성준"
162,어떤살인,2015.10.28,"137,025,800",0.0%,"137,025,800","17,190","17,190",179,"2,562",한국,한국,"(주)전망좋은 영화사,TCO(주)더콘텐츠온","TCO(주)더콘텐츠온,(주)전망좋은 영화사",청소년관람불가,스릴러,안용훈,"윤소이,신현빈,김혁,고용진,최춘범,정재석,김봉주,이봉근,이덕화,윤대용,유채은,김용우,김정우,김지연,안용훈,김현우,송여정,박정근,조영진,안세하"
163,사랑하기 때문에,2017.1.4,"134,684,000",0.0%,"134,684,000","16,410","16,410",26,80,한국,한국,(주)에이디사공육,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"코미디,멜로/로맨스",주지홍,"차태현,김유정,서현진,박근형,선우용녀,성동일,배성우,임주환,김윤혜,오나라,김사희,장도윤,김강훈,박예진,이창희,박지수,박지윤,박지윤,정보연,이상희,이재우,김정우,박미현,조달환,김선일"
164,순교,2015.8.13,"116,019,000",0.0%,"116,019,000","16,202","16,202",8,616,한국,한국,파이오니아21,파이오니아21,전체관람가,다큐멘터리,김상철,임미선
165,무수단,2016.3.3,"126,155,400",0.0%,"126,155,400","15,882","15,882",228,"2,422",한국,한국,골든타이드픽처스(주),오퍼스픽쳐스(유),15세이상관람가,"미스터리,스릴러",구모,"이지아,김민준,도지한,김동영,오종혁,박유환,정진,박종찬,정의진,최건,유승원,서현우"
166,사랑이 이긴다,2015.9.10,"116,671,900",0.0%,"116,671,900","15,331","15,331",48,635,한국,한국,민병훈필름,(주)리틀빅픽쳐스,15세이상관람가,"가족,드라마",민병훈,"최정원,장현성,오유진,정상희,이윤재,김남표,오병관,김윤영,박시영,박정환,손성진,황정민,정다빈,최희서,최유화,강신철"
167,브링 홈: 아버지의 땅,2016.9.1,"117,372,200",0.0%,"117,372,200","15,025","15,025",36,547,한국,"한국,미국",(주)버디필름,(주)드림팩트엔터테인먼트,전체관람가,다큐멘터리,텐진 체탄 초클리,"텐진 릭돌,김민종"
168,춘몽,2016.10.13,"114,343,700",0.0%,"114,343,700","14,423","14,423",96,"2,272",한국,한국,(주)률필름,"(주)프레인글로벌,(주)스톰픽쳐스코리아",15세이상관람가,드라마,장률,"한예리,양익준,박정범,윤종빈,신민아,유연석,김의성,조달환,이재환,임해준,장우진,백종관,백주은,백현진,양영민,정석휘,정재필,조달환,오세현,오재은,윤상일,이관훈,이서,조현정,노슬기,이주영,김태훈"
169,위로공단,2015.8.13,"106,857,000",0.0%,"107,282,800","14,286","14,358",34,"1,100",한국,한국,반달,(주)엣나인필름,15세이상관람가,다큐멘터리,임흥순,"강명자,김영미,김진숙,권수정,신순애,이성옥,장영선"
170,"안녕, 전우치! 도술로봇대결전",2015.10.8,"92,435,600",0.0%,"92,435,600","13,055","13,055",173,"1,077",한국,한국,"(주)얼리버드픽쳐스,(주)쏘울 크리에이티브",(주)리틀빅픽쳐스,전체관람가,애니메이션,김대창,"김율,김새해,정선혜"
171,폴라로이드,2015.7.16,"82,417,500",0.0%,"82,417,500","12,457","12,457",27,169,한국,"한국,중국",(주)아우라씨엔씨,와이드 릴리즈(주),전체관람가,"드라마,가족",주호성,"양범,조민서,윤주상,이한위,안병경,강이슬,김길수,김목현,김윤수,김응민,김정아,김태용,김현수,박찬효,서동기,유가영,장나라,정숙향,정윤지,정재연,주호성,차소정,최예원,한동헌,황서인,황서인"
172,어우동: 주인 없는 꽃,2015.1.29,"60,398,000",0.0%,"68,678,000","12,313","13,233",19,393,한국,한국,"(유)조이앤컨텐츠그룹,㈜리필름",(주)드림팩트엔터테인먼트,청소년관람불가,멜로/로맨스,이수성,"백도빈,송은채,여욱환,남경읍,이종민,이탁건,임준혁,장현희,정서경,박종환,정지나,조경민,주창욱,서재호,최충열,송유진,양정민,이건우,이광기,김선웅,김아람,이상헌,이성근,황소라,황정훈,황주호,정태성,이봄"
173,아가씨(확장판),,"91,163,400",0.0%,"91,163,400","12,112","12,112",21,452,한국,한국,,,청소년관람불가,"스릴러,드라마",박찬욱,"김민희,김태리,하정우,조진웅,김해숙,문소리,최병모,김인우,이용녀,조은형"
174,타투,2015.12.10,"99,263,100",0.0%,"99,263,100","12,103","12,103",133,"1,224",한국,한국,"(주)다세포클럽,(주)코리아스토리",와이드 릴리즈(주),청소년관람불가,스릴러,이서,"송일국,윤주희,권현상,서영,조혜인,조훈휘,최상민,허윤원,김수환,김은희,김지은,박범준,안지호,이은주,한제인,한기중,박지수"
175,오 마이 파파,2016.11.10,"85,100,600",0.0%,"85,100,600","11,992","11,992",36,643,한국,한국,(주)하이하버픽쳐스,(주)모멘텀엔터테인먼트,전체관람가,다큐멘터리,박혁지,
176,검은손,2015.4.16,"89,815,665",0.0%,"89,815,665","11,650","11,650",178,"2,572",한국,한국,골든타이드픽처스(주),(주)스톰픽쳐스코리아,청소년관람불가,공포(호러),박재식,"김성수,한고은,배그린,신정선,전현숙,서범석,한성아,이철민,유하복,차은재"
177,멜리스,2016.2.11,"90,914,800",0.0%,"90,914,800","11,484","11,484",141,"1,465",한국,한국,(주)라임오렌지팩토리,(주)드림팩트엔터테인먼트,15세이상관람가,"공포(호러),스릴러",김용운,"홍수아,임성언,양명헌,김하유,최초우,현봉식,조한선,조덕제,여호민,이창해,정다호,정부자,이윤선"
178,두 번째 스물,2016.11.3,"83,730,700",0.0%,"83,730,700","10,984","10,984",175,"1,853",한국,"한국,이탈리아",민영화사,(주)리틀빅픽쳐스,청소년관람불가,"멜로/로맨스,드라마",박흥식,"김승우,이태란,김민경,김예진,김태환,박성민,차영석"
179,제 7기사단,2015.9.10,"80,160,964",0.0%,"80,160,964","10,710","10,710",95,"1,155",한국,"한국,미국",(주)루카프로덕션,메가박스중앙(주)플러스엠,15세이상관람가,"액션,어드벤처",키리야 카즈아키,"클라이브 오웬,모건 프리먼,안성기,엑셀 헨니,최재현,장한별,장영주,김선웅,이상민,박재영,박상욱"
180,나의 살던 고향은,2016.11.24,"80,996,600",0.0%,"80,996,600","10,686","10,686",62,823,한국,한국,후즈닷컴,(주)시네마달,전체관람가,다큐멘터리,류종헌,김용옥
181,슈퍼레이서 엔지,2015.9.10,"73,587,800",0.0%,"73,587,800","10,612","10,612",126,694,한국,한국,(주)크레이지버드스튜디오,(주)에이원엔터테인먼트,전체관람가,애니메이션,허선,"손무성,최대한,김재정"
182,부릉! 부릉! 브루미즈: 스피더의 모험 일기,2016.12.15,"81,128,500",0.0%,"81,128,500","10,208","10,208",194,936,한국,한국,(주)삼지애니메이션,(주)삼지애니메이션,전체관람가,애니메이션,이영준,"양정화,엄상현,이소영"
183,위선자들,2015.11.26,"65,152,600",0.0%,"65,152,600","9,566","9,566",82,297,한국,한국,(주)영화사메이플러스,"THE 픽쳐스,주식회사 마운틴픽쳐스",청소년관람불가,드라마,김진홍,"권민중,김정균,장두이,최할리,신소미,경준,송은진,주연서,나동주,류제현,문진영,안정균,이태헌,임창용,조솔,안민영"
184,"제자도 - 제자,옥한흠2",2016.11.10,"67,442,000",0.0%,"67,442,000","9,533","9,533",79,"1,167",한국,한국,파이오니아21,파이오니아21,전체관람가,다큐멘터리,김상철,"권오중,옥한흠"
185,극장판 프리즘스톤 올스타 셀렉션,2016.7.7,"78,990,700",0.0%,"78,990,700","9,381","9,381",109,650,한국,"한국,일본",동우에이앤이(주),(주)박수엔터테인먼트,전체관람가,"애니메이션,드라마,판타지",김영범,
186,앨리스: 원더랜드에서 온 소년,2015.12.10,"69,064,100",0.0%,"69,064,100","9,323","9,323",59,644,한국,한국,"(주)유비콘텐츠,주식회사 유비컬쳐",(주)영화사 안다미로,15세이상관람가,"판타지,공포(호러),멜로/로맨스",허은희,"홍종현,정소민,정연주,이승연,서갑숙,이고은,장서원,김준형,최윤,이혜인,원예준,박현숙,김미경"
187,명량: 회오리 바다를 향하여,2015.5.7,"64,170,500",0.0%,"64,170,500","8,897","8,897",92,824,한국,한국,(주)빅스톤픽쳐스,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,다큐멘터리,"정세교,김한민","김한민,오타니 료헤이,이해영,권율,장준녕"
188,시소,2016.11.10,"64,354,700",0.0%,"64,354,700","8,591","8,591",49,617,한국,한국,(주)에스엠 컬처앤콘텐츠,"(주)대명문화공장,(주)리틀빅픽쳐스",전체관람가,다큐멘터리,고희영,"이동우,임재신,김윤태,김진희"
