순위,영화명,개봉일,스크린수,스크린점유율,매출액,누적매출액,관객수,누적관객수
13,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,4,0.1%,26000,4289830800,4,549671
13,그대 이름은 장미,2019-01-16,4,0.1%,62000,719040970,12,85658
13,어른이 되면,2018-12-13,4,0.1%,61000,39180400,10,5415
16,스윙키즈,2018-12-19,3,0.1%,281000,12076359892,33,1470564
16,칠곡 가시나들,2019-02-27,3,0.1%,165000,9396300,28,1126
18,운동회,2018-03-22,1,0.0%,33500,34084900,11,5108
18,"[작은영화영화제]부산독립영화제2018, 톺아보다",,1,0.0%,26000,26000,26,26
18,시집가는 날,1957-02-11,1,0.0%,372000,2446000,186,1788
18,버블 패밀리,2018-12-20,1,0.0%,32000,11420900,4,1728
18,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,8000,37357602079,4,4802194
18,라디오 스타,2006-09-28,1,0.0%,187000,9861455500,17,1590774
18,B급 며느리,2018-01-17,1,0.0%,42500,155323100,13,20061
18,폴란드로 간 아이들,2018-10-31,1,0.0%,82000,376718800,10,49174
1,극한직업,2019-01-23,1558,50.5%,3705773310,95205041223,460448,10992805
2,뺑반,2019-01-30,761,24.7%,496103840,12577880367,61925,1516473
3,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,398,12.9%,61903910,3525561150,8591,448827
4,말모이,2019-01-09,147,4.8%,26956900,23723755180,3419,2832733
5,시인 할매,2019-02-05,102,3.3%,4098600,37843100,547,4384
6,러브 유어셀프 인 서울,2019-01-26,48,1.6%,34720000,2978383400,3520,319291
7,이월,2019-01-30,10,0.3%,191500,9448180,30,1211
7,증인,2019-02-13,10,0.3%,23760000,250931880,2640,27083
9,내안의 그놈,2019-01-09,8,0.3%,865000,16392130817,110,1913862
10,언더독,2019-01-16,6,0.2%,1051000,1433369130,200,186529
11,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,4,0.1%,26000,4289856800,4,549675
11,얼굴들,2019-01-24,4,0.1%,33000,13313800,5,1797
13,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,3,0.1%,98000,3133512920,14,409198
13,그대 이름은 장미,2019-01-16,3,0.1%,8000,719048970,3,85661
13,기묘한 가족,2019-02-13,3,0.1%,5960000,62362000,745,7865
16,스윙키즈,2018-12-19,2,0.1%,22000,12076381892,3,1470567
16,어른이 되면,2018-12-13,2,0.1%,28000,39208400,7,5422
16,메이트,2019-01-17,2,0.1%,19000,17274150,3,2057
19,두 번째 겨울,2018-12-27,1,0.0%,13000,1755400,2,265
19,군산: 거위를 노래하다,2018-11-08,1,0.0%,52000,127281500,8,15447
19,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,8000,37357610079,4,4802198
19,창간호,2019-01-17,1,0.0%,21000,6962650,3,824
19,영주,2018-11-22,1,0.0%,6000,192729750,1,24823
19,섹스는 맛있다 무삭제판,2019-02-07,1,0.0%,2000,2000,1,1
19,내 마음의 고향,2014-11-27,1,0.0%,8000,1172000,4,338
19,B급 며느리,2018-01-17,1,0.0%,3000,155326100,1,20062
19,"1991, 봄",2018-10-31,1,0.0%,12000,43297750,2,5772
19,폴란드로 간 아이들,2018-10-31,1,0.0%,60000,376778800,7,49181
19,칠곡 가시나들,2019-02-27,1,0.0%,201000,9597300,39,1165
19,선종 무문관,2018-12-13,1,0.0%,30000,24336800,3,2940
1,극한직업,2019-01-23,1595,51.3%,3614329334,98819370557,409794,11402599
2,뺑반,2019-01-30,734,23.6%,472598946,13050479313,53774,1570247
3,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,393,12.6%,56243330,3581804480,7492,456319
4,말모이,2019-01-09,151,4.9%,32978800,23756733980,3895,2836628
5,시인 할매,2019-02-05,95,3.1%,4018300,41861400,472,4856
6,러브 유어셀프 인 서울,2019-01-26,48,1.5%,36151000,3014534400,3641,322932
7,기묘한 가족,2019-02-13,19,0.6%,35159000,97521000,5271,13136
8,언더독,2019-01-16,10,0.3%,1499000,1434868130,272,186801
8,이월,2019-01-30,10,0.3%,219000,9667180,36,1247
10,내안의 그놈,2019-01-09,9,0.3%,1036400,16393167217,118,1913980
11,얼굴들,2019-01-24,8,0.3%,177200,13491000,32,1829
12,메이트,2019-01-17,5,0.2%,82000,17356150,11,2068
13,그대 이름은 장미,2019-01-16,4,0.1%,908000,719956970,153,85814
13,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,4,0.1%,26000,4289882800,4,549679
13,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,4,0.1%,237000,3133749920,44,409242
16,어른이 되면,2018-12-13,3,0.1%,27000,39235400,7,5429
17,버블 패밀리,2018-12-20,2,0.1%,16000,11436900,2,1730
17,스윙키즈,2018-12-19,2,0.1%,1008000,12077389892,162,1470729
17,두 번째 겨울,2018-12-27,2,0.1%,22000,1777400,3,268
20,창간호,2019-01-17,1,0.0%,21000,6983650,3,827
20,폴란드로 간 아이들,2018-10-31,1,0.0%,27000,376805800,3,49184
20,왕의 남자,2005-12-29,1,0.0%,1825000,66017855400,166,10513947
20,칠곡 가시나들,2019-02-27,1,0.0%,282000,9879300,47,1212
20,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,6000,37357616079,3,4802201
20,PMC: 더 벙커,2018-12-26,1,0.0%,5000,14020707924,1,1671060
20,자전차왕 엄복동,2019-02-27,1,0.0%,2640000,2640000,240,240
20,선종 무문관,2018-12-13,1,0.0%,32000,24368800,5,2945
20,인어전설,2018-11-15,1,0.0%,6000,8707250,2,1116
20,"1991, 봄",2018-10-31,1,0.0%,15500,43313250,3,5775
1,극한직업,2019-01-23,1703,52.5%,6788968315,105608338872,776215,12178814
2,뺑반,2019-01-30,718,22.1%,757243625,13807722938,86771,1657018
3,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,447,13.8%,261617730,3843422210,33522,489841
4,말모이,2019-01-09,174,5.4%,58823410,23815557390,6466,2843094
5,시인 할매,2019-02-05,80,2.5%,4496100,46357500,541,5397
6,러브 유어셀프 인 서울,2019-01-26,44,1.4%,95093000,3109627400,9454,332386
7,증인,2019-02-13,15,0.5%,32589580,283521460,3585,30668
8,내안의 그놈,2019-01-09,10,0.3%,1913200,16395080417,235,1914215
9,이월,2019-01-30,7,0.2%,282000,9949180,54,1301
9,언더독,2019-01-16,7,0.2%,4466000,1439334130,466,187267
11,얼굴들,2019-01-24,6,0.2%,167000,13658000,26,1855
12,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,5,0.2%,420000,3134169920,54,409296
13,어른이 되면,2018-12-13,4,0.1%,223000,39458400,37,5466
13,산상수훈,2017-12-07,4,0.1%,2515000,378997050,294,51171
13,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,4,0.1%,26000,4289908800,4,549683
16,그대 이름은 장미,2019-01-16,3,0.1%,8000,719964970,3,85817
17,폴란드로 간 아이들,2018-10-31,1,0.0%,63000,376868800,7,49191
17,창간호,2019-01-17,1,0.0%,14000,6997650,2,829
17,15th 필름다빈 프로젝트: 김시은 배우전,,1,0.0%,215000,215000,24,24
17,칠곡 가시나들,2019-02-27,1,0.0%,270000,10149300,47,1259
17,메이트,2019-01-17,1,0.0%,26000,17382150,4,2072
17,선종 무문관,2018-12-13,1,0.0%,420000,24788800,42,2987
17,박열,2017-06-28,1,0.0%,325000,18095620795,50,2359547
17,스윙키즈,2018-12-19,1,0.0%,90000,12077479892,11,1470740
17,데스트랩,2018-12-06,1,0.0%,8000,259000,4,44
17,B급 며느리,2018-01-17,1,0.0%,56500,155382600,17,20079
17,인어전설,2018-11-15,1,0.0%,74000,8781250,24,1140
17,두 번째 겨울,2018-12-27,1,0.0%,6000,1783400,1,269
17,오렌지필름 기획전 - 위대한 귀여움에 대하여,,1,0.0%,70000,118000,7,13
17,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,8000,37357624079,4,4802205
17,동주,2016-02-17,1,0.0%,325000,8910418963,50,1175925
1,극한직업,2019-01-23,1707,52.9%,5742771100,111351109972,660049,12838863
2,뺑반,2019-01-30,698,21.6%,655731340,14463454278,75176,1732194
3,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,464,14.4%,261889890,4105312100,33390,523231
4,말모이,2019-01-09,175,5.4%,51244980,23866802370,5642,2848736
5,시인 할매,2019-02-05,76,2.4%,3760800,50118300,462,5859
6,러브 유어셀프 인 서울,2019-01-26,41,1.3%,100055500,3209682900,9980,342366
7,증인,2019-02-13,14,0.4%,29580200,313101660,3095,33763
8,내안의 그놈,2019-01-09,9,0.3%,1431500,16396511917,169,1914384
9,이월,2019-01-30,7,0.2%,219000,10168180,34,1335
10,언더독,2019-01-16,6,0.2%,1184700,1440518830,179,187446
11,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,5,0.2%,38000,4289946800,6,549689
11,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,5,0.2%,500000,3134669920,69,409365
13,얼굴들,2019-01-24,4,0.1%,108000,13766000,15,1870
14,어른이 되면,2018-12-13,3,0.1%,25500,39483900,6,5472
14,그대 이름은 장미,2019-01-16,3,0.1%,8000,719972970,3,85820
16,두 번째 겨울,2018-12-27,2,0.1%,23000,1806400,4,273
16,메이트,2019-01-17,2,0.1%,31000,17413150,5,2077
18,산상수훈,2017-12-07,1,0.0%,223650,379220700,30,51201
18,60만번의 트라이,2014-09-18,1,0.0%,114000,149017300,57,21540
18,집의 시간들,2018-10-25,1,0.0%,35000,25493450,5,3057
18,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,8000,37357632079,4,4802209
18,인어전설,2018-11-15,1,0.0%,18000,8799250,6,1146
18,창간호,2019-01-17,1,0.0%,34000,7031650,5,834
18,스윙키즈,2018-12-19,1,0.0%,158500,12077638392,22,1470762
18,미쓰백,2018-10-11,1,0.0%,1240000,6042376066,162,722448
1,극한직업,2019-01-23,1571,54.5%,1713728960,113064838932,214339,13053202
2,뺑반,2019-01-30,698,24.2%,238657170,14702111448,29614,1761808
3,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,320,11.1%,23794260,4129106360,3425,526656
4,말모이,2019-01-09,159,5.5%,19484750,23886287120,2627,2851363
5,시인 할매,2019-02-05,76,2.6%,2067800,52186100,291,6150
6,이월,2019-01-30,9,0.3%,148000,10316180,21,1356
7,얼굴들,2019-01-24,8,0.3%,133000,13899000,20,1890
7,내안의 그놈,2019-01-09,8,0.3%,599400,16397111317,77,1914461
9,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,4,0.1%,26000,4289972800,4,549693
9,메이트,2019-01-17,4,0.1%,84000,17497150,12,2089
9,언더독,2019-01-16,4,0.1%,775600,1441294430,132,187578
9,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,4,0.1%,89000,3134758920,12,409377
13,그대 이름은 장미,2019-01-16,3,0.1%,8000,719980970,3,85823
13,기묘한 가족,2019-02-13,3,0.1%,6920000,104441000,746,13882
15,어른이 되면,2018-12-13,2,0.1%,43000,39526900,9,5481
15,버블 패밀리,2018-12-20,2,0.1%,30000,11466900,4,1734
17,폴란드로 간 아이들,2018-10-31,1,0.0%,63000,376931800,8,49199
17,죽음의 다섯 손가락,1972-12-02,1,0.0%,0,1700000,0,850
17,하녀,1960-11-03,1,0.0%,0,38565500,0,8581
17,스윙키즈,2018-12-19,1,0.0%,63500,12077701892,9,1470771
17,사의 찬미,1991-09-21,1,0.0%,0,0,0,0
17,60만번의 트라이,2014-09-18,1,0.0%,50000,149067300,25,21565
17,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,10000,37357642079,5,4802214
1,극한직업,2019-01-23,1571,52.2%,1558951830,114623790762,198064,13251266
2,뺑반,2019-01-30,714,23.7%,229262270,14931373718,28998,1790806
3,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,342,11.4%,30791010,4159897370,4752,531408
4,말모이,2019-01-09,160,5.3%,19106200,23905393320,2550,2853913
5,시인 할매,2019-02-05,86,2.9%,6918550,59104650,849,6999
6,증인,2019-02-13,25,0.8%,17590600,330692260,2262,36025
7,발기찬 처가살이,2019-02-12,20,0.7%,942000,942000,171,171
7,내방에 일본여자가 있다,2019-02-12,20,0.7%,938000,938000,169,169
9,기묘한 가족,2019-02-13,10,0.3%,5466500,109907500,740,14622
10,내안의 그놈,2019-01-09,9,0.3%,946500,16398057817,121,1914582
11,이월,2019-01-30,6,0.2%,114000,10430180,19,1375
12,얼굴들,2019-01-24,5,0.2%,185000,14084000,25,1915
12,언더독,2019-01-16,5,0.2%,663300,1441957730,106,187684
14,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,4,0.1%,105000,3134863920,16,409393
14,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,4,0.1%,26000,4289998800,4,549697
14,산상수훈,2017-12-07,4,0.1%,5070000,384290700,625,51826
14,그대 이름은 장미,2019-01-16,4,0.1%,9000,719989970,4,85827
18,메이트,2019-01-17,2,0.1%,38000,17535150,6,2095
18,창간호,2019-01-17,2,0.1%,28000,7059650,4,838
20,집의 시간들,2018-10-25,1,0.0%,14000,25507450,2,3059
20,PMC: 더 벙커,2018-12-26,1,0.0%,5000,14020712924,1,1671061
20,60만번의 트라이,2014-09-18,1,0.0%,64000,149131300,32,21597
20,성춘향,1961-01-28,1,0.0%,720000,16634000,360,8325
20,흑룡강,1976-10-09,1,0.0%,292000,956000,146,488
20,2월 단편 상상극장-임철민 감독전,,1,0.0%,40000,48000,5,6
20,야광,,1,0.0%,8000,324000,1,47
20,폴란드로 간 아이들,2018-10-31,1,0.0%,36000,376967800,4,49203
20,맛있는 동거,2019-02-12,1,0.0%,6000,6000,1,1
20,칠곡 가시나들,2019-02-27,1,0.0%,1300000,11449300,154,1413
20,어른이 되면,2018-12-13,1,0.0%,6000,39532900,3,5484
20,스윙키즈,2018-12-19,1,0.0%,94000,12077795892,12,1470783
20,선종 무문관,2018-12-13,1,0.0%,200000,24988800,20,3007
20,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,8000,37357650079,4,4802218
1,극한직업,2019-01-23,1193,35.4%,1357402220,115981192982,172086,13423352
2,증인,2019-02-13,884,26.2%,633381650,964073910,81424,117449
3,기묘한 가족,2019-02-13,625,18.5%,333932400,443839900,42736,57358
4,뺑반,2019-01-30,369,11.0%,93681960,15025055678,11793,1802599
5,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,168,5.0%,20507060,4180404430,3272,534680
6,시인 할매,2019-02-05,40,1.2%,2546450,61651100,349,7348
7,말모이,2019-01-09,30,0.9%,7324800,23912718120,1128,2855041
8,이월,2019-01-30,8,0.2%,113000,10543180,20,1395
9,얼굴들,2019-01-24,6,0.2%,261000,14345000,34,1949
10,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,5,0.1%,4669000,3139532920,545,409938
10,사바하,2019-02-20,5,0.1%,12888000,18213000,1432,2159
10,내안의 그놈,2019-01-09,5,0.1%,3644650,16401702467,406,1914988
13,스윙키즈,2018-12-19,4,0.1%,3469000,12081264892,464,1471247
13,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,4,0.1%,3074500,4293073300,362,550059
13,언더독,2019-01-16,4,0.1%,699600,1442657330,112,187796
16,그대 이름은 장미,2019-01-16,3,0.1%,8000,719997970,3,85830
17,창간호,2019-01-17,2,0.1%,21000,7080650,3,841
17,어른이 되면,2018-12-13,2,0.1%,82000,39614900,12,5496
17,메이트,2019-01-17,2,0.1%,14000,17549150,2,2097
17,버블 패밀리,2018-12-20,2,0.1%,117000,11583900,28,1762
21,PMC: 더 벙커,2018-12-26,1,0.0%,2601000,14023313924,306,1671367
21,집의 시간들,2018-10-25,1,0.0%,21000,25528450,3,3062
21,국가부도의 날,2018-11-28,1,0.0%,2133500,30891765837,251,3754983
21,"안녕, 나의 소녀 시절이여",2018-12-12,1,0.0%,14000,17950500,2,2330
21,흑룡강,1976-10-09,1,0.0%,248000,1204000,124,612
21,성춘향,1961-01-28,1,0.0%,498000,17132000,249,8574
21,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,6000,37357656079,3,4802221
21,런닝맨 : 풀룰루의 역습,2018-12-05,1,0.0%,2686000,1423669750,316,187361
21,폴란드로 간 아이들,2018-10-31,1,0.0%,81000,377048800,10,49213
1,극한직업,2019-01-23,1027,36.0%,1321606500,117302799482,167585,13590937
2,증인,2019-02-13,806,28.3%,669567010,1633640920,85900,203349
3,기묘한 가족,2019-02-13,605,21.2%,284360000,728199900,36571,93929
4,뺑반,2019-01-30,207,7.3%,40672100,15065727778,5088,1807687
5,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,110,3.9%,12339360,4192743790,1950,536630
6,맛있는 동거 무삭제,2019-02-14,20,0.7%,105000,105000,20,20
7,시인 할매,2019-02-05,16,0.6%,786500,62437600,125,7473
8,말모이,2019-01-09,10,0.4%,2122100,23914840220,320,2855361
9,이월,2019-01-30,8,0.3%,63000,10606180,10,1405
10,어른이 되면,2018-12-13,4,0.1%,126000,39740900,19,5515
10,언더독,2019-01-16,4,0.1%,438000,1443095330,79,187875
12,메이트,2019-01-17,3,0.1%,51000,17600150,7,2104
12,내안의 그놈,2019-01-09,3,0.1%,1975000,16403677467,243,1915231
14,맛있는 동거,2019-02-12,2,0.1%,12000,18000,2,3
14,얼굴들,2019-01-24,2,0.1%,19000,14364000,4,1953
14,PMC: 더 벙커,2018-12-26,2,0.1%,1509500,14024823424,178,1671545
17,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,8000,37357664079,4,4802225
17,더 가까이(인디스데이),,1,0.0%,21000,21000,3,3
17,성춘향,1961-01-28,1,0.0%,366000,17498000,183,8757
17,두 번째 겨울,2018-12-27,1,0.0%,8000,1814400,1,274
17,운동회,2018-03-22,1,0.0%,9000,34093900,3,5111
17,드롭박스,2016-05-19,1,0.0%,0,16963800,0,2280
17,그대 이름은 장미,2019-01-16,1,0.0%,1656000,721653970,184,86014
17,마약왕,2018-12-19,1,0.0%,3051500,16222446942,359,1864076
17,집의 시간들,2018-10-25,1,0.0%,14000,25542450,2,3064
17,살아남은 아이,2018-08-30,1,0.0%,32000,91221800,4,10978
17,B급 며느리,2018-01-17,1,0.0%,19500,155402100,6,20085
17,"안녕, 나의 소녀 시절이여",2018-12-12,1,0.0%,14000,17964500,2,2332
17,작은 빛,,1,0.0%,191000,1286000,24,183
17,런닝맨 : 풀룰루의 역습,2018-12-05,1,0.0%,3536000,1427205750,416,187777
17,어린 새엄마-감독판,2019-02-14,1,0.0%,1000,1000,1,1
17,칠곡 가시나들,2019-02-27,1,0.0%,912000,12361300,114,1527
17,창간호,2019-01-17,1,0.0%,22000,7102650,4,845
17,혈투,2011-02-24,1,0.0%,330000,329610000,165,44112
17,오늘도 평화로운,2019-04-04,1,0.0%,132000,132000,19,19
17,폴란드로 간 아이들,2018-10-31,1,0.0%,12000,377060800,2,49215
1,극한직업,2019-01-23,1059,37.0%,1639898261,118942697743,191503,13782440
2,증인,2019-02-13,833,29.1%,833499448,2467140368,98609,301958
3,기묘한 가족,2019-02-13,585,20.4%,251100141,979300041,29956,123885
4,뺑반,2019-01-30,194,6.8%,36913010,15102640788,4308,1811995
5,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,104,3.6%,16666700,4209410490,2527,539157
6,자매의은밀한스와핑-무삭제,2019-02-15,20,0.7%,650000,650000,113,113
7,시인 할매,2019-02-05,14,0.5%,765600,63203200,129,7602
8,이월,2019-01-30,8,0.3%,145500,10751680,24,1429
8,얼굴들,2019-01-24,8,0.3%,595000,14959000,56,2009
8,말모이,2019-01-09,8,0.3%,1900300,23916740520,216,2855577
11,항거:유관순 이야기,2019-02-27,4,0.1%,8680000,8680000,862,862
11,어른이 되면,2018-12-13,4,0.1%,61500,39802400,10,5525
13,언더독,2019-01-16,3,0.1%,513000,1443608330,86,187961
13,메이트,2019-01-17,3,0.1%,19000,17619150,3,2107
15,내안의 그놈,2019-01-09,2,0.1%,301000,16403978467,59,1915290
16,오렌지필름 기획전 - 위대한 귀여움에 대하여,,1,0.0%,10000,128000,2,15
16,더 가까이(인디스데이),,1,0.0%,40000,61000,6,9
16,혈투,2011-02-24,1,0.0%,304000,329914000,152,44264
16,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,6000,37357670079,3,4802228
16,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,1,0.0%,163000,3139695920,32,409970
16,동주,2016-02-17,1,0.0%,4500000,8914918963,375,1176300
16,"안녕, 나의 소녀 시절이여",2018-12-12,1,0.0%,14000,17978500,2,2334
16,나는보리,,1,0.0%,208000,1430000,26,204
16,누에치던 방,2018-01-31,1,0.0%,80000,20893300,10,2690
16,버블 패밀리,2018-12-20,1,0.0%,18000,11601900,2,1764
16,인어전설,2018-11-15,1,0.0%,23500,8822750,7,1153
16,15th 필름다빈 프로젝트: 김시은 배우전,,1,0.0%,468000,683000,52,76
16,한강에게,2019-04-04,1,0.0%,34000,1451800,5,225
1,극한직업,2019-01-23,1158,37.5%,3470459023,122413156766,405476,14187916
2,증인,2019-02-13,937,30.3%,1778792893,4245933261,209875,511833
3,기묘한 가족,2019-02-13,610,19.7%,418279954,1397579995,49596,173481
4,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,165,5.3%,68805630,4278216120,8716,547873
5,뺑반,2019-01-30,160,5.2%,39943520,15142584308,4815,1816810
6,시인 할매,2019-02-05,13,0.4%,844000,64047200,144,7746
7,말모이,2019-01-09,10,0.3%,3036900,23919777420,396,2855973
8,얼굴들,2019-01-24,5,0.2%,58000,15017000,17,2026
8,이월,2019-01-30,5,0.2%,177000,10928680,27,1456
10,언더독,2019-01-16,4,0.1%,629000,1444237330,82,188043
11,산상수훈,2017-12-07,3,0.1%,1213000,385503700,129,51955
12,내안의 그놈,2019-01-09,2,0.1%,444600,16404423067,73,1915363
12,어른이 되면,2018-12-13,2,0.1%,28000,39830400,5,5530
14,혈투,2011-02-24,1,0.0%,396000,330310000,198,44462
14,할머니의 외출,,1,0.0%,109000,109000,16,16
14,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,8000,37357678079,4,4802232
14,불한당: 나쁜 놈들의 세상,2017-05-17,1,0.0%,825000,7681060125,75,954648
14,소공녀,2018-03-22,1,0.0%,64000,475627200,8,59490
14,버블 패밀리,2018-12-20,1,0.0%,14000,11615900,2,1766
14,김군,2019-05-23,1,0.0%,296000,1603900,37,230
14,"안녕, 나의 소녀 시절이여",2018-12-12,1,0.0%,14000,17992500,2,2336
14,겨울밤에,,1,0.0%,28000,1535400,4,240
14,기프실,,1,0.0%,127000,433000,20,66
14,폴란드로 간 아이들,2018-10-31,1,0.0%,18000,377078800,3,49218
14,사수,,1,0.0%,48000,1674200,6,277
14,오렌지필름 기획전 - 위대한 귀여움에 대하여,,1,0.0%,54000,182000,8,23
14,바보야,2011-04-21,1,0.0%,20000,93703000,4,17916
14,곽민규 배우전,,1,0.0%,42000,42000,6,6
1,극한직업,2019-01-23,1166,37.1%,2982662800,125395819566,348325,14536241
2,증인,2019-02-13,993,31.6%,1916911640,6162844901,225305,737138
3,기묘한 가족,2019-02-13,601,19.1%,361419800,1758999795,42773,216254
4,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,174,5.5%,82260200,4360476320,10271,558144
5,뺑반,2019-01-30,155,4.9%,36588400,15179172708,4337,1821147
6,시인 할매,2019-02-05,13,0.4%,670500,64717700,102,7848
7,말모이,2019-01-09,8,0.3%,1542800,23921320220,178,2856151
8,언더독,2019-01-16,5,0.2%,470000,1444707330,70,188113
9,이월,2019-01-30,4,0.1%,88500,11017180,15,1471
10,얼굴들,2019-01-24,3,0.1%,92000,15109000,11,2037
10,내안의 그놈,2019-01-09,3,0.1%,620000,16405043067,113,1915476
12,어른이 되면,2018-12-13,2,0.1%,50000,39880400,8,5538
13,이방인,,1,0.0%,187000,187000,27,27
13,김시은 배우전,,1,0.0%,98000,98000,14,14
13,"혜영, 혜영씨",,1,0.0%,265000,265000,38,38
13,더 가까이(인디스데이),,1,0.0%,14000,75000,2,11
13,그 사람 추기경,2014-08-06,1,0.0%,35000,93920100,5,13542
13,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,10000,37357688079,5,4802237
13,"춘천, 춘천",2018-09-26,1,0.0%,30000,10209900,4,1510
13,산상수훈,2017-12-07,1,0.0%,219000,385722700,21,51976
13,군대,,1,0.0%,78000,902000,10,130
13,메이트,2019-01-17,1,0.0%,39000,17658150,5,2112
13,"1991, 봄",2018-10-31,1,0.0%,64000,43377250,8,5783
13,"안녕, 나의 소녀 시절이여",2018-12-12,1,0.0%,14000,18006500,2,2338
13,야광,,1,0.0%,152000,476000,19,66
1,극한직업,2019-01-23,1071,36.3%,904081680,126299901246,114307,14650548
2,증인,2019-02-13,960,32.5%,740659570,6903504471,94251,831389
3,기묘한 가족,2019-02-13,565,19.1%,109315070,1868314865,14066,230320
4,뺑반,2019-01-30,158,5.4%,16794880,15195967588,2168,1823315
5,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,103,3.5%,9440500,4369916820,1430,559574
6,불륜 동창회 2,2019-02-18,20,0.7%,105000,105000,20,20
7,말모이,2019-01-09,17,0.6%,2275600,23923595820,375,2856526
8,시인 할매,2019-02-05,13,0.4%,724500,65442200,119,7967
9,사바하,2019-02-20,9,0.3%,16344000,34557000,1816,3975
10,이월,2019-01-30,8,0.3%,142000,11159180,19,1490
11,얼굴들,2019-01-24,5,0.2%,79000,15188000,11,2048
12,언더독,2019-01-16,4,0.1%,305000,1445012330,60,188173
13,내안의 그놈,2019-01-09,3,0.1%,604000,16405647067,115,1915591
14,창간호,2019-01-17,2,0.1%,14000,7116650,2,847
14,메이트,2019-01-17,2,0.1%,26000,17684150,4,2116
14,인천상륙작전,2016-07-27,2,0.1%,6200000,55111806303,675,7051150
17,오발탄,1961-04-13,1,0.0%,616000,4710000,308,2368
17,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,6000,37357694079,3,4802240
17,두 번째 겨울,2018-12-27,1,0.0%,27000,1841400,4,278
17,외도에 빠진 아내,2019-02-18,1,0.0%,2000,2000,1,1
17,내아내의제자들,2019-02-18,1,0.0%,5000,5000,1,1
17,폴란드로 간 아이들,2018-10-31,1,0.0%,36000,377114800,4,49222
17,어른이 되면,2018-12-13,1,0.0%,9000,39889400,2,5540
17,"안녕, 나의 소녀 시절이여",2018-12-12,1,0.0%,14000,18020500,2,2340
17,"어쩌다, 결혼",2019-02-27,1,0.0%,9215000,9215000,1023,1023
1,극한직업,2019-01-23,1073,34.8%,902272650,127202173896,114270,14764818
2,증인,2019-02-13,1047,33.9%,808166340,7711670811,116432,947821
3,기묘한 가족,2019-02-13,580,18.8%,121602600,1989917465,15585,245905
4,뺑반,2019-01-30,164,5.3%,18314200,15214281788,2320,1825635
5,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,106,3.4%,9178750,4379095570,1397,560971
6,말모이,2019-01-09,35,1.1%,5938600,23929534420,1067,2857593
7,사바하,2019-02-20,23,0.7%,34745100,69302100,3198,7173
8,시인 할매,2019-02-05,17,0.6%,817400,66259600,131,8098
9,이월,2019-01-30,8,0.3%,417000,11576180,58,1548
10,언더독,2019-01-16,5,0.2%,1223000,1446235330,197,188370
11,내안의 그놈,2019-01-09,4,0.1%,569000,16406216067,109,1915700
11,얼굴들,2019-01-24,4,0.1%,25000,15213000,5,2053
13,항거:유관순 이야기,2019-02-27,3,0.1%,3116000,11796000,332,1194
13,자전차왕 엄복동,2019-02-27,3,0.1%,9999000,12639000,1111,1351
15,어른이 되면,2018-12-13,2,0.1%,18000,39907400,5,5545
