순번,영화명,감독,제작사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
1759,아내의 101번째 결혼,최석원,(주)씨맥스커뮤니케이션즈,(주)레드언더미디어,2017.11.20,개봉영화,장편,한국,1,"5,000",1,"5,000",1,멜로/로맨스,청소년관람불가,일반영화
1760,아내의교환섹스,천성준,(주)케이피에이기획,(주)케이피에이기획,2019.7.19,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1761,아빠친구-무삭제판,이슬,스마일컨텐츠,스마일컨텐츠,2016.11.25,개봉영화,장편,한국,1,"2,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1762,아빠친구2-무삭제판,감자,스마일컨텐츠,스마일컨텐츠,2019.1.4,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1763,안해 무삭제,이강림,(주)콘텐츠윙,(주)콘텐츠윙,2017.5.25,개봉영화,장편,한국,1,"2,000",1,0,0,드라마,청소년관람불가,일반영화
1764,알래스카 북극곰(무삭제판),윤중부,(주)마이애미미디어,(주)나우콘텐츠,2019.4.11,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1765,애인 : 아내의 남자 무삭제,임현태,(주)영화사가을,(주)영화사가을,2018.11.12,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1766,야한 목소리-쏠리네,이두희,무비집,(주)콘텐츠윙,2017.2.16,개봉영화,장편,한국,1,"2,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1767,야한 정사의 맛-감독판,이민,(주)케이알씨지,(주)케이알씨지,2018.4.24,개봉영화,장편,한국,1,"1,000",1,0,0,기타,청소년관람불가,일반영화
1768,야한 짓 : 무삭제판,이민,(주)케이알씨지,(주)케이알씨지,2018.8.30,개봉영화,장편,한국,1,"1,000",1,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
1769,야한여친,박범수,(주)케이알씨지,(주)케이알씨지,2017.9.20,개봉영화,장편,한국,1,"2,000",1,"2,000",1,드라마,청소년관람불가,일반영화
1770,약혼녀의 언니,이지은,(주)메이크아트,(주)메이크아트,2019.7.12,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1771,어린 누나 2 - 무삭제판,정진호,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,2019.1.24,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1772,어린 누나 3 - 무삭제판,계장혁,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,2019.7.30,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1773,어린 누나-무삭제판,김태수,너바나 필름,(주)컨텐츠 빌리지,2018.6.26,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1774,어린 사촌 여동생들,이정,(주)소나무픽쳐스,(주)소나무픽쳐스,2019.4.5,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1775,어린 새엄마-감독판,이전,(주)케이알씨지,(주)케이알씨지,2019.2.14,개봉영화,장편,한국,1,"1,000",1,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
1776,어린 새엄마들,이정,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.12.18,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1777,어린 새엄마들 (감독판),이정,(주)소나무픽쳐스,(주)소나무픽쳐스,2019.1.11,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1778,어린 아내-무삭제판,화니,(주)케이알씨지,(주)케이알씨지,2018.5.29,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1779,어린 엄마 - 무삭제판,계장혁,골드피쉬프로덕션,(주)에이블엔터테인먼트,2018.3.26,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1780,어린 엄마 2 - 무삭제판,정진호,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,2019.5.21,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1781,어린 엄마 3 - 무삭제판,계장혁,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,2019.7.30,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1782,어린 여동생,강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2019.6.3,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1783,어린 여자: 맛있는 관음-무삭제판,이민환,(주)케이알씨지,(주)케이알씨지,2018.3.27,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1784,어린 이모 - 무삭제판,계장혁,너바나 필름,(주)컨텐츠 빌리지,2018.8.15,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1785,어린 장모들,강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.11.20,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1786,어린 장모들 (감독판),강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2019.1.11,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1787,어린 제부 2019,이정,(주)소나무픽쳐스,(주)소나무픽쳐스,2019.1.29,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1788,어린 제부 2019 (감독판),이정,(주)소나무픽쳐스,(주)소나무픽쳐스,2019.3.8,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1789,어린 처제 - 무삭제판,최우성,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,2018.7.24,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1790,어린 처제 2 - 무삭제판,김태수,너바나 필름,(주)컨텐츠 빌리지,2018.11.17,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1791,어린 처제 3 - 무삭제판,계장혁,너바나 필름,(주)컨텐츠 빌리지,2019.8.14,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1792,어린 처형- 무삭제판,계장혁,너바나 필름,(주)컨텐츠 빌리지,2019.1.22,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1793,어린 형수,최우성,핵존슨,핵존슨,2016.9.23,개봉영화,장편,한국,1,"5,000",1,"5,000",1,멜로/로맨스,청소년관람불가,일반영화
1794,어린 형수 2,김태수,너바나 필름,너바나 필름,2017.2.10,개봉영화,장편,한국,1,"3,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1795,어린 형수 3 - 무삭제판,최우성,핵존슨,(주)컨텐츠 빌리지,2018.1.24,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1796,어린 형수 4-무삭제판,최우성,너바나 필름,(주)컨텐츠 빌리지,2019.3.18,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1797,어린 형수님들,이재금,(주)소나무픽쳐스,(주)소나무픽쳐스,2019.1.11,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1798,어린 형수님들 (감독판),이재금,(주)소나무픽쳐스,(주)소나무픽쳐스,2019.3.8,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1799,어린 형수와 여동생,이진,(주)소나무픽쳐스,(주)소나무픽쳐스,2019.6.14,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1800,어린여동생,정민용,스마일컨텐츠,스마일컨텐츠,2019.7.8,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1801,어린장모-무삭제,최은정,스마일컨텐츠,스마일컨텐츠,2018.6.15,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1802,어우동: 주인 없는 꽃 무삭제판,이수성,"(유)조이앤컨텐츠그룹,㈜리필름",(주)드림팩트엔터테인먼트,2015.6.24,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1803,어쩌다 옥탑방,최병욱,고구마콘텐츠허브(주),고구마콘텐츠허브(주),2019.4.17,개봉영화,장편,한국,1,"1,000",1,0,0,SF,15세이상관람가,일반영화
1804,엄딸,강백호,주식회사 이엔터,주식회사 이엔터,2016.5.26,개봉영화,장편,한국,1,"5,000",1,"5,000",1,멜로/로맨스,청소년관람불가,일반영화
1805,엄마 애인 -무삭제판,정진호,모히또필름,(주)에이블엔터테인먼트,2018.4.18,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1806,엄마 애인 2 - 무삭제판,최우성,너바나 필름,(주)컨텐츠 빌리지,2019.5.14,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1807,엄마 애인 3 - 무삭제판,정진호,너바나 필름,(주)컨텐츠 빌리지,2019.7.30,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1808,엄마 친구 : 그녀의 섹스고백,최강호,(주)영화사가을,(주)영화사가을,2017.9.7,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1809,엄마 친구 : 그녀의 섹스고백 무삭제판,최강호,(주)영화사가을,(주)영화사가을,2018.1.9,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1810,엄마 친구 : 여자를 배우다,최강호,(주)영화사가을,(주)영화사가을,2017.6.1,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1811,엄마 친구 : 여자를 배우다 무삭제판,최강호,(주)영화사가을,(주)영화사가을,2017.7.20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1812,엄마 친구들과의 정사,강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.8.10,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1813,엄마 친구들과의 정사(감독판),강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.10.12,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1814,엄마 친구의 섹스,최강호,(주)영화사가을,(주)영화사가을,2017.8.17,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1815,엄마의 불륜,김민식,(주)영화사가을,(주)영화사가을,2017.2.9,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1816,엄마의 불륜 무삭제판,김민식,(주)영화사가을,(주)영화사가을,2017.7.25,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1817,엄마의 연애 무삭제,임현태,(주)영화사가을,(주)영화사가을,2018.11.6,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1818,엄마의 정사,이상민,(주)영화사가을,(주)영화사가을,2018.8.14,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1819,엄마의 정사 무삭제,이상민,(주)영화사가을,(주)영화사가을,2019.5.28,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1820,엄마의 직업 [무삭제판],도봉산,(주)마이애미미디어,(주)마이애미미디어,2017.12.4,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1821,엄마친구 딸,김민식,(주)영화사가을,(주)영화사가을,2017.2.2,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1822,엄마친구 딸 무삭제판,김민식,(주)영화사가을,(주)영화사가을,2017.9.21,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1823,엄마친구 3 무삭제판,명석환,(주)영화사 사계절,(주)영화사 사계절,2017.7.18,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1824,엄마친구 4 무삭제,채준우,(주)영화사 사계절,(주)영화사 사계절,2018.6.4,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1825,엄마친구 5 무삭제판,명석환,(주)영화사 사계절,(주)영화사 사계절,2018.11.7,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1826,엄마친구(무삭제판),명석환,(주)영화사 사계절,(주)영화사 사계절,2015.11.12,개봉영화,장편,한국,1,"8,000",1,"8,000",1,멜로/로맨스,청소년관람불가,일반영화
1827,엄마친구2 무삭제,김대성,(주)영화사히트,(주)영화사히트,2017.2.20,개봉영화,장편,한국,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
1828,엄마친구들 무삭제,이리단,(주)영화사가을,(주)영화사가을,2018.4.26,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1829,엄마친구들 2 무삭제,임현태,(주)영화사가을,(주)영화사가을,2018.11.8,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1830,엄마친구의 섹스 무삭제판,최강호,(주)영화사가을,(주)영화사가을,2018.1.11,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1831,엄마친구의맛,정민용,스마일컨텐츠,스마일컨텐츠,2018.12.28,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1832,엄마친구의맛-무삭제,정민용,스마일컨텐츠,스마일컨텐츠,2019.2.28,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1833,엄마학개론-무삭제,차지민,스마일컨텐츠,스마일컨텐츠,2019.6.5,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1834,여교사 : 제자와의 사랑 무삭제,최민,(주)영화사가을,(주)영화사가을,2018.11.16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1835,여기어때 빈방있나요,준세,(주)엔트리미디어,(주)엔트리미디어,2019.1.18,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1836,여대생들의은밀한아르바이트-무삭제,천성준,에이원 미디어,에이원 미디어,2019.7.26,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1837,여대생출장맛사지,천성준,(주)케이피에이기획,(주)케이피에이기획,2019.8.9,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1838,여배우와 동거-무삭제,이슬,(주)케이피에이기획,(주)케이피에이기획,2018.8.31,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1839,여선생 무삭제,김대성,(주)영화사히트,(주)영화사히트,2017.11.20,개봉영화,장편,한국,1,"5,000",1,"5,000",1,,청소년관람불가,일반영화
1840,여선생2 무삭제,김대성,(주)영화사히트,(주)영화사히트,2019.5.23,개봉영화,장편,한국,1,"5,000",1,0,0,코미디,청소년관람불가,일반영화
1841,여성친구,우기상,(주)피에이치미디어,(주)피에이치미디어,2019.8.30,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
1842,여의사의 은밀한 치료,"윤채아,유남선",에이원 미디어,에이원 미디어,2017.9.12,개봉영화,장편,한국,1,"2,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1843,여자 보험왕 : 그녀의 영업비밀 무삭제,곽영근,(주)영화사 사계절,(주)영화사 사계절,2018.1.16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1844,여자 하숙집 무삭제,이리단,(주)영화사 사계절,(주)영화사 사계절,2017.10.17,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1845,여자 하숙집2 무삭제,이리단,(주)영화사가을,(주)영화사가을,2018.11.14,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1846,여자들 : 섹스의 만족도 무삭제,김부곤,(주)영화사가을,(주)영화사가을,2018.3.20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1847,여직원들 사무실 교환섹스,윤채아,에이원 미디어,에이원 미디어,2017.9.12,개봉영화,장편,한국,1,"2,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1848,여직원들 : 직장 연애사 2 무삭제,조태호,(주)영화사가을,(주)영화사가을,2019.6.18,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1849,여직원들 : 직장연애사 무삭제판,명석환,"(주)영화사 사계절,마법사필름",(주)영화사 사계절,2017.2.21,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1850,여직원들 : 2대2 섹스,이상민,(주)영화사가을,(주)영화사가을,2018.6.12,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1851,여직원들 : 2대2 섹스 무삭제,이상민,(주)영화사가을,(주)영화사가을,2018.7.23,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1852,여직원의 맛,최우성,㈜리필름,㈜리필름,2018.5.28,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1853,여친 언니 무삭제,조태호,(주)영화사가을,(주)영화사가을,2018.11.13,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1854,여친 엄마 무삭제,이리단,(주)영화사 사계절,(주)영화사 사계절,2017.10.17,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1855,여친 엄마 3,김종민,(주)영화사가을,(주)영화사가을,2019.3.28,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1856,여친엄마 2 무삭제,최민,(주)영화사가을,(주)영화사가을,2018.11.8,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1857,여친의 맛,이호근,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2019.6.21,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
1858,여친의 속사정,윤중부,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2019.6.7,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
1859,여친의 속사정 무삭제,윤중부,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2019.8.28,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
1860,연변 아가씨의 맛섹사-무삭제판,이민,(주)케이알씨지,(주)케이알씨지,2018.3.14,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1861,연상녀들 : 내가 가르쳐 줄게 무삭제,이리단,(주)영화사가을,(주)영화사가을,2018.2.23,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1862,연애 : 엄마친구 무삭제,유해종,(주)영화사가을,(주)영화사가을,2018.11.27,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1863,연애사슬,최석원,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2018.2.28,개봉영화,장편,한국,1,"2,000",1,"2,000",1,,청소년관람불가,일반영화
1864,옆집 친구 엄마,김진수,(주)영화사가을,(주)영화사가을,2019.8.6,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1865,옆집소녀2-무삭제,성기만,스마일컨텐츠,스마일컨텐츠,2018.12.14,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1866,예쁜 며느리,이정,(주)소나무픽쳐스,(주)소나무픽쳐스,2019.5.3,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1867,예쁜 처제들 2018,강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.9.18,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1868,예쁜 처제들 2018 (감독판),강정훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2018.11.9,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1869,예쁜 형수,최강호,(주)영화사가을,(주)영화사가을,2017.6.1,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1870,예쁜 형수 무삭제판,최강호,(주)영화사가을,(주)영화사가을,2017.7.27,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1871,예쁜누나(감독판),준세,(주)마이애미미디어,(주)마이애미미디어,2019.4.11,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1872,오르가즘 레스토랑,제임스 김,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2018.10.30,개봉영화,장편,한국,1,"2,000",1,"2,000",1,,청소년관람불가,일반영화
1873,오르가즘 레스토랑 무삭제판,제임스 김,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2019.1.31,개봉영화,장편,한국,1,"2,000",1,"2,000",1,,청소년관람불가,일반영화
1874,완벽한 섹스의 맛-무삭제판,이민,(주)케이알씨지,(주)케이알씨지,2018.5.8,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1875,왕을 참하라 무삭제판,김재수,(주)영화사 조은,(주)영화사 조은,2018.3.21,개봉영화,장편,한국,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
1876,외도(무삭제판),최우성,㈜리필름,㈜리필름,2016.9.22,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1877,외도에 빠진 아내,박은석,(주)레드언더미디어,(주)레드언더미디어,2019.2.18,개봉영화,장편,한국,1,"2,000",1,"2,000",1,기타,청소년관람불가,일반영화
1878,외출 무삭제,기대호,(주)영화사 사계절,(주)영화사 사계절,2015.9.9,개봉영화,장편,한국,1,"8,000",1,"8,000",1,멜로/로맨스,청소년관람불가,일반영화
1879,외출 2 무삭제,곽영근,(주)영화사가을,(주)영화사가을,2018.3.20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1880,요정 미인관,에로핑,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2017.11.14,개봉영화,장편,한국,1,"3,000",1,0,0,,청소년관람불가,일반영화
1881,용주골-무삭제판,최우성,핵존슨,에이라인,2016.2.16,개봉영화,장편,한국,1,"5,000",1,"5,000",1,드라마,청소년관람불가,일반영화
1882,우리 지금 할래 무삭제판,박범수,(주)케이알씨지,(주)케이알씨지,2017.6.13,개봉영화,장편,한국,1,"3,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1883,우리도련님 무삭제,김대성,(주)영화사히트,(주)영화사히트,2019.6.25,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1884,위기의 엄마들,이재훈,(주)소나무픽쳐스,(주)소나무픽쳐스,2019.8.5,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1885,위드,박성수,(주)데이드림서울,(주)대양미디어,2017.1.19,개봉영화,장편,한국,1,"8,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1886,위험한 중독 무삭제판,최율권희,㈜리필름,(주)블루브릭,2016.1.13,개봉영화,장편,한국,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
1887,유부녀 야썰,최석원,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2017.12.5,개봉영화,장편,한국,1,"5,000",1,"5,000",1,,청소년관람불가,일반영화
1888,유부녀들(무삭제),경석호,영화사 인연,(주)소나무픽쳐스,2016.2.17,개봉영화,장편,한국,1,"9,000",1,"9,000",1,멜로/로맨스,청소년관람불가,일반영화
1889,유부녀들의 맛 무삭제판,유해종,(주)영화사가을,(주)영화사가을,2018.11.13,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1890,유혹의 덫,이민,(주)케이알씨지,(주)케이알씨지,2017.6.19,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1891,유혹의 덫 무삭제 특별판,이민,(주)케이알씨지,(주)케이알씨지,2017.8.6,개봉영화,장편,한국,1,"3,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1892,은밀한 관계,김이슬,(주)영화사가을,(주)영화사가을,2019.7.26,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1893,음란 과외,최우성,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,2016.11.29,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1894,음란 과외 2 - 무삭제판,최우성,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,2019.8.28,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1895,음란 기생,김태수,너바나 필름,(주)컨텐츠 빌리지,2017.6.14,개봉영화,장편,한국,1,"3,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1896,음란 선비,최우성,(주)에이블엔터테인먼트,(주)에이블엔터테인먼트,2016.12.17,개봉영화,장편,한국,1,"4,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1897,음란한 병원 무삭제판,한동호,(주)가온콘텐츠,(주)가온콘텐츠,2019.8.14,개봉영화,장편,한국,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
1898,음란한 여자들의 수다,이지은,(주)메이크아트,(주)메이크아트,2019.8.5,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
1899,음란한 형제 : 형수와 처제,최강호,(주)영화사가을,(주)영화사가을,2017.6.23,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1900,음란한 형제 : 형수와 처제 무삭제판,최강호,(주)영화사가을,(주)영화사가을,2017.7.25,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1901,이 사랑도 전해질까요,김동현,주식회사 레드아이스,주식회사 레드아이스,2017.6.21,개봉영화,장편,한국,1,"3,000",1,0,0,멜로/로맨스,전체관람가,일반영화
1902,이모의 유혹-무삭제,김경택,스마일컨텐츠,스마일컨텐츠,2018.4.6,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1903,이웃집 아내 무삭제판,한동호,(주)가온콘텐츠,(주)가온콘텐츠,2019.7.30,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
