영화명,개봉n주차,주차관객수
7년의 밤,5,3448
"그날, 바다",0,38
"그날, 바다",1,7827
"그날, 바다",2,250490
"그날, 바다",3,171915
"그날, 바다",4,70154
"그날, 바다",5,27761
"그날, 바다",6,8965
"그날, 바다",7,1873
"그날, 바다",8,879
"그날, 바다",9,435
"그날, 바다",11,104
"그날, 바다",12,8
"그날, 바다",30,147
번개맨과 신비의 섬,-1,0
번개맨과 신비의 섬,1,638
번개맨과 신비의 섬,2,38013
번개맨과 신비의 섬,3,15886
번개맨과 신비의 섬,4,4530
번개맨과 신비의 섬,5,731
바람 바람 바람,-1,0
바람 바람 바람,0,6581
바람 바람 바람,1,10849
바람 바람 바람,2,770279
바람 바람 바람,3,286741
바람 바람 바람,4,112530
바람 바람 바람,5,6763
바람 바람 바람,6,310
바람 바람 바람,7,145
바람 바람 바람,8,14
바람 바람 바람,10,10
더 블랙,1,356
더 블랙,2,248
더 블랙,3,108
더 블랙,7,80
더 블랙,16,11
나를 기억해,1,833
나를 기억해,2,134091
나를 기억해,3,4341
나를 기억해,4,998
나를 기억해,5,35
나를 기억해,6,186
나를 기억해,33,588
스파키,1,984
스파키,2,27434
스파키,3,5700
스파키,4,1018
스파키,5,101
스파키,6,102
스파키,7,95
임을 위한 행진곡,-4,1432
임을 위한 행진곡,-3,1363
임을 위한 행진곡,0,1804
임을 위한 행진곡,1,1293
임을 위한 행진곡,2,9496
임을 위한 행진곡,3,1478
임을 위한 행진곡,4,1131
살인소설,1,2544
살인소설,2,43384
살인소설,3,3632
살인소설,4,90
클레어의 카메라,1,208
클레어의 카메라,2,5873
클레어의 카메라,3,2075
클레어의 카메라,4,664
클레어의 카메라,5,309
클레어의 카메라,6,144
클레어의 카메라,7,82
클레어의 카메라,8,30
클레어의 카메라,9,31
클레어의 카메라,29,14
레슬러,-2,0
레슬러,0,5178
레슬러,1,48430
레슬러,2,553597
레슬러,3,146665
레슬러,4,13498
레슬러,5,1777
레슬러,7,1606
레슬러,9,240
챔피언,1,3455
챔피언,2,845212
챔피언,3,232053
챔피언,4,40272
챔피언,5,5144
챔피언,6,1906
다이빙벨 그후,-1,328
다이빙벨 그후,0,388
다이빙벨 그후,1,997
다이빙벨 그후,2,835
다이빙벨 그후,3,348
다이빙벨 그후,4,61
다이빙벨 그후,5,10
독전,0,401
독전,1,6716
독전,2,1962720
독전,3,1679119
독전,4,908972
독전,5,284434
독전,6,151043
독전,7,63867
독전,8,5336
독전,9,779
독전,10,42
독전,31,233
5.18 힌츠페터 스토리,1,2652
5.18 힌츠페터 스토리,2,6961
5.18 힌츠페터 스토리,3,506
5.18 힌츠페터 스토리,4,130
5.18 힌츠페터 스토리,5,45
5.18 힌츠페터 스토리,8,50
5.18 힌츠페터 스토리,9,23
5.18 힌츠페터 스토리,11,21
5.18 힌츠페터 스토리,12,28
5.18 힌츠페터 스토리,13,55
5.18 힌츠페터 스토리,14,59
5.18 힌츠페터 스토리,15,54
5.18 힌츠페터 스토리,53,26
버닝,1,3101
버닝,2,384940
버닝,3,87489
버닝,4,39483
버닝,5,10029
버닝,6,2478
버닝,7,368
버닝,8,159
버닝,10,95
버닝,11,10
버닝,31,220
버닝,32,53
서산개척단,1,2252
서산개척단,2,1864
서산개척단,3,616
서산개척단,4,264
서산개척단,5,207
서산개척단,7,27
오목소녀,1,0
오목소녀,2,583
오목소녀,3,359
오목소녀,4,160
오목소녀,20,189
오목소녀,21,49
오목소녀,22,46
오목소녀,32,123
홈,1,583
홈,2,5707
홈,3,1273
홈,4,427
홈,5,96
홈,6,73
홈,7,39
홈,8,8
홈,9,10
데자뷰,1,1665
데자뷰,2,45660
데자뷰,3,940
데자뷰,4,13
탐정: 리턴즈,-1,256
탐정: 리턴즈,1,15691
탐정: 리턴즈,2,1183226
탐정: 리턴즈,3,1018642
탐정: 리턴즈,4,710834
탐정: 리턴즈,5,162117
탐정: 리턴즈,6,51319
탐정: 리턴즈,7,8128
탐정: 리턴즈,8,1605
탐정: 리턴즈,59,1054
남자와 여자,1,0
남자와 여자,2,509
남자와 여자,5,359
여중생A,1,5877
여중생A,2,66007
여중생A,3,18747
여중생A,4,4906
변산,-1,4713
변산,0,10275
변산,1,3826
변산,2,322265
변산,3,119159
변산,4,25761
변산,5,3214
변산,19,1078
허스토리,-1,8435
허스토리,0,9119
허스토리,1,14852
허스토리,2,207877
허스토리,3,52134
허스토리,4,23590
허스토리,5,10902
허스토리,6,2373
허스토리,7,621
허스토리,8,1535
허스토리,9,801
허스토리,10,1095
허스토리,12,455
마녀,0,2401
마녀,1,5435
마녀,2,1191109
마녀,3,759555
마녀,4,624159
마녀,5,518582
마녀,6,85189
마녀,7,2404
마녀,8,160
마녀,9,90
더 펜션,1,1214
더 펜션,2,2010
더 펜션,3,50
더 펜션,4,48
나와 봄날의 약속,1,910
나와 봄날의 약속,2,1732
나와 봄날의 약속,3,167
나와 봄날의 약속,4,64
나와 봄날의 약속,6,34
안나 카레니나,1,187
안나 카레니나,18,2633
안나 카레니나,41,901
안나 카레니나,42,552
다영씨,1,360
다영씨,2,384
다영씨,3,139
다영씨,4,90
다영씨,5,43
다영씨,6,25
다영씨,9,28
다영씨,14,22
다영씨,15,22
다영씨,16,17
다영씨,17,18
나부야 나부야,0,24
나부야 나부야,1,172
나부야 나부야,2,686
나부야 나부야,3,366
나부야 나부야,4,173
나부야 나부야,5,446
나부야 나부야,6,244
나부야 나부야,7,353
나부야 나부야,9,108
나부야 나부야,10,52
나부야 나부야,11,42
식구,1,1153
식구,2,1941
식구,3,573
식구,4,61
식구,5,46
속닥속닥,0,0
속닥속닥,1,2542
속닥속닥,2,192489
속닥속닥,3,21961
속닥속닥,4,445
행복의 나라,1,210
행복의 나라,2,420
행복의 나라,3,118
행복의 나라,4,159
행복의 나라,5,91
신비아파트: 금빛 도깨비와 비밀의 동굴,0,1462
신비아파트: 금빛 도깨비와 비밀의 동굴,1,372
신비아파트: 금빛 도깨비와 비밀의 동굴,2,443651
신비아파트: 금빛 도깨비와 비밀의 동굴,3,207597
신비아파트: 금빛 도깨비와 비밀의 동굴,4,17511
신비아파트: 금빛 도깨비와 비밀의 동굴,5,6270
신비아파트: 금빛 도깨비와 비밀의 동굴,6,678
신비아파트: 금빛 도깨비와 비밀의 동굴,7,247
신비아파트: 금빛 도깨비와 비밀의 동굴,8,105
신비아파트: 금빛 도깨비와 비밀의 동굴,9,18
신비아파트: 금빛 도깨비와 비밀의 동굴,11,35
신비아파트: 금빛 도깨비와 비밀의 동굴,14,41
신비아파트: 금빛 도깨비와 비밀의 동굴,19,103
신과함께-인과 연,-1,0
신과함께-인과 연,1,21749
신과함께-인과 연,2,7317743
신과함께-인과 연,3,2782359
신과함께-인과 연,4,1358571
신과함께-인과 연,5,473468
신과함께-인과 연,6,203279
신과함께-인과 연,7,87499
신과함께-인과 연,8,24539
신과함께-인과 연,9,1750
신과함께-인과 연,10,1455
신과함께-인과 연,11,175
신과함께-인과 연,12,178
신과함께-인과 연,13,19
신과함께-인과 연,14,355
신과함께-인과 연,15,878
목격자,-3,0
목격자,0,9300
목격자,1,14780
목격자,2,1579112
목격자,3,680781
목격자,4,190800
목격자,5,44743
목격자,6,4254
목격자,12,692
독전: 익스텐디드 컷,1,0
독전: 익스텐디드 컷,2,133342
독전: 익스텐디드 컷,3,4342
인랑,1,19666
인랑,2,843419
인랑,3,31880
인랑,4,1411
인랑,5,970
인랑,15,618
인랑,17,981
미친도시,1,616
미친도시,2,1036
미친도시,4,571
미친도시,6,231
미친도시,7,334
미친도시,9,143
미친도시,16,424
너의 결혼식,-1,9302
너의 결혼식,1,21718
너의 결혼식,2,1081555
너의 결혼식,3,969432
너의 결혼식,4,503203
너의 결혼식,5,221472
너의 결혼식,6,8248
너의 결혼식,7,4387
너의 결혼식,8,791
너의 결혼식,9,482
너의 결혼식,10,66
너의 결혼식,11,107
해적왕 작스톰,1,1387
해적왕 작스톰,2,4117
해적왕 작스톰,5,237
공작,-1,0
공작,0,3251
공작,1,11846
공작,2,2608218
공작,3,1597324
공작,4,515715
공작,5,165122
공작,6,57768
공작,7,11209
공작,8,2025
공작,9,1259
공작,10,166
공작,11,40
공작,13,454
공작,40,463
공작,57,542
극장판 헬로카봇 : 백악기 시대,0,0
극장판 헬로카봇 : 백악기 시대,1,4482
극장판 헬로카봇 : 백악기 시대,2,694069
극장판 헬로카봇 : 백악기 시대,3,101857
극장판 헬로카봇 : 백악기 시대,4,56916
극장판 헬로카봇 : 백악기 시대,5,10453
극장판 헬로카봇 : 백악기 시대,6,4480
극장판 헬로카봇 : 백악기 시대,7,3975
극장판 헬로카봇 : 백악기 시대,8,755
극장판 헬로카봇 : 백악기 시대,9,40
극장판 헬로카봇 : 백악기 시대,10,62
극장판 헬로카봇 : 백악기 시대,13,559
극장판 헬로카봇 : 백악기 시대,16,1307
극장판 헬로카봇 : 백악기 시대,17,200
극장판 헬로카봇 : 백악기 시대,18,44
극장판 헬로카봇 : 백악기 시대,19,161
극장판 헬로카봇 : 백악기 시대,20,32
밤치기,1,299
밤치기,2,970
밤치기,3,375
밤치기,4,251
밤치기,5,89
밤치기,6,31
밤치기,11,114
밤치기,14,10
밤치기,40,5
어른도감,0,538
어른도감,1,595
어른도감,2,2946
어른도감,3,1439
어른도감,4,527
어른도감,5,130
어른도감,6,349
어른도감,9,342
상류사회,1,3288
상류사회,2,581669
상류사회,3,154599
상류사회,4,25822
상류사회,5,334
상류사회,6,1044
상류사회,7,501
상류사회,10,700
대관람차,0,0
대관람차,1,590
대관람차,2,1422
대관람차,3,792
대관람차,4,291
대관람차,5,130
대관람차,6,113
대관람차,7,61
대관람차,9,55
대관람차,12,91
대관람차,22,46
나비잠,1,504
나비잠,2,6295
나비잠,3,1910
나비잠,4,527
나비잠,5,380
나비잠,6,234
나비잠,7,144
나비잠,8,136
밤의 문이 열린다,1,744
밤의 문이 열린다,2,1304
밤의 문이 열린다,3,470
밤의 문이 열린다,4,223
밤의 문이 열린다,5,110
밤의 문이 열린다,6,121
밤의 문이 열린다,7,190
밤의 문이 열린다,8,38
물괴,1,7437
물괴,2,674971
물괴,3,29303
물괴,4,8988
물괴,5,31
물괴,6,600
물괴,7,1322
물괴,8,335
봄이가도,0,220
봄이가도,1,851
봄이가도,2,1033
봄이가도,3,294
봄이가도,4,122
봄이가도,5,62
봄이가도,6,149
봄이가도,7,87
봄이가도,8,115
봄이가도,9,51
봄이가도,10,41
봄이가도,11,59
봄이가도,12,82
협상,1,24577
협상,2,1080508
협상,3,743030
협상,4,97826
협상,5,12421
협상,6,6179
협상,7,1513
한강에게,-16,140
한강에게,-1,94
한강에게,0,361
한강에게,1,248
한강에게,2,982
한강에게,3,411
한강에게,4,181
한강에게,5,158
한강에게,6,64
한강에게,7,51
파도치는 땅,0,66
파도치는 땅,1,277
파도치는 땅,2,333
파도치는 땅,3,113
파도치는 땅,4,64
파도치는 땅,5,26
파도치는 땅,6,10
안시성,0,406
안시성,1,24844
안시성,2,2871930
안시성,3,1832623
안시성,4,520313
안시성,5,122813
안시성,6,49599
안시성,7,13112
안시성,8,2263
안시성,9,817
안시성,11,588
명당,0,2426
명당,1,8673
명당,2,1413223
명당,3,603055
명당,4,45866
명당,5,7125
명당,6,3311
명당,7,2184
명당,8,888
명당,10,559
미쓰백,-3,786
미쓰백,-1,247
미쓰백,0,3902
미쓰백,1,5497
미쓰백,2,276996
미쓰백,3,239144
미쓰백,4,159012
미쓰백,5,30830
미쓰백,6,4284
미쓰백,7,572
미쓰백,8,481
맞짱,1,0
맞짱,2,439
맞짱,13,539
암수살인,-2,0
암수살인,1,20512
암수살인,2,2079291
암수살인,3,869892
암수살인,4,502680
암수살인,5,271008
암수살인,6,38868
암수살인,7,5610
암수살인,8,1181
극장판 뽀잉: 슈퍼 변신의 비밀,1,1111
극장판 뽀잉: 슈퍼 변신의 비밀,2,28684
극장판 뽀잉: 슈퍼 변신의 비밀,3,6652
극장판 뽀잉: 슈퍼 변신의 비밀,4,1114
극장판 뽀잉: 슈퍼 변신의 비밀,5,779
극장판 뽀잉: 슈퍼 변신의 비밀,6,487
극장판 뽀잉: 슈퍼 변신의 비밀,7,463
극장판 뽀잉: 슈퍼 변신의 비밀,8,475
극장판 뽀잉: 슈퍼 변신의 비밀,9,481
극장판 뽀잉: 슈퍼 변신의 비밀,10,347
극장판 뽀잉: 슈퍼 변신의 비밀,11,322
원더풀 고스트,0,2613
원더풀 고스트,1,3705
원더풀 고스트,2,406906
원더풀 고스트,3,30548
원더풀 고스트,4,3521
원더풀 고스트,5,1624
원더풀 고스트,6,563
원더풀 고스트,7,400
원더풀 고스트,16,494
완벽한 타인,-1,1408
완벽한 타인,0,5566
완벽한 타인,1,40136
완벽한 타인,2,1981808
완벽한 타인,3,1591285
완벽한 타인,4,877442
완벽한 타인,5,471729
완벽한 타인,6,197196
완벽한 타인,7,68575
완벽한 타인,8,45475
완벽한 타인,9,7702
완벽한 타인,10,5649
창궐,0,1588
창궐,1,9782
창궐,2,1302858
창궐,3,246756
창궐,4,34749
창궐,5,1774
창궐,6,1508
배반의 장미,1,1012
배반의 장미,2,37911
배반의 장미,3,1946
언더독,-1,382
언더독,0,9257
언더독,1,9959
언더독,2,122196
언더독,3,40377
언더독,4,3910
언더독,5,1603
언더독,6,686
언더독,7,856
언더독,8,392
언더독,9,347
언더독,10,521
언더독,12,3356
언더독,13,6
언더독,42,176
폴란드로 간 아이들,0,3890
폴란드로 간 아이들,1,1454
폴란드로 간 아이들,2,24881
폴란드로 간 아이들,3,6745
폴란드로 간 아이들,4,3458
폴란드로 간 아이들,5,2489
폴란드로 간 아이들,6,2300
폴란드로 간 아이들,7,1633
폴란드로 간 아이들,8,828
폴란드로 간 아이들,9,448
폴란드로 간 아이들,10,337
폴란드로 간 아이들,12,498
폴란드로 간 아이들,13,86
폴란드로 간 아이들,15,117
폴란드로 간 아이들,16,39
폴란드로 간 아이들,19,53
폴란드로 간 아이들,28,146
폴란드로 간 아이들,36,1134
폴란드로 간 아이들,37,7
폴란드로 간 아이들,51,388
폴란드로 간 아이들,53,12
풀잎들,1,151
풀잎들,2,4087
풀잎들,3,1527
풀잎들,4,845
풀잎들,5,373
풀잎들,6,139
풀잎들,9,153
풀잎들,13,96
늦여름,1,534
늦여름,2,306
늦여름,3,54
늦여름,5,29
늦여름,7,40
"이,기적인 남자",1,488
"이,기적인 남자",2,402
"이,기적인 남자",3,25
동네사람들,1,4731
동네사람들,2,401721
동네사람들,3,48144
동네사람들,4,5515
뷰티풀 데이즈,-3,0
뷰티풀 데이즈,1,872
뷰티풀 데이즈,2,5143
뷰티풀 데이즈,3,618
뷰티풀 데이즈,4,440
뷰티풀 데이즈,5,38
뷰티풀 데이즈,6,164
뷰티풀 데이즈,8,27
뷰티풀 데이즈,48,45
뷰티풀 데이즈,49,1
군산: 거위를 노래하다,1,599
군산: 거위를 노래하다,2,8441
군산: 거위를 노래하다,3,4185
군산: 거위를 노래하다,4,1027
군산: 거위를 노래하다,5,287
군산: 거위를 노래하다,6,457
군산: 거위를 노래하다,7,289
군산: 거위를 노래하다,8,33
군산: 거위를 노래하다,9,22
군산: 거위를 노래하다,10,20
군산: 거위를 노래하다,11,27
군산: 거위를 노래하다,14,52
출국,1,1995
출국,2,50773
출국,3,22053
출국,4,4653
출국,5,1357
출국,6,827
여곡성,0,0
여곡성,1,1586
여곡성,2,62618
여곡성,3,2862
여곡성,4,170
어른이 되면,-1,238
어른이 되면,1,1452
어른이 되면,2,992
어른이 되면,3,966
어른이 되면,4,731
어른이 되면,5,409
어른이 되면,6,243
어른이 되면,7,181
어른이 되면,8,88
어른이 되면,9,115
어른이 되면,10,81
어른이 되면,11,57
어른이 되면,12,68
어른이 되면,28,361
내가 사는 세상,-12,55
내가 사는 세상,-1,27
내가 사는 세상,0,146
내가 사는 세상,1,241
내가 사는 세상,2,556
내가 사는 세상,3,220
내가 사는 세상,4,187
내가 사는 세상,11,109
영주,-1,321
영주,1,860
영주,2,12854
영주,3,6637
영주,4,2806
영주,5,860
영주,6,188
영주,7,174
영주,8,52
영주,9,36
영주,12,34
해피 투게더,1,1998
해피 투게더,2,18991
해피 투게더,3,3228
해피 투게더,4,1304
해피 투게더,5,1046
국가부도의 날,-2,0
국가부도의 날,0,3957
국가부도의 날,1,15251
국가부도의 날,2,1852989
국가부도의 날,3,1025743
국가부도의 날,4,765965
국가부도의 날,5,74175
국가부도의 날,6,10996
국가부도의 날,7,2953
국가부도의 날,8,1254
국가부도의 날,9,1391
국가부도의 날,12,58
성난황소,-1,0
성난황소,0,19081
성난황소,1,65467
성난황소,2,1098990
성난황소,3,339035
성난황소,4,58129
성난황소,5,12471
도어락,0,11125
도어락,1,8917
도어락,2,948976
도어락,3,544007
도어락,4,42473
도어락,5,4447
도어락,6,470
도어락,8,513
하나식당,1,1236
하나식당,2,976
하나식당,3,244
시인 할매,0,140
시인 할매,1,3310
시인 할매,2,2700
시인 할매,3,1817
시인 할매,4,408
시인 할매,5,127
시인 할매,6,70
시인 할매,8,45
시인 할매,17,43
시인 할매,39,1258
번개맨의 비밀,-2,0
번개맨의 비밀,1,1289
번개맨의 비밀,2,37830
번개맨의 비밀,3,11341
번개맨의 비밀,4,355
인어전설,1,0
인어전설,2,622
인어전설,5,228
인어전설,25,305
인어전설,26,16
인어전설,27,18
인어전설,28,15
인어전설,29,17
번 더 스테이지: 더 무비,1,0
번 더 스테이지: 더 무비,2,264087
번 더 스테이지: 더 무비,3,41273
"안녕, 나의 소녀 시절이여",-2,208
"안녕, 나의 소녀 시절이여",1,745
"안녕, 나의 소녀 시절이여",2,786
"안녕, 나의 소녀 시절이여",3,199
"안녕, 나의 소녀 시절이여",4,126
"안녕, 나의 소녀 시절이여",5,101
"안녕, 나의 소녀 시절이여",6,89
"안녕, 나의 소녀 시절이여",7,37
"안녕, 나의 소녀 시절이여",8,29
"안녕, 나의 소녀 시절이여",10,8
"안녕, 나의 소녀 시절이여",11,14
"안녕, 나의 소녀 시절이여",13,173
"안녕, 나의 소녀 시절이여",20,164
리스펙트,1,484
리스펙트,2,1282
리스펙트,3,461
리스펙트,4,44
스윙키즈,-1,2089
스윙키즈,0,21778
스윙키즈,1,84839
스윙키즈,2,811344
스윙키즈,3,404934
스윙키즈,4,125382
스윙키즈,5,14912
스윙키즈,6,2823
스윙키즈,7,1794
스윙키즈,8,636
스윙키즈,9,252
스윙키즈,21,566
런닝맨 : 풀룰루의 역습,1,1985
런닝맨 : 풀룰루의 역습,2,126591
런닝맨 : 풀룰루의 역습,3,54734
런닝맨 : 풀룰루의 역습,4,3385
런닝맨 : 풀룰루의 역습,5,226
런닝맨 : 풀룰루의 역습,11,124
말모이,-2,23048
말모이,0,30528
말모이,1,108944
말모이,2,1246313
말모이,3,973322
말모이,4,324844
말모이,5,110084
말모이,6,36830
말모이,7,3680
말모이,8,3354
말모이,9,385
말모이,11,550
말모이,12,1525
말모이,13,841
말모이,22,1075
말모이,27,661
내안의 그놈,-5,0
내안의 그놈,-2,9220
내안의 그놈,-1,3248
내안의 그놈,1,14251
내안의 그놈,2,927206
내안의 그놈,3,777005
내안의 그놈,4,169932
내안의 그놈,5,12473
내안의 그놈,6,1247
내안의 그놈,7,1118
내안의 그놈,8,739
내안의 그놈,9,411
내안의 그놈,11,1
내안의 그놈,42,181
리벤져,0,0
리벤져,1,508
리벤져,2,2306
리벤져,3,347
김군,1,2350
김군,2,6801
김군,3,2669
김군,4,1291
김군,5,862
김군,6,749
김군,7,517
김군,8,265
김군,9,436
김군,10,147
김군,11,474
벌새,-37,298
벌새,1,2635
벌새,2,26548
벌새,3,24705
벌새,4,26933
벌새,5,17665
벌새,6,11055
벌새,7,10476
벌새,8,5958
벌새,9,4489
벌새,10,2890
보희와 녹양,-24,146
보희와 녹양,1,579
보희와 녹양,2,1667
보희와 녹양,3,796
보희와 녹양,4,433
보희와 녹양,5,322
보희와 녹양,6,322
보희와 녹양,7,227
보희와 녹양,8,572
보희와 녹양,9,461
보희와 녹양,10,121
보희와 녹양,11,55
보희와 녹양,12,45
뷰티풀 보이스,0,1167
뷰티풀 보이스,1,132
뷰티풀 보이스,2,910
뷰티풀 보이스,3,210
뷰티풀 보이스,4,7
뷰티풀 보이스,5,11
뷰티플 마인드,-18,71
뷰티플 마인드,1,631
뷰티플 마인드,2,6330
뷰티플 마인드,3,1242
뷰티플 마인드,4,505
뷰티플 마인드,5,150
뷰티플 마인드,6,67
트와이스랜드,1,1328
트와이스랜드,2,14682
점박이 한반도의 공룡2 : 새로운 낙원,1,6516
점박이 한반도의 공룡2 : 새로운 낙원,2,368796
점박이 한반도의 공룡2 : 새로운 낙원,3,151561
점박이 한반도의 공룡2 : 새로운 낙원,4,19680
점박이 한반도의 공룡2 : 새로운 낙원,5,2157
점박이 한반도의 공룡2 : 새로운 낙원,7,954
점박이 한반도의 공룡2 : 새로운 낙원,8,29
점박이 한반도의 공룡2 : 새로운 낙원,14,399
점박이 한반도의 공룡2 : 새로운 낙원,16,7
선종 무문관,1,189
선종 무문관,2,475
선종 무문관,3,287
선종 무문관,4,62
선종 무문관,5,410
선종 무문관,6,895
선종 무문관,7,355
선종 무문관,8,184
선종 무문관,9,80
마약왕,1,18959
마약왕,2,1591594
마약왕,3,222289
마약왕,4,29341
마약왕,5,1288
마약왕,6,220
마약왕,7,23
언니,1,1243
언니,2,181240
언니,3,15203
언니,4,555
PMC: 더 벙커,0,214
PMC: 더 벙커,1,21967
PMC: 더 벙커,2,1352709
PMC: 더 벙커,3,268809
PMC: 더 벙커,4,24652
PMC: 더 벙커,5,996
PMC: 더 벙커,6,1011
PMC: 더 벙커,8,703
메이트,1,581
메이트,2,1149
메이트,3,251
메이트,4,73
메이트,5,43
메이트,6,24
칠곡 가시나들,-2,1098
칠곡 가시나들,0,719
칠곡 가시나들,1,3757
칠곡 가시나들,2,21906
칠곡 가시나들,3,7999
칠곡 가시나들,4,2415
칠곡 가시나들,5,1168
칠곡 가시나들,6,707
칠곡 가시나들,7,857
칠곡 가시나들,8,514
칠곡 가시나들,9,150
칠곡 가시나들,10,282
칠곡 가시나들,11,159
칠곡 가시나들,12,261
칠곡 가시나들,13,67
극장판 공룡메카드: 타이니소어의 섬,0,142
극장판 공룡메카드: 타이니소어의 섬,1,1433
극장판 공룡메카드: 타이니소어의 섬,2,318293
극장판 공룡메카드: 타이니소어의 섬,3,67223
극장판 공룡메카드: 타이니소어의 섬,4,21060
극장판 공룡메카드: 타이니소어의 섬,5,1033
극장판 공룡메카드: 타이니소어의 섬,7,918
극장판 공룡메카드: 타이니소어의 섬,11,93
극장판 공룡메카드: 타이니소어의 섬,15,71
극장판 공룡메카드: 타이니소어의 섬,42,7
그대 이름은 장미,-1,1184
그대 이름은 장미,0,5587
그대 이름은 장미,1,8009
그대 이름은 장미,2,67918
그대 이름은 장미,3,2584
그대 이름은 장미,4,364
그대 이름은 장미,5,181
그대 이름은 장미,6,187
그대 이름은 장미,11,2923
그대 이름은 장미,13,162
극한직업,-1,0
극한직업,0,5886
극한직업,1,18305
극한직업,2,3870746
극한직업,3,5505723
극한직업,4,3850606
극한직업,5,1513552
극한직업,6,778654
극한직업,7,538883
극한직업,8,118891
극한직업,9,51329
극한직업,10,6739
극한직업,11,2021
극한직업,12,251
극한직업,14,240
극한직업,15,155
극한직업,16,11
극한직업,19,569
극한직업,27,1743
극한직업,31,502
극한직업,33,98
창간호,0,0
창간호,1,371
창간호,2,372
창간호,3,62
창간호,4,16
창간호,5,20
창간호,6,7
생일,-10,0
생일,-3,262
생일,-2,344
생일,-1,3797
생일,0,3283
생일,1,2725
생일,2,444405
생일,3,379456
생일,4,275736
생일,5,73365
생일,6,9854
생일,7,1309
생일,8,1199
극장판 헬로카봇: 옴파로스 섬의 비밀,-1,0
극장판 헬로카봇: 옴파로스 섬의 비밀,0,140
극장판 헬로카봇: 옴파로스 섬의 비밀,1,2148
극장판 헬로카봇: 옴파로스 섬의 비밀,2,437948
극장판 헬로카봇: 옴파로스 섬의 비밀,3,94444
극장판 헬로카봇: 옴파로스 섬의 비밀,4,27135
극장판 헬로카봇: 옴파로스 섬의 비밀,5,10069
극장판 헬로카봇: 옴파로스 섬의 비밀,6,2014
극장판 헬로카봇: 옴파로스 섬의 비밀,8,608
극장판 헬로카봇: 옴파로스 섬의 비밀,9,130
극장판 헬로카봇: 옴파로스 섬의 비밀,10,209
극장판 헬로카봇: 옴파로스 섬의 비밀,12,136
극장판 헬로카봇: 옴파로스 섬의 비밀,13,54
증인,-2,2877
증인,1,33148
증인,2,911796
증인,3,747732
증인,4,644843
증인,5,138230
증인,6,48641
증인,7,4680
증인,13,1610
증인,39,670
기묘한 가족,-1,1126
기묘한 가족,1,13496
기묘한 가족,2,231283
기묘한 가족,3,15900
뺑반,0,0
뺑반,1,14257
뺑반,2,1292169
뺑반,3,484380
뺑반,4,34829
뺑반,5,622
뺑반,8,27
러브 유어셀프 인 서울,1,0
러브 유어셀프 인 서울,2,273375
러브 유어셀프 인 서울,3,49557
사바하,0,727
사바하,1,6446
사바하,2,1395580
사바하,3,816577
사바하,4,141877
사바하,5,33078
사바하,6,2273
사바하,7,1350
자전차왕 엄복동,1,7716
자전차왕 엄복동,2,157816
자전차왕 엄복동,3,4152
자전차왕 엄복동,4,708
자전차왕 엄복동,5,1818
오늘도 평화로운,-6,0
오늘도 평화로운,0,556
오늘도 평화로운,1,221
오늘도 평화로운,2,871
오늘도 평화로운,3,297
오늘도 평화로운,4,101
오늘도 평화로운,5,72
오늘도 평화로운,6,55
오늘도 평화로운,7,25
항거:유관순 이야기,1,2990
항거:유관순 이야기,2,867329
항거:유관순 이야기,3,198139
항거:유관순 이야기,4,69361
항거:유관순 이야기,5,7372
항거:유관순 이야기,6,3763
항거:유관순 이야기,7,1974
항거:유관순 이야기,8,2306
항거:유관순 이야기,9,1151
항거:유관순 이야기,11,1003
항거:유관순 이야기,13,580
항거:유관순 이야기,15,688
항거:유관순 이야기,18,789
"어쩌다, 결혼",1,1023
"어쩌다, 결혼",2,74580
"어쩌다, 결혼",3,984
"어쩌다, 결혼",4,139
"어쩌다, 결혼",26,20
로드킬,1,300
포항,0,0
포항,1,422
포항,2,90
포항,3,306
포항,5,324
포항,7,11
사랑의 선물,1,95
사랑의 선물,2,3791
사랑의 선물,3,1713
사랑의 선물,4,751
사랑의 선물,5,357
사랑의 선물,6,161
사랑의 선물,7,1671
사랑의 선물,8,1533
사랑의 선물,9,15
우상,-1,142
우상,1,9364
우상,2,148323
우상,3,20710
우상,4,3586
우상,5,1183
우상,6,333
1919 유관순,1,2928
1919 유관순,2,19768
1919 유관순,3,7969
1919 유관순,4,19850
1919 유관순,5,2912
1919 유관순,6,1737
1919 유관순,7,1555
1919 유관순,8,503
1919 유관순,9,19
1919 유관순,10,17
1919 유관순,18,754
1919 유관순,22,2900
1919 유관순,23,368
1919 유관순,32,658
질투의 역사,1,861
악질경찰,0,0
악질경찰,1,3083
악질경찰,2,221776
악질경찰,3,35277
악질경찰,4,1054
악질경찰,5,56
선희와 슬기,1,443
선희와 슬기,2,1228
선희와 슬기,3,236
선희와 슬기,4,51
선희와 슬기,5,33
선희와 슬기,7,31
썬키스 패밀리,1,2400
썬키스 패밀리,2,28161
썬키스 패밀리,3,1009
썬키스 패밀리,4,102
로망,0,1759
로망,1,9391
로망,2,46062
로망,3,11539
로망,4,4970
로망,5,2209
로망,6,704
로망,7,443
로망,15,1838
로망,26,726
로망,27,68
로망,32,220
강변호텔,1,151
강변호텔,2,3980
강변호텔,3,1567
강변호텔,4,530
강변호텔,5,241
강변호텔,6,180
강변호텔,7,123
강변호텔,9,111
강변호텔,10,19
예수보다 낯선,1,245
예수보다 낯선,2,241
