순위,영화명,영화코드,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,F-rated,감독,대표감독,감독코드,감독성별,감독_대표역할,감독필모,작가,대표작가,대표작가(필명),작가코드,작가성별,작가_대표역할,작가필모,배우,주연배우,배역명,배우코드,배우성별,배우_대표역할,배우필모
56.0,시간위의 집,20161923,2017.4.5,"1,020,724,600",0.1%,"1,020,724,600","128,975","128,975",454,"10,971",한국,한국,"리드미컬그린(주),자이온 이엔티(주),브릿지웍스 엔터테인먼트(주),라이브(주)","(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니",15세이상관람가,"미스터리,스릴러",1,임대웅,임대웅,10058504.0,남자,감독,시간위의 집|실종 : 택시 납치 사건|스승의 은혜|일단뛰어|비수기|무서운 이야기|무서운 이야기 '공포 비행기',장재현,장재현,장재현,10060462.0,남자,감독,"사바하|시간위의 집|검은 사제들|광해, 왕이 된 남자|특수본|바다|12번째 보조사제|버스|인도에서 온 말리|오오단편극장 - 이학주 배우전|어둑시니: 두려움을 먹는 자|제14회 미쟝센 단편영화제 전년도 수상작1|1월 단편 상상극장-해피 뉴 스타|제13회 미쟝센 단편영화제 심야의 절대구타 360|제13회 미쟝센 단편영화제 절대악몽1","김윤진,옥택연,조재윤,이한위,박준면,백도빈,유인영,서민수,정용욱,이동규,이재우,고우림,이양희",김윤진,,10005297.0,여자,배우,자백|담보|시간위의 집|국제시장|이웃사람|심장이 뛴다|하모니|농민가|세븐 데이즈|6월의 일기|밀애|예스터데이|아이언 팜|단적비연수|러쉬|쉬리|죽이는 이야기|울밑에 선 봉선화
50.0,어느날,20167901,2017.4.5,"1,846,581,582",0.2%,"1,846,581,582","234,829","234,829",532,"17,748",한국,한국,(주)인벤트스톤,"오퍼스픽쳐스(유),CGV아트하우스",15세이상관람가,멜로/로맨스,1,이윤기,이윤기,10056949.0,남자,감독,"어느날|남과 여|사랑한다, 사랑하지 않는다|멋진 하루|아주 특별한 손님|러브토크|여자, 정혜|티파니에서 아침을",김영희,김선아,김선아,10004520.0,여자,프로듀서,어느날|역도산|지구를 지켜라|봄날은 간다|나도 아내가 있었으면 좋겠다,"김남길,천우희,박윤호,박태영,배유리,전유림,신영진,정태인,유경훈,이미소,이상원,이승연,황혜인,남영선,남영선,이승연,민무제,강신철,이수인",김남길,강수,10003788.0,남자,배우,기묘한 가족|클로젯|어느날|살인자의 기억법 : 새로운 기억|살인자의 기억법|판도라|도리화가|무뢰한|누구에게나 찬란한|해적: 바다로 간 산적|아마존의 눈물|폭풍전야|미인도|모던보이|후회하지 않아
148.0,원스텝,20172863,2017.4.6,"13,002,000",0.0%,"13,002,000","1,662","1,662",33,239,한국,한국,(주)엠씨씨엔터테인먼트,(주)드림팩트엔터테인먼트,12세이상관람가,드라마,1,전재홍,전재홍,10061439.0,남자,감독,원스텝|살인재능|풍산개|비몽|아름답다|시간|숨|물고기,"홍승표, 박지현, 전재홍, 조성걸",홍승표,홍승표,20275129.0,남자,시나리오(각본),원스텝,"박산다라,한재석,조동인,조달환,홍아름,박혜경,신민정,정용환,이수진,한을희,이정우,홍성민,노현석,조수하",박산다라,,20169728.0,여자,배우,치즈인더트랩|원스텝|걸프렌즈|사랑하니까
102.0,"다시, 벚꽃",20172381,2017.4.6,"54,457,500",0.0%,"54,457,500","6,793","6,793",132,"1,281",한국,한국,(주)MBC,(주)영화사 진진,12세이상관람가,다큐멘터리,1,유해진,유해진,20274629.0,남자,감독,"다시, 벚꽃",노경희,노경희,노경희,20139881.0,여자,시나리오(각본),"다시, 벚꽃|뷰티 인사이드|북극의 눈물","장범준,이철수,장조아,오혜원,이동민,이승준",장범준,,20274649.0,남자,배우,"다시, 벚꽃"
33.0,아빠는 딸,20151227,2017.4.12,"5,054,757,395",0.6%,"5,054,757,395","647,305","647,305",586,"33,263",한국,한국,영화사김치(주),메가박스중앙(주)플러스엠,12세이상관람가,코미디,1,김형협,김형협,20230906.0,남자,감독,아빠는 딸,"김지선, 진나리, 최윤미, 조성우",김지선,김지선,20111544.0,여자,시나리오(각본),아빠는 딸|올드미스다이어리,"윤제문,정소민,이일화,신구,이미도,강기영,박혁권,허가윤,도희,박희진,정유동,윤진영,이정수,이유진",윤제문,,10054493.0,남자,배우,"타짜: 원 아이드 잭|후쿠오카|상류사회|옥자|아빠는 딸|아수라|덕혜옹주|대배우|널 기다리며|쓰리 썸머 나잇|나의 독재자|해무(海霧)|동창생|고령화 가족|전설의 주먹|나는 공무원이다|퀵|평양성|폭풍전야|이웃집 남자|마더|그림자 살인|차우|좋은 놈, 나쁜 놈, 이상한 놈 |소년감독|대한이, 민국씨|어깨 너머의 연인|우아한 세계|그놈 목소리|열혈남아|괴물|비열한 거리|로망스|너는 내 운명|남극일기|귀신이 산다|이공|정글쥬스|인플루엔자|싱크 & 라이즈|쇼미|순간접착제|해 아래 햇살|인류멸망 보고서"
142.0,지렁이,20174164,2017.4.20,"14,581,600",0.0%,"14,581,600","1,921","1,921",22,210,한국,한국,미디어파크(주),투썸업픽쳐스,청소년관람불가,드라마,0,윤학렬,윤학렬,10054571.0,남자,감독,지렁이|철가방 우수氏|당신이 잠든 사이에|잘못된 만남|까불지마|오! 해피데이|블루|2424,"김연호, 윤학렬",김연호,김연호,20277450.0,남자,시나리오(각본),지렁이,"김정균,오예설,황도원,박지혜,백대기,성민근,신철승,우지연,유소영,최다미,박나예,김삼한",김정균,,10005548.0,남자,배우,위선자들: 감독판|지렁이|위선자들|설해|야관문: 욕망의 꽃|철가방 우수氏|7월 32일|싸이렌|바리케이드|꼬리치는 남자|엄마에게 애인이 생겼어요|시라소니
73.0,마리안느와 마가렛,20172641,2017.4.20,"200,228,400",0.0%,"200,228,400","28,722","28,722",64,"1,271",한국,한국,(주)기린제작사,(주)팝엔터테인먼트,전체관람가,다큐멘터리,1,윤세영,윤세영,20274889.0,남자,감독,마리안느와 마가렛,양희,양희,양희,20276950.0,,시나리오(각본),마리안느와 마가렛,"마리안느 스퇴거,마가렛 피사렉,박정환",마리안느 스퇴거,,10022075.0,여자,배우,마리안느와 마가렛
71.0,더 플랜,20174561,2017.4.20,"263,526,895",0.0%,"263,526,895","34,225","34,225",156,"2,916",한국,한국,프로젝트 부,(주)엣나인필름,15세이상관람가,다큐멘터리,0,최진성,최진성,10072781.0,남자,감독,"저수지 게임|더 플랜|소녀|I AM|바람이 불어오는 곳|다세포소녀|에로틱 번뇌 보이|그들만의 월드컵|뻑큐멘터리-박통진리교|이상,한가역반응|저수지의 개들 take 2. 낙동강 (with 바드&정민아)|저수지의 개들 take1. 남한강 (with 윈디 시티)|김추자|캐치 미 이프 유 캔 |히치하이킹|누구를 위하여 총을 울리나|중국집으로 간 항공모함|SIDOF2014 <포럼기획6>|Jam Docu 강정|동백꽃|독립영화인 국가보안법 철폐 프로젝트|최진성 단편 콜렉션 2|최진성 단편 콜렉션 1",,,,,,,,김어준,김어준,본인,20294287.0,남자,배우,"그날, 바다|더 플랜"
58.0,"서서평, 천천히 평온하게",20173301,2017.4.26,"878,090,400",0.1%,"878,090,400","123,344","123,344",234,"4,402",한국,한국,재단법인 온누리선교재단(CGNTV),커넥트픽쳐스(주),전체관람가,다큐멘터리,2,"홍주연,홍현정",홍주연,20275649.0,여자,감독,"서서평, 천천히 평온하게",한지원,한지원,한지원,20276711.0,,시나리오(각본),"서서평, 천천히 평온하게","윤안나,안은새,강다연,도세진,민주홍,박사라,이상운,진미혜,최용수,최진",윤안나,,20276709.0,여자,배우,"서서평, 천천히 평온하게"
25.0,특별시민,20162871,2017.4.26,"10,494,768,945",1.2%,"10,494,768,945","1,362,634","1,362,634","1,154","46,377",한국,한국,(주)팔레트픽처스,(주)쇼박스,15세이상관람가,드라마,0,박인제,박인제,20110676.0,남자,감독,특별시민|모비딕|여기가 끝이다,"박인제, 박신규",박인제,박인제,20110676.0,남자,감독,특별시민|모비딕|여기가 끝이다,"최민식,곽도원,심은경,문소리,라미란,류혜영,이기홍,진선규,권용덕,이주연,이준범,박지연,정병욱,정병진,신동필,정성호,신중혁,정연서,이상구,이상준,이수경,이영민,이윤희,이재현,홍윤기,마동석,서이숙,정재윤,강기영,이성우,강신철,박지연",최민식,,10072251.0,남자,배우,"천문: 하늘에 묻는다|침묵|특별시민|대호|루시|명량|신세계|범죄와의 전쟁: 나쁜놈들 전성시대|마당을 나온 암탉|악마를 보았다|악마를 보았다 감독판|히말라야, 바람이 머무는 곳|친절한 금자씨|주먹이 운다(Crying Fist)|꽃피는 봄이 오면|올드보이|오원 장승업 취화선|취화선|파이란|해피엔드|쉬리|조용한 가족|넘버 3|사라는 유죄|우리사랑 이대로|우리들의 일그러진 영웅|추락하는 것은 날개가 있다|구로 아리랑|인형의 꿈|겨울의 길목"
21.0,임금님의 사건수첩,20161726,2017.4.26,"12,651,193,723",1.4%,"12,651,193,723","1,635,003","1,635,003","1,054","53,005",한국,한국,"(주)영화사람,씨제이이앤엠(주),(주)더타워픽쳐스",씨제이이앤엠(주),12세이상관람가,"코미디,어드벤처,액션",0,문현성,문현성,20125803.0,남자,감독,임금님의 사건수첩|아티스트: 다시 태어나다|코리아|7광구|요가학원|은하해방전선|화려한 휴가,강현성,강현성,강현성,10000936.0,남자,시나리오(각본),임금님의 사건수첩|그림자,"이선균,안재홍,김희원,주진모,장영남,경수진,정해인,조영진,박용균,박정민,박진욱,박형수,서병철,심상용,안용우,조제웅,유하나,윤기현,이상원,이승일,이승훈,이영호,이웅희,이재현,이재환,이정민,이주원,최용훈,김종훈,김정영,장문규,김응수",이선균,예종,10055970.0,남자,배우,기생충|킹메이커 : 선거판의 여우|악질경찰|PMC: 더 벙커|미옥|임금님의 사건수첩|성난 변호사|끝까지 간다|우리 선희|누구의 딸도 아닌 해원|내 아내의 모든 것|화차|체포왕|쩨쩨한 로맨스|옥희의 영화|파주|로맨틱 아일랜드|밤과 낮|우리 동네|잔혹한 출근|손님은 왕이다|사과|에로틱 번뇌 보이|알포인트|인어 공주|쇼쇼쇼(Show Show Show)|국화꽃 향기|보스 상륙 작전(Boss X File)|좋은사람있으면 소개시켜줘|서프라이즈|일단뛰어|첩첩산중|히치하이킹|어떤 방문|최진성 단편 콜렉션 1|최진성 단편 콜렉션 2
53.0,극장판 또봇: 로봇군단의 습격,20174165,2017.4.27,"1,090,835,800",0.1%,"1,090,835,800","141,865","141,865",231,"3,905",한국,한국,레트로봇 주식회사,씨제이이앤엠(주),전체관람가,애니메이션,1,"이달,고동우",고동우,20276549.0,남자,감독,극장판 또봇: 로봇군단의 습격,김미혜,김미혜,김미혜,20276550.0,여자,시나리오(각본),극장판 또봇: 로봇군단의 습격,"하룡이,신경선,이현,박연미,이혜림,이호승,임은경,박지연,박지훈,신준하,정재준,안효민,원지수,윤민영,이경진,최빛나라,최은지,김신영,김신영,김영선",하룡이,,20276569.0,남자,배우,극장판 또봇: 로봇군단의 습격
62.0,슈퍼 빼꼼: 스파이 대작전,20173061,2017.5.3,"712,385,900",0.1%,"712,385,900","99,693","99,693",358,"3,345",한국,한국,(합)알지애니메이션스튜디오,메가박스중앙(주)플러스엠,전체관람가,"애니메이션,코미디",0,임아론,임아론,10058661.0,남자,감독,슈퍼 빼꼼: 스파이 대작전|빼꼼의 머그잔 여행|컨택트 2|Angel,"정하용, 임아론",정하용,정하용,20121843.0,남자,시나리오(각본),강철비|슈퍼 빼꼼: 스파이 대작전|인 굿 컴퍼니,"김태균,최정현,최낙윤,남도형,윤용식,김성연,박상호,장현주",김태균,,20184302.0,남자,배우,슈퍼 빼꼼: 스파이 대작전|관음증|어떤 가족|환상속의 그대
14.0,보안관,20162722,2017.5.3,"20,844,488,409",2.3%,"20,844,488,409","2,588,628","2,588,628","1,091","63,709",한국,한국,"(주)영화사 월광,(주)사나이픽처스",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"범죄,코미디",0,김형주,김형주,20131894.0,남자,감독,보안관|군도: 민란의 시대|R2B: 리턴투베이스|나는 왕이로소이다|달빛 길어올리기|달콤한 거짓말,김형주,김형주,김형주,20131894.0,남자,감독,보안관|군도: 민란의 시대|R2B: 리턴투베이스|나는 왕이로소이다|달빛 길어올리기|달콤한 거짓말,"이성민,조진웅,김성균,김종수,조우진,임현성,배정남,염진환,박윤호,박지훈,신지훈,이규섭,이동현,최형욱,이윤희,이정은,손여은,현봉식,손석배,배명진",이성민,대호,20110148.0,남자,배우,"비스트|제8일의 밤|남산의 부장들|리멤버|미스터 주(가제)|마약왕|목격자|공작|바람 바람 바람|리얼|보안관|굿바이 싱글|검사외전|로봇, 소리|손님|빅매치|군도: 민란의 시대|방황하는 칼날|관능의 법칙|변호인|마이 리틀 히어로|베스트셀러|카페 느와르|비단구두|블랙&화이트"
42.0,석조저택 살인사건,20156708,2017.5.9,"2,829,106,886",0.3%,"2,829,106,886","353,517","353,517",539,"17,925",한국,한국,주식회사 영화사다,씨네그루(주)키다리이엔티,15세이상관람가,스릴러,1,"정식,김휘",김휘,10003489.0,남자,감독,석조저택 살인사건|괴물들|퇴마: 무녀굴|이웃사람|시체가 돌아왔다|댄싱퀸|7광구|심야의 F.M.|하모니|해운대|색즉시공 시즌2|무서운 이야기 2|무서운 이야기2 '사고',정식,정식,정식,10061563.0,남자,감독,"석조저택 살인사건|미쓰GO|기담|야수와 미녀|올드보이|보스 상륙 작전(Boss X File)|복수는 나의 것|믿거나 말거나, 찬드라의 경우|쓰리 몬스터","황인아,고수,김주혁,문성근,박성웅,임화영,임태훈,전민,신영진,신영진,정우식,정유빈,조원진,조유찬,조한별,이대영,이유진,이유진,이자은,이정섭,이주연,이주연,이주현,홍의정,황재욱,고민우,한지은,고우림,이신성,배유리",황인아,법정 방청객,20303249.0,여자,배우,석조저택 살인사건
138.0,"컴, 투게더",20167148,2017.5.11,"17,261,200",0.0%,"18,125,100","2,233","2,379",16,337,한국,한국,비아신 픽처스,"스토리 너머,파인스토리",15세이상관람가,드라마,1,신동일,신동일,20111178.0,남자,감독,"컴, 투게더|반두비|빗자루, 금붕어 되다|나의 친구, 그의 아내|방문자|진실을 위하여|노이로제|신성가족|기억속에서 나는 |시선 너머",한지수,한지수,한지수,20238549.0,남자,감독,"컴, 투게더|기로|캠핑|동승(同乘)|그건 알아주셔야 됩니다|제15회 미쟝센 단편영화제 희극지왕 2|FoFF 2017 - 단편1","이혜은,임형국,채빈,정호익,오정우,유현종,이나영,이동규,이상희,한경현,한성연,홍준기,김재록,이봄,송영학,우기홍",이혜은,,10058195.0,여자,배우,"컴, 투게더|그랑프리|두 얼굴의 여친|그해 여름|엄마|빨간 피터의 고백|춘향뎐(春香傳)|인정사정 볼 것 없다|파란대문|코르셋|파출부, 아니다"
81.0,길,20174644,2017.5.11,"76,854,600",0.0%,"76,854,600","17,222","17,222",72,674,한국,한국,(주)블루블랙,(주)더블앤조이픽쳐스,12세이상관람가,드라마,1,정인봉,정인봉,10062136.0,남자,감독,질투의 역사|길|기다리다 미쳐|순애,"정인봉, 김승원",정인봉,정인봉,10062136.0,남자,감독,질투의 역사|길|기다리다 미쳐|순애,"김혜자,송재호,허진,온주완,최인희,이민아,이재영",김혜자,,10006390.0,여자,배우,길|개를 훔치는 완벽한 방법|마더|마요네즈|만추
30.0,불한당: 나쁜 놈들의 세상,20164844,2017.5.17,"7,587,004,625",0.8%,"7,587,004,625","939,535","939,535",860,"37,913",한국,한국,"씨제이이앤엠(주),(주)바른손",씨제이이앤엠(주),청소년관람불가,"범죄,액션,드라마",0,변성현,변성현,10031356.0,남자,감독,킹메이커 : 선거판의 여우|불한당: 나쁜 놈들의 세상|나의 PS 파트너 |청춘그루브|리얼,"김민수, 변성현",김민수,김민수,20293189.0,남자,감독,킹메이커 : 선거판의 여우|더러운 돈에 손대지 마라|불한당: 나쁜 놈들의 세상,"설경구,임시완,김희원,전혜진,이경영,김성오,허준호,박정주,박지호,박형우,임효은,정기욱,주현수,윤준희,최형욱,이미소,이시훈,이영호,이은비,이인규,이정우,이정호,김말구,문지윤,박수영,양현민,최준영",설경구,,10035772.0,남자,배우,퍼펙트맨|킹메이커 : 선거판의 여우|자산어보|생일|우상|1987|니 부모 얼굴이 보고 싶다|살인자의 기억법 : 새로운 기억|살인자의 기억법|불한당: 나쁜 놈들의 세상|루시드 드림|조작|서부전선|나의 독재자|소원|감시자들|스파이|타워|해결사|용서는 없다|여행자|내 사랑 내 곁에|해운대|강철중: 공공의 적 1-1|싸움|그놈 목소리|열혈남아|사랑을 놓치다|공공의 적 2|역도산|실미도|영매-산자와 죽은자의 화해|광복절 특사|오아시스|공공의 적|나도 아내가 있었으면 좋겠다|단적비연수|새는 폐곡선을 그린다|박하사탕|송어|유령|처녀들의 저녁식사|카멜리아
