,상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회
1946,2018-11-21,03관,"06:45,  보헤미안 랩소디(디지털),  7,000원","09:30,  보헤미안 랩소디(디지털),  10,000원","12:15,  보헤미안 랩소디(디지털),  10,000원","15:00,  보헤미안 랩소디(디지털),  11,000원","17:45,  보헤미안 랩소디(디지털),  11,000원","20:30,  보헤미안 랩소디(디지털),  11,000원","23:15,  보헤미안 랩소디(디지털),  10,000원","26:00,  보헤미안 랩소디(디지털),  9,000원",,,,
1947,2018-11-21,04관(SCREENX),"07:25,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  6,000원","10:10,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  7,000원","12:55,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  7,000원","15:40,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  8,000원","18:25,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  9,000원","21:10,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  9,000원","24:15,  보헤미안 랩소디(ScreenX),  7,000원","27:00,  보헤미안 랩소디(ScreenX),  7,000원",,,,
1948,2018-11-21,05관,"07:00,  완벽한 타인(디지털),  7,000원","09:25,  완벽한 타인(디지털),  10,000원","11:50,  완벽한 타인(디지털),  10,000원","14:15,  완벽한 타인(디지털),  11,000원","16:40,  완벽한 타인(디지털),  11,000원","19:05,  완벽한 타인(디지털),  11,000원","21:30,  완벽한 타인(디지털),  11,000원","24:00,  완벽한 타인(디지털),  10,000원","26:25,  완벽한 타인(디지털),  9,000원",,,
1949,2018-11-21,06관,"06:30,  신비한 동물들과 그린델왈드의 범죄(디지털),  7,000원","09:15,  신비한 동물들과 그린델왈드의 범죄(디지털),  7,000원","12:00,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","14:45,  신비한 동물들과 그린델왈드의 범죄(디지털),  9,500원","17:30,  신비한 동물들과 그린델왈드의 범죄(디지털),  11,000원","20:15,  신비한 동물들과 그린델왈드의 범죄(디지털),  11,000원","23:00,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","25:45,  신비한 동물들과 그린델왈드의 범죄(디지털),  9,000원","28:30,  신비한 동물들과 그린델왈드의 범죄(디지털),  0원",,,
1950,2018-11-22,01관,"08:20,  신비한 동물들과 그린델왈드의 범죄(디지털),  7,000원","11:05,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","13:50,  신비한 동물들과 그린델왈드의 범죄(디지털),  11,000원","16:35,  신비한 동물들과 그린델왈드의 범죄(디지털),  11,000원","19:20,  신비한 동물들과 그린델왈드의 범죄(디지털),  11,000원","22:05,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","24:50,  신비한 동물들과 그린델왈드의 범죄(디지털),  9,000원","27:35,  신비한 동물들과 그린델왈드의 범죄(디지털),  9,000원",,,,
1951,2018-11-22,02관,"07:30,  성난황소(디지털),  7,000원","09:55,  툴리(디지털),  7,000원","12:00,  번 더 스테이지: 더 무비(디지털),  10,000원","14:00,  성난황소(디지털),  11,000원","16:25,  툴리(디지털),  10,000원","18:30,  번 더 스테이지: 더 무비(디지털),  11,000원","20:25,  성난황소(디지털),  11,000원","22:50,  툴리(디지털),  10,000원","25:00,  성난황소(디지털),  9,000원","27:25,  툴리(디지털),  6,000원",,
1952,2018-11-22,03관,"06:45,  보헤미안 랩소디(디지털),  7,000원","09:30,  보헤미안 랩소디(디지털),  9,000원","12:15,  보헤미안 랩소디(디지털),  10,000원","15:00,  보헤미안 랩소디(디지털),  11,000원","17:45,  보헤미안 랩소디(디지털),  11,000원","20:30,  보헤미안 랩소디(디지털),  10,000원","23:15,  보헤미안 랩소디(디지털),  10,000원","26:00,  신비한 동물들과 그린델왈드의 범죄(디지털),  9,000원",,,,
1953,2018-11-22,04관(SCREENX),"07:00,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  6,000원","09:45,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  6,000원","12:30,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  7,000원","15:15,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  8,000원","18:00,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  9,000원","20:45,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  9,000원","23:30,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  8,000원","26:15,  보헤미안 랩소디(ScreenX),  7,000원",,,,
1954,2018-11-22,05관,"06:30,  완벽한 타인(디지털),  7,000원","08:55,  완벽한 타인(디지털),  7,000원","11:20,  완벽한 타인(디지털),  10,000원","13:45,  완벽한 타인(디지털),  11,000원","16:10,  완벽한 타인(디지털),  11,000원","18:35,  완벽한 타인(디지털),  11,000원","21:00,  완벽한 타인(디지털),  11,000원","23:25,  완벽한 타인(디지털),  10,000원","25:50,  완벽한 타인(디지털),  9,000원","28:15,  완벽한 타인(디지털),  9,000원",,
1955,2018-11-22,06관,"08:05,  번 더 스테이지: 더 무비(디지털),  7,000원","10:00,  번 더 스테이지: 더 무비(디지털),  7,000원","11:50,  나츠메 우인장: 세상과 연을 맺다(디지털),  10,000원","14:05,  번 더 스테이지: 더 무비(디지털),  11,000원","16:00,  번 더 스테이지: 더 무비(디지털),  11,000원","17:55,  나츠메 우인장: 세상과 연을 맺다(디지털),  11,000원","20:10,  번 더 스테이지: 더 무비(디지털),  11,000원","22:10,  보헤미안 랩소디(디지털),  10,000원","24:55,  보헤미안 랩소디(디지털),  9,000원","27:40,  보헤미안 랩소디(디지털),  9,000원",,
1956,2018-11-23,01관,"08:20,  신비한 동물들과 그린델왈드의 범죄(디지털),  8,000원","11:05,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","13:50,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","16:35,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","19:20,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","22:05,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","24:50,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","27:35,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원",,,,
1957,2018-11-23,02관,"07:30,  성난황소(디지털),  8,000원","09:55,  툴리(디지털),  8,000원","12:00,  번 더 스테이지: 더 무비(디지털),  12,000원","14:00,  성난황소(디지털),  12,000원","16:25,  툴리(디지털),  12,000원","18:30,  번 더 스테이지: 더 무비(디지털),  11,000원","20:25,  성난황소(디지털),  11,000원","22:50,  툴리(디지털),  12,000원","25:00,  성난황소(디지털),  10,000원","27:25,  툴리(디지털),  6,000원",,
1958,2018-11-23,03관,"07:00,  보헤미안 랩소디(디지털),  6,000원","09:45,  보헤미안 랩소디(디지털),  9,000원","12:30,  보헤미안 랩소디(디지털),  12,000원","15:15,  보헤미안 랩소디(디지털),  12,000원","18:00,  보헤미안 랩소디(디지털),  12,000원","20:45,  보헤미안 랩소디(디지털),  12,000원","23:30,  보헤미안 랩소디(디지털),  12,000원","26:15,  보헤미안 랩소디(디지털),  10,000원",,,,
1959,2018-11-23,04관(SCREENX),"06:45,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  7,000원","09:30,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  7,000원","12:15,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  10,000원","15:00,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  10,000원","17:45,  보헤미안 랩소디(ScreenX),  10,000원","20:30,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  10,000원","23:15,  보헤미안 랩소디(ScreenX),  10,000원","26:00,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  9,000원",,,,
1960,2018-11-23,05관,"08:35,  완벽한 타인(디지털),  10,000원","11:00,  완벽한 타인(디지털),  12,000원","13:25,  완벽한 타인(디지털),  12,000원","15:50,  완벽한 타인(디지털),  12,000원","18:15,  완벽한 타인(디지털),  12,000원","20:40,  완벽한 타인(디지털),  12,000원","23:05,  완벽한 타인(디지털),  12,000원","25:30,  완벽한 타인(디지털),  10,000원","27:55,  완벽한 타인(디지털),  10,000원",,,
1961,2018-11-23,06관,"08:00,  번 더 스테이지: 더 무비(디지털),  8,000원","10:00,  번 더 스테이지: 더 무비(디지털),  8,000원","11:55,  나츠메 우인장: 세상과 연을 맺다(디지털),  12,000원","14:10,  번 더 스테이지: 더 무비(디지털),  12,000원","16:05,  번 더 스테이지: 더 무비(디지털),  12,000원","18:00,  나츠메 우인장: 세상과 연을 맺다(디지털),  11,000원","20:15,  번 더 스테이지: 더 무비(디지털),  12,000원","22:10,  보헤미안 랩소디(디지털),  12,000원","24:55,  보헤미안 랩소디(디지털),  10,000원","27:40,  보헤미안 랩소디(디지털),  10,000원",,
1962,2018-11-24,01관,"08:20,  신비한 동물들과 그린델왈드의 범죄(디지털),  8,000원","11:05,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","13:50,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","16:35,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","19:20,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","22:05,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","24:50,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","27:35,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원",,,,
1963,2018-11-24,02관,"07:30,  성난황소(디지털),  10,000원","09:55,  툴리(디지털),  8,000원","12:00,  번 더 스테이지: 더 무비(디지털),  11,000원","14:00,  성난황소(디지털),  12,000원","16:25,  툴리(디지털),  12,000원","18:30,  번 더 스테이지: 더 무비(디지털),  12,000원","20:25,  성난황소(디지털),  12,000원","22:50,  툴리(디지털),  12,000원","25:00,  성난황소(디지털),  10,000원","27:25,  보헤미안 랩소디(디지털),  10,000원",,
1964,2018-11-24,03관,"06:45,  보헤미안 랩소디(디지털),  8,000원","09:30,  보헤미안 랩소디(디지털),  9,000원","12:15,  보헤미안 랩소디(디지털),  12,000원","15:00,  보헤미안 랩소디(디지털),  12,000원","17:45,  보헤미안 랩소디(디지털),  12,000원","20:30,  보헤미안 랩소디(디지털),  12,000원","23:15,  보헤미안 랩소디(디지털),  11,000원","26:00,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원",,,,
1965,2018-11-24,04관(SCREENX),"07:00,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  6,000원","09:45,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  7,000원","12:30,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  10,000원","15:15,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  10,000원","18:00,  보헤미안 랩소디(ScreenX),  10,000원","20:45,  보헤미안 랩소디(ScreenX),  10,000원","23:30,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  10,000원","26:15,  보헤미안 랩소디(ScreenX),  9,000원",,,,
1966,2018-11-24,05관,"08:35,  완벽한 타인(디지털),  8,000원","11:00,  완벽한 타인(디지털),  12,000원","13:25,  번 더 스테이지: 더 무비(디지털),  12,000원","15:30,  완벽한 타인(디지털),  12,000원","17:55,  완벽한 타인(디지털),  12,000원","20:20,  완벽한 타인(디지털),  12,000원","22:45,  완벽한 타인(디지털),  12,000원","25:10,  보헤미안 랩소디(디지털),  10,000원","27:55,  완벽한 타인(디지털),  10,000원",,,
1967,2018-11-24,06관,"08:00,  번 더 스테이지: 더 무비(디지털),  8,000원","10:00,  번 더 스테이지: 더 무비(디지털),  8,000원","11:55,  툴리(디지털),  12,000원","14:05,  나츠메 우인장: 세상과 연을 맺다(디지털),  12,000원","16:20,  번 더 스테이지: 더 무비(디지털),  12,000원","18:20,  성난황소(디지털),  12,000원","20:50,  성난황소(디지털),  12,000원","23:15,  완벽한 타인(디지털),  12,000원","25:40,  완벽한 타인(디지털),  10,000원","28:05,  성난황소(디지털),  10,000원",,
1968,2018-11-25,01관,"07:00,  신비한 동물들과 그린델왈드의 범죄(디지털),  8,000원","09:45,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","12:30,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","15:20,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","18:10,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","21:00,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","23:45,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","26:30,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원",,,,
1969,2018-11-25,02관,"08:00,  번 더 스테이지: 더 무비(디지털),  8,000원","10:00,  번 더 스테이지: 더 무비(디지털),  8,000원","12:00,  번 더 스테이지: 더 무비(디지털),  12,000원","14:00,  번 더 스테이지: 더 무비(디지털),  12,000원","16:00,  번 더 스테이지: 더 무비(디지털),  12,000원","18:00,  번 더 스테이지: 더 무비(디지털),  12,000원","19:55,  성난황소(디지털),  12,000원","22:20,  보헤미안 랩소디(디지털),  12,000원","25:05,  보헤미안 랩소디(디지털),  10,000원","27:50,  보헤미안 랩소디(디지털),  10,000원",,
1970,2018-11-25,03관,"06:45,  보헤미안 랩소디(디지털),  10,000원","09:30,  보헤미안 랩소디(디지털),  10,000원","12:15,  보헤미안 랩소디(디지털),  12,000원","15:00,  보헤미안 랩소디(디지털),  12,000원","17:45,  보헤미안 랩소디(디지털),  12,000원","20:30,  보헤미안 랩소디(디지털),  12,000원","23:15,  보헤미안 랩소디(디지털),  12,000원","26:00,  보헤미안 랩소디(디지털),  10,000원",,,,
1971,2018-11-25,04관(SCREENX),"07:50,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  7,000원","10:35,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  10,000원","13:20,  보헤미안 랩소디(ScreenX),  10,000원","16:05,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  10,000원","18:50,  보헤미안 랩소디(ScreenX),  10,000원","21:35,  보헤미안 랩소디(ScreenX),  10,000원","24:20,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  9,000원","27:05,  보헤미안 랩소디(ScreenX),  9,000원",,,,
1972,2018-11-25,05관,"07:30,  완벽한 타인(디지털),  8,000원","09:55,  완벽한 타인(디지털),  10,000원","12:20,  완벽한 타인(디지털),  12,000원","14:45,  완벽한 타인(디지털),  12,000원","17:10,  완벽한 타인(디지털),  12,000원","19:35,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","22:20,  완벽한 타인(디지털),  12,000원","24:45,  완벽한 타인(디지털),  10,000원","27:10,  완벽한 타인(디지털),  10,000원",,,
1973,2018-11-25,06관,"07:10,  성난황소(디지털),  10,000원","09:35,  툴리(디지털),  8,000원","11:40,  성난황소(디지털),  12,000원","14:10,  나츠메 우인장: 세상과 연을 맺다(디지털),  12,000원","16:25,  툴리(디지털),  12,000원","18:30,  성난황소(디지털),  12,000원","20:55,  툴리(디지털),  12,000원","23:00,  성난황소(디지털),  12,000원","25:25,  툴리(디지털),  6,000원","27:30,  성난황소(디지털),  10,000원",,
1974,2018-11-26,01관,"07:10,  신비한 동물들과 그린델왈드의 범죄(디지털),  7,000원","09:55,  신비한 동물들과 그린델왈드의 범죄(디지털),  9,000원","12:40,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","15:25,  신비한 동물들과 그린델왈드의 범죄(디지털),  11,000원","18:10,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","20:55,  신비한 동물들과 그린델왈드의 범죄(디지털),  11,000원","23:40,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","26:25,  신비한 동물들과 그린델왈드의 범죄(디지털),  9,000원",,,,
1975,2018-11-26,02관,"08:00,  번 더 스테이지: 더 무비(디지털),  7,000원","09:50,  번 더 스테이지: 더 무비(디지털),  7,000원","11:40,  번 더 스테이지: 더 무비(디지털),  10,000원","13:30,  번 더 스테이지: 더 무비(디지털),  11,000원","15:20,  번 더 스테이지: 더 무비(디지털),  11,000원","17:10,  번 더 스테이지: 더 무비(디지털),  11,000원","19:00,  번 더 스테이지: 더 무비(디지털),  11,000원","20:50,  완벽한 타인(디지털),  11,000원","23:15,  성난황소(디지털),  10,000원","25:50,  완벽한 타인(디지털),  9,000원",,
1976,2018-11-26,03관,"06:50,  보헤미안 랩소디(디지털),  7,000원","09:35,  보헤미안 랩소디(디지털),  9,000원","12:20,  보헤미안 랩소디(디지털),  9,000원","15:05,  보헤미안 랩소디(디지털),  11,000원","17:50,  보헤미안 랩소디(디지털),  11,000원","20:35,  보헤미안 랩소디(디지털),  11,000원","23:20,  보헤미안 랩소디(디지털),  10,000원","26:05,  보헤미안 랩소디(디지털),  10,000원",,,,
1977,2018-11-26,04관(SCREENX),"08:10,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  6,000원","10:55,  보헤미안 랩소디(ScreenX),  7,000원","13:40,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  8,000원","16:25,  보헤미안 랩소디(ScreenX),  9,000원","19:10,  보헤미안 랩소디(ScreenX),  9,000원","21:55,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  9,000원","24:40,  보헤미안 랩소디(ScreenX),  7,000원","27:25,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  7,000원",,,,
1978,2018-11-26,05관,"07:20,  완벽한 타인(디지털),  7,000원","09:45,  완벽한 타인(디지털),  9,000원","12:10,  완벽한 타인(디지털),  10,000원","14:35,  완벽한 타인(디지털),  11,000원","17:00,  완벽한 타인(디지털),  11,000원","19:25,  완벽한 타인(디지털),  11,000원","21:50,  완벽한 타인(디지털),  11,000원","24:15,  완벽한 타인(디지털),  10,000원","26:40,  완벽한 타인(디지털),  9,000원",,,
1979,2018-11-26,06관,"07:30,  성난황소(디지털),  7,000원","09:55,  툴리(디지털),  7,000원","12:00,  성난황소(디지털),  10,000원","14:25,  나츠메 우인장: 세상과 연을 맺다(디지털),  9,000원","16:40,  성난황소(디지털),  10,000원","19:05,  툴리(디지털),  11,000원","21:10,  성난황소(디지털),  11,000원","23:35,  툴리(디지털)","25:40,  성난황소(디지털),  10,000원",,,
1980,2018-11-27,01관,"06:20,  신비한 동물들과 그린델왈드의 범죄(디지털),  7,000원","09:00,  신비한 동물들과 그린델왈드의 범죄(디지털),  7,000원","11:40,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","14:40,  신비한 동물들과 그린델왈드의 범죄(디지털),  11,000원","17:25,  신비한 동물들과 그린델왈드의 범죄(디지털),  11,000원","20:10,  신비한 동물들과 그린델왈드의 범죄(디지털),  11,000원","22:55,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","25:40,  신비한 동물들과 그린델왈드의 범죄(디지털),  9,000원",,,,
1981,2018-11-27,02관,"06:30,  번 더 스테이지: 더 무비(디지털),  7,000원","08:25,  번 더 스테이지: 더 무비(디지털),  7,000원","10:20,  번 더 스테이지: 더 무비(디지털),  8,000원","12:15,  번 더 스테이지: 더 무비(디지털),  10,000원","14:55,  번 더 스테이지: 더 무비(디지털),  11,000원","16:55,  번 더 스테이지: 더 무비(디지털),  11,000원","18:50,  번 더 스테이지: 더 무비(디지털),  11,000원","20:45,  성난황소(디지털),  11,000원","23:15,  완벽한 타인(디지털),  10,000원","25:45,  완벽한 타인(디지털),  10,000원",,
1982,2018-11-27,03관,"06:10,  보헤미안 랩소디(디지털),  7,000원","08:50,  보헤미안 랩소디(디지털),  7,000원","11:35,  보헤미안 랩소디(디지털),  10,000원","14:30,  보헤미안 랩소디(디지털),  11,000원","17:15,  보헤미안 랩소디(디지털),  11,000원","20:00,  보헤미안 랩소디(디지털),  11,000원","22:45,  보헤미안 랩소디(디지털),  10,000원","25:30,  보헤미안 랩소디(디지털),  9,000원","28:15,  보헤미안 랩소디(디지털),  9,000원",,,
1983,2018-11-27,04관(SCREENX),"07:20,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  6,000원","10:05,  보헤미안 랩소디(ScreenX),  7,000원","15:10,  보헤미안 랩소디(ScreenX),  8,000원","18:10,  보헤미안 랩소디(ScreenX),  9,000원","21:10,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  9,000원","24:00,  보헤미안 랩소디(ScreenX),  8,000원","26:45,  신비한 동물들과 그린델왈드의 범죄(ScreenX),  7,000원",,,,,
1984,2018-11-27,05관,"07:00,  완벽한 타인(디지털),  7,000원","09:30,  번 더 스테이지: 더 무비(디지털),  7,000원","11:50,  완벽한 타인(디지털),  10,000원","14:35,  완벽한 타인(디지털),  11,000원","17:00,  완벽한 타인(디지털),  11,000원","19:25,  완벽한 타인(디지털),  11,000원","21:50,  완벽한 타인(디지털),  11,000원","24:15,  완벽한 타인(디지털),  9,000원","26:40,  완벽한 타인(디지털),  10,000원",,,
1985,2018-11-27,06관,"06:40,  성난황소(디지털),  7,000원","09:20,  툴리(디지털),  7,000원","11:30,  성난황소(디지털),  10,000원","14:45,  툴리(디지털),  11,000원","16:50,  나츠메 우인장: 세상과 연을 맺다(디지털),  11,000원","19:05,  성난황소(디지털),  11,000원","21:30,  툴리(디지털),  11,000원","23:35,  성난황소(디지털),  10,000원","26:00,  성난황소(디지털),  9,000원",,,
1986,2018-11-28,01관,"06:30,  국가부도의 날(디지털),  7,000원","08:55,  국가부도의 날(디지털),  7,000원","11:20,  국가부도의 날(디지털),  10,000원","13:45,  국가부도의 날(디지털),  11,000원","16:10,  국가부도의 날(디지털),  11,000원","18:35,  국가부도의 날(디지털),  10,000원","21:00,  국가부도의 날(디지털),  10,000원","23:35,  국가부도의 날(디지털),  10,000원","26:05,  국가부도의 날(디지털),  9,000원","28:30,  국가부도의 날(디지털),  9,000원",,
1987,2018-11-28,02관,"06:10,  후드(디지털),  7,000원","08:35,  후드(디지털),  8,000원","11:00,  후드(디지털),  10,000원","13:25,  후드(디지털),  11,000원","15:50,  후드(디지털),  11,000원","18:15,  후드(디지털),  9,000원","20:40,  후드(디지털),  8,000원","23:05,  후드(디지털),  10,000원","25:30,  후드(디지털),  8,000원","28:10,  후드(디지털),  9,000원",,
1988,2018-11-28,03관,"08:30,  보헤미안 랩소디(디지털),  9,000원","11:15,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","14:10,  보헤미안 랩소디(디지털),  11,000원","17:00,  신비한 동물들과 그린델왈드의 범죄(디지털),  9,000원","19:45,  보헤미안 랩소디(디지털),  9,000원","22:30,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","25:10,  보헤미안 랩소디(디지털),  9,000원","27:50,  보헤미안 랩소디(디지털),  9,000원",,,,
1989,2018-11-28,04관(SCREENX),"07:00,  보헤미안 랩소디(ScreenX),  9,000원","09:45,  보헤미안 랩소디(ScreenX),  9,000원","12:30,  보헤미안 랩소디(ScreenX),  10,000원","15:15,  보헤미안 랩소디(ScreenX),  10,000원","18:00,  보헤미안 랩소디(ScreenX),  10,000원","20:45,  보헤미안 랩소디(ScreenX),  10,000원","23:30,  보헤미안 랩소디(ScreenX),  10,000원","26:15,  보헤미안 랩소디(ScreenX),  10,000원",,,,
1990,2018-11-28,05관,"06:45,  신비한 동물들과 그린델왈드의 범죄(디지털),  7,000원","09:30,  번 더 스테이지: 더 무비(디지털),  7,500원","11:30,  번 더 스테이지: 더 무비(디지털),  10,000원","13:30,  툴리(디지털),  7,000원","15:40,  번 더 스테이지: 더 무비(디지털),  11,000원","17:35,  국가부도의 날(디지털),  10,000원","20:00,  국가부도의 날(디지털),  10,000원","22:25,  국가부도의 날(디지털),  10,000원","24:50,  국가부도의 날(디지털),  10,000원","27:15,  국가부도의 날(디지털),  9,000원",,
1991,2018-11-28,06관,"07:30,  성난황소(디지털),  7,000원","09:55,  국가부도의 날(디지털),  9,000원","12:20,  성난황소(디지털),  10,000원","14:45,  국가부도의 날(디지털),  11,000원","17:10,  일곱 개의 대죄 : 천공의 포로(디지털),  5,000원","19:20,  성난황소(디지털),  8,000원","21:45,  완벽한 타인(디지털),  11,000원","24:10,  성난황소(디지털),  9,000원","26:35,  성난황소(디지털),  9,000원",,,
1992,2018-11-29,01관,"08:00,  국가부도의 날(디지털),  10,000원","10:25,  국가부도의 날(디지털),  10,000원","12:50,  국가부도의 날(디지털),  10,000원","15:15,  국가부도의 날(디지털),  11,000원","17:40,  국가부도의 날(디지털),  11,000원","20:05,  국가부도의 날(디지털),  11,000원","22:30,  국가부도의 날(디지털),  10,000원","24:55,  국가부도의 날(디지털),  9,000원","27:25,  국가부도의 날(디지털),  9,000원",,,
1993,2018-11-29,02관,"07:35,  후드(디지털),  7,000원","10:00,  후드(디지털),  7,000원","12:25,  후드(디지털),  10,000원","14:50,  후드(디지털),  11,000원","17:15,  후드(디지털),  11,000원","19:40,  후드(디지털),  11,000원","22:05,  후드(디지털),  10,000원","24:35,  완벽한 타인(디지털),  10,000원","27:15,  완벽한 타인(디지털),  9,000원",,,
1994,2018-11-29,03관,"08:10,  보헤미안 랩소디(디지털),  9,000원","10:55,  보헤미안 랩소디(디지털),  10,000원","13:40,  보헤미안 랩소디(디지털),  11,000원","16:25,  보헤미안 랩소디(디지털),  11,000원","19:10,  보헤미안 랩소디(디지털),  11,000원","21:55,  보헤미안 랩소디(디지털),  11,000원","24:40,  보헤미안 랩소디(디지털),  10,000원","27:30,  보헤미안 랩소디(디지털),  9,000원",,,,
1995,2018-11-29,04관(SCREENX),"06:50,  보헤미안 랩소디(ScreenX),  6,000원","09:40,  보헤미안 랩소디(ScreenX),  6,000원","12:30,  보헤미안 랩소디(ScreenX),  7,000원","15:15,  보헤미안 랩소디(ScreenX),  8,000원","18:00,  보헤미안 랩소디(ScreenX),  9,000원","20:45,  보헤미안 랩소디(ScreenX),  9,000원","23:30,  보헤미안 랩소디(ScreenX),  8,000원","26:15,  보헤미안 랩소디(ScreenX),  7,000원",,,,
1996,2018-11-29,05관,"07:20,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","10:05,  번 더 스테이지: 더 무비(디지털),  10,000원","12:00,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","14:45,  번 더 스테이지: 더 무비(디지털),  11,000원","16:40,  신비한 동물들과 그린델왈드의 범죄(디지털),  11,000원","19:25,  번 더 스테이지: 더 무비(디지털),  11,000원","21:20,  국가부도의 날(디지털),  11,000원","23:45,  국가부도의 날(디지털),  10,000원","26:10,  국가부도의 날(디지털),  9,000원","28:35,  국가부도의 날(디지털),  9,000원",,
1997,2018-11-29,06관,"06:20,  완벽한 타인(디지털),  10,000원","08:45,  일곱 개의 대죄 : 천공의 포로(디지털)","10:55,  성난황소(디지털),  10,000원","13:20,  일곱 개의 대죄 : 천공의 포로(디지털),  11,000원","15:30,  나츠메 우인장: 세상과 연을 맺다(디지털),  11,000원","17:45,  일곱 개의 대죄 : 천공의 포로(디지털),  11,000원","19:55,  툴리(디지털),  9,000원","22:00,  성난황소(디지털),  11,000원","24:25,  성난황소(디지털),  9,000원","26:50,  성난황소(디지털),  10,000원",,
1998,2018-11-30,01관,"08:30,  국가부도의 날(디지털),  9,000원","10:55,  국가부도의 날(디지털),  12,000원","13:20,  국가부도의 날(디지털),  12,000원","15:45,  국가부도의 날(디지털),  12,000원","18:10,  국가부도의 날(디지털),  12,000원","20:35,  국가부도의 날(디지털),  12,000원","23:00,  국가부도의 날(디지털),  12,000원","25:25,  국가부도의 날(디지털),  10,000원","27:50,  국가부도의 날(디지털),  10,000원",,,
1999,2018-11-30,02관,"07:20,  후드(디지털),  8,000원","09:45,  후드(디지털),  9,000원","12:10,  후드(디지털),  12,000원","14:35,  후드(디지털),  12,000원","17:00,  일곱 개의 대죄 : 천공의 포로(디지털),  10,000원","19:10,  후드(디지털),  11,000원","21:35,  후드(디지털),  12,000원","24:00,  후드(디지털),  12,000원","26:25,  완벽한 타인(디지털),  10,000원",,,
