,상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회
1069,2018-06-28,02관,"08:00,  쥬라기 월드: 폴른 킹덤(디지털)","10:35,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원","13:10,  시카리오: 데이 오브 솔다도(디지털),  11,000원","15:40,  쥬라기 월드: 폴른 킹덤(디지털),  11,000원","18:15,  시카리오: 데이 오브 솔다도(디지털),  11,000원","20:45,  쥬라기 월드: 폴른 킹덤(디지털),  11,000원","23:20,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원","25:55,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","28:30,  쥬라기 월드: 폴른 킹덤(디지털)",,,
1070,2018-06-28,03관,"08:20,  탐정: 리턴즈(디지털),  7,000원","10:45,  탐정: 리턴즈(디지털),  10,000원","13:10,  탐정: 리턴즈(디지털),  11,000원","15:35,  탐정: 리턴즈(디지털),  11,000원","18:00,  탐정: 리턴즈(디지털),  11,000원","20:25,  탐정: 리턴즈(디지털),  11,000원","23:00,  탐정: 리턴즈(디지털),  10,000원","25:35,  탐정: 리턴즈(디지털),  9,000원","28:15,  탐정: 리턴즈(디지털),  9,000원",,,
1071,2018-06-28,04관(SCREENX),"06:30,  허스토리(디지털),  6,000원","09:00,  독전(디지털),  7,000원","11:35,  미드나잇 선(디지털),  10,000원","13:35,  독전(디지털),  11,000원","16:10,  허스토리(디지털),  11,000원",,"22:25,  허스토리(디지털),  10,000원","25:00,  독전(디지털),  9,000원","27:30,  쥬라기 월드: 폴른 킹덤(디지털),  9,000원",,,
1072,2018-06-28,05관,"07:30,  오션스8(디지털),  7,000원","09:50,  쥬라기 월드: 폴른 킹덤(디지털),  7,500원","12:25,  오션스8(디지털),  10,000원","14:45,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원","17:20,  오션스8(디지털),  11,000원","19:40,  쥬라기 월드: 폴른 킹덤(디지털),  11,000원","22:15,  오션스8(디지털),  10,000원","24:40,  쥬라기 월드: 폴른 킹덤(디지털),  9,000원","27:20,  오션스8(디지털),  9,000원",,,
1073,2018-06-28,06관,"06:50,  시카리오: 데이 오브 솔다도(디지털),  7,000원","09:20,  허스토리(디지털),  9,000원","11:50,  시카리오: 데이 오브 솔다도(디지털),  10,000원","14:20,  허스토리(디지털),  11,000원","16:50,  시카리오: 데이 오브 솔다도(디지털),  11,000원","19:25,  허스토리(디지털),  11,000원","22:00,  시카리오: 데이 오브 솔다도(디지털),  11,000원","24:30,  허스토리(디지털),  9,000원","27:00,  시카리오: 데이 오브 솔다도(디지털),  9,000원",,,
1074,2018-06-29,01관,"07:30,  마녀(디지털),  8,000원","10:05,  마녀(디지털),  12,000원","12:40,  마녀(디지털),  11,000원","15:15,  마녀(디지털),  12,000원","18:00,  마녀(디지털),  12,000원","20:35,  마녀(디지털),  12,000원","23:10,  마녀(디지털),  12,000원","25:45,  마녀(디지털),  10,000원","28:20,  마녀(디지털),  10,000원",,,
1075,2018-06-29,02관,"08:00,  허스토리(디지털),  8,000원","10:40,  허스토리(디지털),  12,000원","13:10,  허스토리(디지털),  12,000원","16:00,  탐정: 리턴즈(디지털),  12,000원","18:35,  탐정: 리턴즈(디지털),  12,000원","21:00,  탐정: 리턴즈(디지털),  12,000원","23:25,  허스토리(디지털),  12,000원","26:00,  허스토리(디지털)","28:30,  허스토리(디지털),  8,000원",,,
1076,2018-06-29,03관,"07:50,  탐정: 리턴즈(디지털),  8,000원","10:15,  탐정: 리턴즈(디지털),  12,000원","12:45,  탐정: 리턴즈(디지털),  12,000원","15:10,  탐정: 리턴즈(디지털),  12,000원","17:35,  탐정: 리턴즈(디지털),  12,000원","20:10,  탐정: 리턴즈(디지털),  12,000원","22:35,  탐정: 리턴즈(디지털),  12,000원","25:00,  탐정: 리턴즈(디지털),  10,000원","27:25,  탐정: 리턴즈(디지털),  10,000원",,,
1077,2018-06-29,04관(SCREENX),"07:00,  오션스8(디지털),  8,000원","09:20,  독전(디지털),  9,000원","11:50,  오션스8(디지털),  12,000원","14:10,  미드나잇 선(디지털),  11,000원","16:10,  독전(디지털),  12,000원","18:40,  오션스8(디지털),  12,000원","21:00,  독전(디지털),  12,000원","23:30,  오션스8(디지털),  12,000원","25:50,  오션스8(디지털),  10,000원","28:10,  오션스8(디지털),  10,000원",,
1078,2018-06-29,05관,"06:50,  쥬라기 월드: 폴른 킹덤(디지털)","09:35,  쥬라기 월드: 폴른 킹덤(디지털),  8,000원","12:10,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","14:45,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","17:20,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","19:55,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","22:40,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","25:15,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원","27:50,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원",,,
1079,2018-06-29,06관,"06:40,  시카리오: 데이 오브 솔다도(디지털),  8,000원","09:10,  시카리오: 데이 오브 솔다도(디지털),  9,000원","11:40,  시카리오: 데이 오브 솔다도(디지털),  12,000원","14:10,  시카리오: 데이 오브 솔다도(디지털),  12,000원","16:40,  시카리오: 데이 오브 솔다도(디지털),  12,000원","19:10,  시카리오: 데이 오브 솔다도(디지털),  12,000원","21:40,  시카리오: 데이 오브 솔다도(디지털),  12,000원","24:10,  시카리오: 데이 오브 솔다도(디지털),  10,000원","26:40,  시카리오: 데이 오브 솔다도(디지털),  10,000원",,,
1080,2018-06-30,01관,"07:50,  시카리오: 데이 오브 솔다도(디지털),  8,000원","10:20,  시카리오: 데이 오브 솔다도(디지털),  12,000원","12:50,  시카리오: 데이 오브 솔다도(디지털),  12,000원","15:25,  시카리오: 데이 오브 솔다도(디지털),  12,000원","17:55,  시카리오: 데이 오브 솔다도(디지털),  12,000원","20:25,  시카리오: 데이 오브 솔다도(디지털),  12,000원","22:55,  시카리오: 데이 오브 솔다도(디지털),  12,000원","25:35,  시카리오: 데이 오브 솔다도(디지털),  10,000원","28:05,  시카리오: 데이 오브 솔다도(디지털),  10,000원",,,
1081,2018-06-30,02관,"08:00,  탐정: 리턴즈(디지털),  8,000원","10:50,  허스토리(디지털),  12,000원","13:20,  허스토리(디지털),  12,000원","15:50,  허스토리(디지털),  12,000원","18:20,  허스토리(디지털),  12,000원","21:00,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","23:35,  허스토리(디지털),  12,000원","26:05,  허스토리(디지털),  10,000원","28:35,  허스토리(디지털),  10,000원",,,
1082,2018-06-30,03관,"06:40,  탐정: 리턴즈(디지털),  8,000원","09:05,  탐정: 리턴즈(디지털),  9,000원","11:30,  탐정: 리턴즈(디지털),  12,000원","13:55,  탐정: 리턴즈(디지털),  12,000원","16:20,  탐정: 리턴즈(디지털),  12,000원","18:45,  탐정: 리턴즈(디지털),  12,000원","21:10,  탐정: 리턴즈(디지털),  12,000원","23:35,  탐정: 리턴즈(디지털),  12,000원","26:00,  탐정: 리턴즈(디지털),  10,000원","28:25,  탐정: 리턴즈(디지털),  10,000원",,
1083,2018-06-30,04관(SCREENX),"07:30,  마녀(디지털),  9,000원","10:05,  마녀(디지털),  12,000원","12:40,  마녀(디지털),  12,000원","15:15,  탐정: 리턴즈(디지털),  12,000원","18:00,  마녀(디지털),  12,000원","20:35,  마녀(디지털),  12,000원","23:10,  마녀(디지털),  12,000원","25:45,  마녀(디지털),  10,000원","28:30,  마녀(디지털),  10,000원",,,
1084,2018-06-30,05관,"07:10,  쥬라기 월드: 폴른 킹덤(디지털),  8,000원","09:45,  쥬라기 월드: 폴른 킹덤(디지털),  9,000원","12:20,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","14:55,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","17:30,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","20:05,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","22:40,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","25:15,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원","27:50,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원",,,
1085,2018-06-30,06관,"06:30,  오션스8(디지털),  8,000원","08:50,  독전(디지털),  8,000원","11:20,  오션스8(디지털),  12,000원","13:40,  오션스8(디지털),  12,000원","16:10,  미드나잇 선(디지털),  12,000원","18:10,  오션스8(디지털),  12,000원","20:30,  독전(디지털),  12,000원","23:00,  오션스8(디지털),  12,000원","25:20,  오션스8(디지털),  10,000원","27:40,  오션스8(디지털),  10,000원",,
1086,2018-07-01,01관,"07:50,  시카리오: 데이 오브 솔다도(디지털),  8,000원","10:20,  시카리오: 데이 오브 솔다도(디지털),  12,000원","12:50,  시카리오: 데이 오브 솔다도(디지털),  12,000원","15:25,  시카리오: 데이 오브 솔다도(디지털),  12,000원","17:55,  시카리오: 데이 오브 솔다도(디지털),  12,000원","20:25,  시카리오: 데이 오브 솔다도(디지털),  12,000원","22:55,  시카리오: 데이 오브 솔다도(디지털),  12,000원","25:30,  시카리오: 데이 오브 솔다도(디지털),  9,000원","28:10,  시카리오: 데이 오브 솔다도(디지털),  9,000원",,,
1087,2018-07-01,02관,"08:20,  허스토리(디지털),  8,000원","10:50,  허스토리(디지털),  12,000원","13:30,  탐정: 리턴즈(디지털),  12,000원","15:55,  탐정: 리턴즈(디지털),  12,000원","18:20,  허스토리(디지털),  12,000원","21:00,  탐정: 리턴즈(디지털),  12,000원","23:30,  허스토리(디지털),  12,000원","26:00,  허스토리(디지털),  9,000원","28:30,  허스토리(디지털),  10,000원",,,
1088,2018-07-01,03관,"07:40,  탐정: 리턴즈(디지털),  8,000원","10:05,  탐정: 리턴즈(디지털),  10,000원","12:30,  탐정: 리턴즈(디지털),  12,000원","14:55,  탐정: 리턴즈(디지털),  12,000원","17:20,  탐정: 리턴즈(디지털),  12,000원","19:45,  탐정: 리턴즈(디지털),  12,000원","22:10,  탐정: 리턴즈(디지털),  12,000원","24:35,  탐정: 리턴즈(디지털),  10,000원","27:10,  탐정: 리턴즈(디지털),  10,000원",,,
1089,2018-07-01,04관(SCREENX),"08:30,  마녀(디지털),  8,000원","11:05,  마녀(디지털),  12,000원","13:40,  마녀(디지털),  12,000원","16:15,  마녀(디지털),  12,000원","19:00,  마녀(디지털),  12,000원","21:35,  마녀(디지털),  12,000원","24:10,  마녀(디지털),  10,000원","26:45,  마녀(디지털),  10,000원",,,,
1090,2018-07-01,05관,"07:10,  쥬라기 월드: 폴른 킹덤(디지털),  8,000원","09:45,  쥬라기 월드: 폴른 킹덤(디지털),  8,000원","12:20,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","14:55,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","17:30,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","20:05,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","22:40,  쥬라기 월드: 폴른 킹덤(디지털),  12,000원","25:15,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원","27:50,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원",,,
1091,2018-07-01,06관,"06:40,  오션스8(디지털),  8,000원","09:00,  독전(디지털),  8,000원","11:30,  오션스8(디지털),  12,000원","13:50,  오션스8(디지털),  12,000원","16:25,  미드나잇 선(디지털),  12,000원","18:30,  오션스8(디지털),  11,000원","20:50,  독전(디지털),  12,000원","23:20,  오션스8(디지털),  12,000원","25:40,  오션스8(디지털),  10,000원","28:00,  오션스8(디지털),  10,000원",,
1092,2018-07-02,01관,"07:50,  시카리오: 데이 오브 솔다도(디지털),  7,000원","10:20,  시카리오: 데이 오브 솔다도(디지털),  10,000원","12:50,  마녀(디지털),  10,000원","15:25,  마녀(디지털),  11,000원","18:00,  시카리오: 데이 오브 솔다도(디지털),  11,000원","20:30,  시카리오: 데이 오브 솔다도(디지털),  11,000원","23:00,  시카리오: 데이 오브 솔다도(디지털),  10,000원","25:30,  시카리오: 데이 오브 솔다도(디지털),  10,000원","28:00,  시카리오: 데이 오브 솔다도(디지털),  8,000원",,,
1093,2018-07-02,02관,"08:30,  허스토리(디지털),  7,000원","11:00,  허스토리(디지털),  6,500원","13:30,  탐정: 리턴즈(디지털),  11,000원","15:55,  탐정: 리턴즈(디지털),  11,000원","18:20,  마녀(디지털),  11,000원","21:00,  마녀(디지털),  11,000원","23:35,  허스토리(디지털),  10,000원","26:05,  허스토리(디지털),  9,000원","28:35,  탐정: 리턴즈(디지털),  9,000원",,,
1094,2018-07-02,03관,"07:20,  탐정: 리턴즈(디지털),  7,000원","09:45,  탐정: 리턴즈(디지털),  9,000원","12:10,  탐정: 리턴즈(디지털),  10,000원","14:35,  탐정: 리턴즈(디지털),  11,000원","17:00,  탐정: 리턴즈(디지털),  11,000원","19:25,  탐정: 리턴즈(디지털),  11,000원","21:50,  탐정: 리턴즈(디지털),  11,000원","24:15,  탐정: 리턴즈(디지털),  9,000원","26:45,  탐정: 리턴즈(디지털),  8,000원",,,
1095,2018-07-02,04관(SCREENX),"06:40,  마녀(디지털),  7,000원","09:15,  마녀(디지털),  7,000원","11:50,  마녀(디지털),  10,000원","14:25,  마녀(디지털),  11,000원","17:10,  마녀(디지털),  11,000원","19:45,  마녀(디지털),  11,000원","22:20,  마녀(디지털),  10,000원","24:55,  마녀(디지털),  9,000원","27:35,  마녀(디지털),  9,000원",,,
1096,2018-07-02,05관,"07:30,  쥬라기 월드: 폴른 킹덤(디지털),  7,000원","10:05,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원","12:40,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원","15:15,  쥬라기 월드: 폴른 킹덤(디지털),  11,000원","17:50,  쥬라기 월드: 폴른 킹덤(디지털),  11,000원","20:35,  쥬라기 월드: 폴른 킹덤(디지털),  11,000원","23:10,  쥬라기 월드: 폴른 킹덤(디지털),  10,000원","25:45,  쥬라기 월드: 폴른 킹덤(디지털),  9,000원","28:20,  쥬라기 월드: 폴른 킹덤(디지털),  9,000원",,,
1097,2018-07-02,06관,"07:05,  오션스8(디지털)","09:25,  오션스8(디지털),  7,000원","11:45,  독전(디지털),  10,000원","14:15,  오션스8(디지털),  11,000원","16:35,  미드나잇 선(디지털),  11,000원","18:40,  미드나잇 선(디지털),  11,000원","20:40,  오션스8(디지털),  11,000원","23:00,  오션스8(디지털),  10,000원","25:20,  오션스8(디지털),  9,000원","27:45,  오션스8(디지털),  9,000원",,
1098,2018-07-03,01관,"07:30,  시카리오: 데이 오브 솔다도(디지털),  7,000원","10:00,  시카리오: 데이 오브 솔다도(디지털),  10,000원","12:30,  시카리오: 데이 오브 솔다도(디지털),  10,000원","15:00,  시카리오: 데이 오브 솔다도(디지털),  11,000원","17:30,  시카리오: 데이 오브 솔다도(디지털),  11,000원","20:00,  시카리오: 데이 오브 솔다도(디지털),  11,000원","22:30,  시카리오: 데이 오브 솔다도(디지털),  10,000원","25:00,  시카리오: 데이 오브 솔다도(디지털),  10,000원","27:30,  시카리오: 데이 오브 솔다도(디지털)",,,
1099,2018-07-03,02관,"08:00,  허스토리(디지털)","10:30,  허스토리(디지털),  10,000원","13:00,  탐정: 리턴즈(디지털),  10,000원","15:25,  탐정: 리턴즈(디지털),  11,000원","18:00,  탐정: 리턴즈(디지털),  11,000원","20:30,  탐정: 리턴즈(디지털),  11,000원","23:00,  허스토리(디지털),  10,000원","25:30,  허스토리(디지털),  6,000원","28:00,  탐정: 리턴즈(디지털)",,,
1100,2018-07-03,03관,"06:40,  탐정: 리턴즈(디지털),  7,000원","09:05,  탐정: 리턴즈(디지털),  7,000원","11:30,  탐정: 리턴즈(디지털),  10,000원","13:55,  탐정: 리턴즈(디지털),  11,000원","16:20,  마녀(디지털),  11,000원","18:55,  마녀(디지털),  11,000원","21:30,  탐정: 리턴즈(디지털),  11,000원","24:00,  탐정: 리턴즈(디지털),  10,000원","26:30,  탐정: 리턴즈(디지털),  10,000원",,,
1101,2018-07-03,04관(SCREENX),"07:00,  마녀(디지털),  7,000원","09:35,  마녀(디지털),  7,000원","12:20,  마녀(디지털),  10,000원","14:55,  마녀(디지털),  11,000원","17:40,  마녀(디지털),  11,000원","20:15,  마녀(디지털),  11,000원","22:50,  마녀(디지털),  10,000원","26:00,  마녀(디지털),  9,000원","28:35,  마녀(디지털),  9,000원",,,
1102,2018-07-03,05관,"08:30,  쥬라기 월드: 폴른 킹덤(디지털)","11:05,  쥬라기 월드: 폴른 킹덤(디지털),  9,000원","13:40,  쥬라기 월드: 폴른 킹덤(디지털),  11,000원","16:15,  쥬라기 월드: 폴른 킹덤(디지털),  11,000원","19:00,  쥬라기 월드: 폴른 킹덤(디지털),  11,000원","21:45,  쥬라기 월드: 폴른 킹덤(디지털),  10,500원","24:20,  쥬라기 월드: 폴른 킹덤(디지털),  9,000원","27:00,  쥬라기 월드: 폴른 킹덤(디지털),  9,000원",,,,
1103,2018-07-03,06관,"07:20,  오션스8(디지털),  7,000원","09:45,  오션스8(디지털),  7,000원","12:05,  독전(디지털),  9,000원","14:35,  미드나잇 선(디지털),  11,000원","16:45,  오션스8(디지털),  11,000원","19:10,  미드나잇 선(디지털),  11,000원","21:10,  오션스8(디지털),  11,000원","23:30,  오션스8(디지털),  10,000원","25:50,  오션스8(디지털),  9,000원","28:10,  오션스8(디지털),  9,000원",,
